name,state,place_type,subtype,favorite,lon,lat
South Branch Pond - Baxter State Park,ME,camps,SP,FALSE,-68.9,46.109
Swans Falls Campground,ME,camps,AMC,FALSE,-70.982,44.036
Trout Brook Farm - Baxter State Park,ME,camps,SP,FALSE,-68.854,46.167
Wild River,ME,camps,NF,FALSE,-71.063,44.306
Winslow City Park,ME,camps,CP,FALSE,-70.113,43.804
Basin,NH,camps,NF,FALSE,-71.021,44.269
Bear Brook State Park,NH,camps,SP,FALSE,-71.331,43.115
Big Rock,NH,camps,NF,FALSE,-71.561,44.049
Blackberry Crossing,NH,camps,NF,FALSE,-71.245,44.007
Campton,NH,camps,NF,FALSE,-71.63,43.871
Cannon Mountain RV Park,NH,camps,SP,FALSE,-71.696,44.177
Cardigan Campsites,NH,camps,AMC,FALSE,-71.884,43.651
Cold River,NH,camps,NF,FALSE,-71.013,44.265
Coleman State Park,NH,camps,SP,FALSE,-71.328,44.944
Covered Bridge,NH,camps,NF,FALSE,-71.232,44.003
Deer Mountain,NH,camps,SF,FALSE,-71.191,45.191
Dolly Copp,NH,camps,NF,FALSE,-71.219,44.333
Dry River - Crawford Notch State Park,NH,camps,SP,FALSE,-71.4,44.178
Ellacoya State Beach and RV Park,NH,camps,SP,FALSE,-71.355,43.574
Greenfield State Park,NH,camps,SP,FALSE,-71.887,42.958
Gunstock Area,NH,camps,CP,FALSE,-71.365,43.546
Hampton Beach State Park,NH,camps,SP,FALSE,-70.816,42.899
Hancock,NH,camps,NF,FALSE,-71.594,44.064
Haystack Road,NH,camps,NF,FALSE,-71.556,44.25
Jigger Johnson,NH,camps,NF,FALSE,-71.334,43.998
Lafayette - Franconia Notch State Park,NH,camps,SP,FALSE,-71.685,44.139
Lake Francis State Park,NH,camps,SP,FALSE,-71.302,45.06
Milan Hill State Park,NH,camps,SP,FALSE,-71.224,44.572
Mollidgewock State Park,NH,camps,SP,FALSE,-71.144,44.738
Monadnock State Park,NH,camps,SP,FALSE,-72.074,42.844
Moose Brook State Park,NH,camps,SP,FALSE,-71.231,44.4
New Boston Military,NH,camps,MIL,FALSE,-71.622,42.948
Passaconaway,NH,camps,NF,FALSE,-71.371,43.998
Pawtuckaway State Park,NH,camps,SP,FALSE,-71.173,43.08
Pillsbury State Park,NH,camps,SP,FALSE,-72.116,43.234
Russell Pond,NH,camps,NF,FALSE,-71.649,44.009
Storrs Pond Rec Area,NH,camps,CP,FALSE,-72.261,43.72
Sugarloaf 1,NH,camps,NF,FALSE,-71.505,44.26
Sugarloaf 2,NH,camps,NF,FALSE,-71.504,44.258
Tripoli Rd,NH,camps,NF,FALSE,-71.636,43.995
Umbagog Lake,NH,camps,SP,FALSE,-71.05,44.704
Waterville,NH,camps,NF,FALSE,-71.509,43.942
Wheelock Park Campground,NH,camps,CP,FALSE,-72.305,42.94
White Lake State Park,NH,camps,SP,FALSE,-71.225,43.845
White Ledge,NH,camps,NF,FALSE,-71.214,43.954
Wild River,NH,camps,NF,FALSE,-71.065,44.305
Wildwood,NH,camps,NF,FALSE,-71.794,44.075
Zealand,NH,camps,NF,FALSE,-71.501,44.265
Allaire State Park,NJ,camps,SP,FALSE,-74.131,40.162
Atsion - Wharton State Forest,NJ,camps,SF,FALSE,-74.734,39.743
Bass River State Forest,NJ,camps,SF,FALSE,-74.434,39.624
Belleplain State Forest,NJ,camps,SF,FALSE,-74.849,39.243
Birch Grove,NJ,camps,CP,FALSE,-74.558,39.37
Brendan Byrne State Forest,NJ,camps,SF,FALSE,-74.522,39.872
Bulls Island State Park,NJ,camps,SP,FALSE,-75.038,40.41
Cheesequake State Park,NJ,camps,SP,FALSE,-74.266,40.446
Earle RV Military,NJ,camps,MIL,FALSE,-74.157,40.264
Godfrey Bridge - Wharton State Forest,NJ,camps,SF,FALSE,-74.547,39.69
High Point State Park - Sawmill Area,NJ,camps,SP,FALSE,-74.689,41.291
Jenny Jump State Forest,NJ,camps,SF,FALSE,-74.915,40.917
Mahlon Dickerson Reservation,NJ,camps,CP,FALSE,-74.59,41.002
Mohican Walk-In Campsites,NJ,camps,AMC,FALSE,-75,41.027
Ocquittunk - Stokes State Forest,NJ,camps,SF,FALSE,-74.762,41.227
Parvin State Park,NJ,camps,SP,FALSE,-75.139,39.509
Range 14 Camp Military - Ft Dix,NJ,camps,MIL,FALSE,-74.552,40.001
Sandy Hook - Gateway National Rec Area,NJ,camps,NP,FALSE,-73.991,40.45
Shotwell - Stokes State Forest,NJ,camps,SF,FALSE,-74.795,41.198
Spruce Run Recreation Area,NJ,camps,SP,FALSE,-74.939,40.663
Stephens State Park,NJ,camps,SP,FALSE,-74.81,40.872
Swartswood State Park,NJ,camps,SP,FALSE,-74.82,41.076
Turkey Swamp,NJ,camps,CP,FALSE,-74.298,40.197
Voorhees State Park,NJ,camps,SP,FALSE,-74.887,40.696
Willow Pond Camp Military - Ft Dix,NJ,camps,MIL,FALSE,-74.611,40.011
Worthington State Forest,NJ,camps,SF,FALSE,-75.104,41.005
Ausable Point  - DEC,NY,camps,SPR,FALSE,-73.423,44.568
Backbone Horse Camp,NY,camps,NF,FALSE,-76.807,42.485
Battle Row,NY,camps,CP,FALSE,-73.449,40.762
Bear Spring Mountain - DEC,NY,camps,SPR,FALSE,-75.069,42.118
Beaver Pond - Harriman State Park,NY,camps,SP,FALSE,-74.07,41.229
Beaverkill - DEC,NY,camps,SPR,FALSE,-74.839,41.979
Blue Mountain Reservation,NY,camps,CP,FALSE,-73.925,41.27
Blueberry Patch,NY,camps,NF,FALSE,-76.799,42.484
Blydenburgh Park,NY,camps,CP,FALSE,-73.222,40.825
Bowman Lake State Park,NY,camps,SP,FALSE,-75.68,42.522
Buck Pond - DEC,NY,camps,SPR,FALSE,-74.118,44.505
Burnham Point State Park,NY,camps,SP,FALSE,-76.265,44.163
Buttermilk Falls State Park,NY,camps,SP,FALSE,-76.521,42.416
Cain Hollow (Quaker Area) - Allegany State Park,NY,camps,SP,FALSE,-78.846,42.037
Caroga Lake - DEC,NY,camps,SPR,FALSE,-74.468,43.125
Cathedral Pines County Park,NY,camps,CP,FALSE,-72.943,40.87
Cayuga Lake State Park,NY,camps,SP,FALSE,-76.753,42.896
Cedar Point State Park,NY,camps,SP,FALSE,-76.197,44.204
Cedar Point Suffolk County Park,NY,camps,CP,FALSE,-72.226,41.028
Chenango Valley State Park,NY,camps,SP,FALSE,-75.818,42.215
Cherry Plain State Park,NY,camps,SP,FALSE,-73.41,42.622
Clarence Fahnestock State Park,NY,camps,SP,FALSE,-73.831,41.461
Clute Memorial Park,NY,camps,CP,FALSE,-76.86,42.384
Coles Creek State Park,NY,camps,SP,FALSE,-75.14,44.892
Cook County Park,NY,camps,CP,FALSE,-75.743,42.3
Copake Falls - Taconic State Park,NY,camps,SP,FALSE,-73.52,42.121
Cranberry Lake  - DEC,NY,camps,SPR,FALSE,-74.821,44.197
Croton Point Park,NY,camps,CP,FALSE,-73.896,41.178
Crown Point - DEC,NY,camps,SPR,FALSE,-73.425,44.025
Cumberland Bay State Park,NY,camps,SP,FALSE,-73.426,44.725
Cupsogue County Park,NY,camps,CP,FALSE,-72.738,40.771
Darien Lakes State Park,NY,camps,SP,FALSE,-78.433,42.902
Delta Lake State Park,NY,camps,SP,FALSE,-75.417,43.292
Devils Tombstone - DEC,NY,camps,SPR,FALSE,-74.208,42.151
DeWolf Point State Park,NY,camps,SP,FALSE,-75.997,44.33
Eagle Point - DEC,NY,camps,SPR,FALSE,-73.793,43.748
East Sidney Dam Rec Area,NY,camps,CP,FALSE,-75.223,42.327
Eel Weir State Park,NY,camps,SP,FALSE,-75.477,44.63
Eighth Lake - DEC,NY,camps,SPR,FALSE,-74.712,43.763
Evangola State Park,NY,camps,SP,FALSE,-79.115,42.602
Fair Haven Beach State Park,NY,camps,SP,FALSE,-76.689,43.343
Fillmore Glen State Park,NY,camps,SP,FALSE,-76.42,42.7
Fish Creek Pond - DEC,NY,camps,SPR,FALSE,-74.365,44.308
Floyd Bennett Field - Gateway National Rec Area,NY,camps,NP,FALSE,-73.889,40.582
Forked Lake - DEC,NY,camps,SPR,FALSE,-74.525,43.905
Fort Wadsworth - Gateway National Rec Area,NY,camps,NP,FALSE,-74.059,40.605
Four Mile Creek State Park,NY,camps,SP,FALSE,-78.995,43.274
Gilbert Lake State Park,NY,camps,SP,FALSE,-75.128,42.573
Glimmerglass State Park,NY,camps,SP,FALSE,-74.869,42.794
Golden Beach - DEC,NY,camps,SPR,FALSE,-74.592,43.817
Golden Hill State Park,NY,camps,SP,FALSE,-78.483,43.374
Grass Point State Park,NY,camps,SP,FALSE,-75.995,44.279
Green Lakes State Park,NY,camps,SP,FALSE,-76.005,43.056
Greenwood County Park,NY,camps,CP,FALSE,-76.086,42.288
Hamlin Beach State Park,NY,camps,SP,FALSE,-77.946,43.36
Havana Glen,NY,camps,CP,FALSE,-76.831,42.337
Hearthstone Point - DEC,NY,camps,SPR,FALSE,-73.694,43.455
Hickories Park,NY,camps,CP,FALSE,-76.226,42.091
Higley Flow State Park,NY,camps,SP,FALSE,-74.922,44.496
Hither Hills State Park,NY,camps,SP,FALSE,-72.016,41.008
Hunts Pond,NY,camps,SP,FALSE,-75.373,42.595
Indian Island Park,NY,camps,CP,FALSE,-72.629,40.927
Jacques Cartier State Park,NY,camps,SP,FALSE,-75.677,44.559
Kanakadea Park - Almond Lake,NY,camps,CP,FALSE,-77.722,42.342
Keewaydin State Park,NY,camps,SP,FALSE,-75.93,44.324
Kenneth L. Wilson - DEC,NY,camps,SPR,FALSE,-74.221,42.027
Keuka Lake State Park,NY,camps,SP,FALSE,-77.13,42.583
Kring Point State Park,NY,camps,SP,FALSE,-75.855,44.377
Lake Durant - DEC,NY,camps,SPR,FALSE,-74.389,43.838
Lake Eaton - DEC,NY,camps,SPR,FALSE,-74.463,43.988
Lake Erie State Park,NY,camps,SP,FALSE,-79.429,42.421
Lake George Battleground - DEC,NY,camps,SPR,FALSE,-73.712,43.414
Lake Harris - DEC,NY,camps,SPR,FALSE,-74.13,43.979
Lake Taghkanic State Park,NY,camps,SP,FALSE,-73.708,42.094
Lakeside Beach State Park,NY,camps,SP,FALSE,-78.244,43.366
Letchworth State Park,NY,camps,SP,FALSE,-78.045,42.584
Lewey Lake - DEC,NY,camps,SPR,FALSE,-74.394,43.651
Limekiln Lake - DEC,NY,camps,SPR,FALSE,-74.796,43.718
Lincoln Pond - DEC,NY,camps,SPR,FALSE,-73.579,44.139
Little Pond - DEC,NY,camps,SPR,FALSE,-74.735,42.036
Little Sand Point - DEC,NY,camps,SPR,FALSE,-74.551,43.417
Long Point State Park,NY,camps,SP,FALSE,-76.221,44.026
Luzerne - DEC,NY,camps,SPR,FALSE,-73.826,43.361
Macomb Reservation State Park,NY,camps,SP,FALSE,-73.616,44.616
Margaret Norrie State Park,NY,camps,SP,FALSE,-73.932,41.84
Max V Shaul State Park,NY,camps,SP,FALSE,-74.411,42.547
McCanns Campground,NY,camps,CP,FALSE,-72.373,41.104
Meacham Lake - DEC,NY,camps,SPR,FALSE,-74.287,44.578
Meadowbrook - DEC,NY,camps,SPR,FALSE,-74.077,44.299
Moffitt Beach - DEC,NY,camps,SPR,FALSE,-74.399,43.493
Mongaup Pond - DEC,NY,camps,SPR,FALSE,-74.691,41.957
Montour Marina,NY,camps,CP,FALSE,-76.852,42.354
Moreau Lake State Park,NY,camps,SP,FALSE,-73.707,43.227
Morningside Park,NY,camps,CP,FALSE,-74.652,41.748
Mountain Lakes Park,NY,camps,CP,FALSE,-73.569,41.309
Mountaindale Park,NY,camps,CP,FALSE,-74.518,41.699
Newtown Battlefield State Park,NY,camps,SP,FALSE,-76.734,42.044
Nicks Lake - DEC,NY,camps,SPR,FALSE,-74.982,43.688
North/South Lake  - DEC,NY,camps,SPR,FALSE,-74.037,42.203
Northampton Beach - DEC,NY,camps,SPR,FALSE,-74.18,43.187
Oneida Shores County Park,NY,camps,CP,FALSE,-76.109,43.218
Ontario County Park - Gannet Hill,NY,camps,CP,FALSE,-77.407,42.71
Oquaga Creek State Park,NY,camps,SP,FALSE,-75.418,42.181
Paradox Lake - DEC,NY,camps,SPR,FALSE,-73.679,43.885
Park Station Rec Area,NY,camps,CP,FALSE,-76.667,42.232
Pixley Falls State Park,NY,camps,SP,FALSE,-75.344,43.403
Point Comfort - DEC,NY,camps,SPR,FALSE,-74.582,43.399
Poke-O-Moonshine - DEC,NY,camps,SPR,FALSE,-73.503,44.404
Poplar Point - DEC,NY,camps,SPR,FALSE,-74.54,43.428
Putnam Pond - DEC,NY,camps,SPR,FALSE,-73.571,43.838
Red House - Allegany State Park,NY,camps,SP,FALSE,-78.747,42.097
Remington Park RV  Military - Fort Drum,NY,camps,MIL,FALSE,-75.75,44.035
Robert H. Treman State Park,NY,camps,SP,FALSE,-76.546,42.398
Robert Moses State Park,NY,camps,SP,FALSE,-74.87,44.986
Rogers Rock - DEC,NY,camps,SPR,FALSE,-73.488,43.789
Rollins Pond - DEC,NY,camps,SPR,FALSE,-74.407,44.307
Round Pond Military,NY,camps,MIL,FALSE,-74.027,41.378
Rudd Pond - Taconic State Park,NY,camps,SP,FALSE,-73.508,41.983
Sacandaga - DEC,NY,camps,SPR,FALSE,-74.294,43.36
Sampson State Park,NY,camps,SP,FALSE,-76.902,42.724
Sears Bellows,NY,camps,CP,FALSE,-72.555,40.888
Selkirk Shores State Park,NY,camps,SP,FALSE,-76.204,43.557
Sharp Bridge - DEC,NY,camps,SPR,FALSE,-73.678,44.043
Sheridan Bay Park,NY,camps,CP,FALSE,-79.269,42.519
Shinnecock East County Park,NY,camps,CP,FALSE,-72.472,40.842
Smith Memorial Park,NY,camps,CP,FALSE,-76.886,42.492
Southaven County Park,NY,camps,CP,FALSE,-72.89,40.803
Southhaven County Park,NY,camps,CP,FALSE,-72.89,40.803
Southwick Beach State Park,NY,camps,SP,FALSE,-76.196,43.765
Sprague Brook Park,NY,camps,CP,FALSE,-78.636,42.592
St. Johnsville Campsite and Marina,NY,camps,CP,FALSE,-74.678,42.995
Stony Brook State Park,NY,camps,SP,FALSE,-77.697,42.526
Taughannock Falls State Park,NY,camps,SP,FALSE,-76.607,42.54
Taylor Pond - DEC,NY,camps,SPR,FALSE,-73.824,44.494
Theodore Roosevelt County Park,NY,camps,CP,FALSE,-71.901,41.056
Thompsons Lake State Park,NY,camps,SP,FALSE,-74.046,42.653
Upper Lisle,NY,camps,CP,FALSE,-75.963,42.398
Verona Beach State Park,NY,camps,SP,FALSE,-75.725,43.178
Ward Pound Ridge Reservation,NY,camps,CP,FALSE,-73.584,41.255
Watkins Glen State Park,NY,camps,SP,FALSE,-76.881,42.37
Webster Park,NY,camps,CP,FALSE,-77.46,43.258
Wellesley Island State Park,NY,camps,SP,FALSE,-76.019,44.316
Westcott Beach State Park,NY,camps,SP,FALSE,-76.114,43.897
Whetstone Gulf State Park,NY,camps,SP,FALSE,-75.462,43.702
Wilcox Memorial Park,NY,camps,CP,FALSE,-73.724,41.953
Wildwood State Park,NY,camps,SP,FALSE,-72.805,40.963
Wilmington Notch - DEC,NY,camps,SPR,FALSE,-73.861,44.35
Winding Hills Park,NY,camps,CP,FALSE,-74.273,41.537
Woodland Valley - DEC,NY,camps,SPR,FALSE,-74.37,42.033
Adams Croyle,PA,camps,UTIL,FALSE,-78.78,40.342
Bald Eagle State Park (Letterman Campground),PA,camps,SP,FALSE,-77.652,41.036
Beaver Meadows Rec Area,PA,camps,NF,FALSE,-79.112,41.525
Black Moshannon State Park,PA,camps,SP,FALSE,-78.059,40.915
Blue Knob State Park,PA,camps,SP,FALSE,-78.579,40.295
Buckaloons Rec Area,PA,camps,NF,FALSE,-79.257,41.839
Bush,PA,camps,COE,FALSE,-79.434,40.441
Caffrey Rec Area - PPL,PA,camps,UTIL,FALSE,-75.23,41.432
Caledonia State Park,PA,camps,SP,FALSE,-77.477,39.908
Canoe Creek State Park,PA,camps,SP,FALSE,-78.287,40.481
Chapman State Park,PA,camps,SP,FALSE,-79.178,41.746
Cherry Springs State Park,PA,camps,SP,FALSE,-77.821,41.663
Clear Creek State Park,PA,camps,SP,FALSE,-79.077,41.322
Codorus State Park,PA,camps,SP,FALSE,-76.908,39.783
Colonel Crawford County Park,PA,camps,CP,FALSE,-80.084,41.679
Colonel Denning State Park,PA,camps,SP,FALSE,-77.413,40.283
Colton Point State Park,PA,camps,SP,FALSE,-77.466,41.701
Cook Forest State Park,PA,camps,SP,FALSE,-79.22,41.365
Cowans Gap State Park,PA,camps,SP,FALSE,-77.921,39.999
Crooked Creek Recreation Area,PA,camps,COE,FALSE,-79.511,40.711
Curwensville Lake,PA,camps,CP,FALSE,-78.533,40.94
Dewdrop Rec Area,PA,camps,NF,FALSE,-78.959,41.832
Dingmans - Delaware Water Gap National Rec Area,PA,camps,NP,FALSE,-74.873,41.211
Duman Lake County Park,PA,camps,CP,FALSE,-78.843,40.569
East Branch Lake,PA,camps,COE,FALSE,-78.595,41.564
Fowlers Hollow State Park,PA,camps,SP,FALSE,-77.58,40.273
Frances Slocum State Park,PA,camps,SP,FALSE,-75.895,41.347
French Creek State Park,PA,camps,SP,FALSE,-75.797,40.196
Gifford Pinchot State Park,PA,camps,SP,FALSE,-76.91,40.054
Greenwood Furnace State Park,PA,camps,SP,FALSE,-77.762,40.646
Hearts Content Rec Area,PA,camps,NF,FALSE,-79.259,41.69
Hibernia County Park,PA,camps,CP,FALSE,-75.84,40.03
Hickory Run State Park,PA,camps,SP,FALSE,-75.696,41.026
Hills Creek State Park,PA,camps,SP,FALSE,-77.186,41.806
Hyner Run State Park,PA,camps,SP,FALSE,-77.629,41.358
Ironwood Point Rec Area - PPL,PA,camps,UTIL,FALSE,-75.279,41.368
Ives Run,PA,camps,COE,FALSE,-77.179,41.889
Jamestown - Pymatuning State Park,PA,camps,SP,FALSE,-80.507,41.518
Kellettville Rec Area  Tionesta Lake,PA,camps,COE,FALSE,-79.258,41.541
Kentuck - Ohiopyle State Park,PA,camps,SP,FALSE,-79.494,39.885
Kettle Creek State Park,PA,camps,SP,FALSE,-77.931,41.377
Keystone State Park,PA,camps,SP,FALSE,-79.383,40.372
Kiasutha Rec Area,PA,camps,NF,FALSE,-78.904,41.785
Kooser State Park,PA,camps,SP,FALSE,-79.23,40.06
Lackawanna State Park,PA,camps,SP,FALSE,-75.708,41.565
Lake Towhee County Park,PA,camps,CP,FALSE,-75.267,40.476
Larnard Hornbrook County Park,PA,camps,CP,FALSE,-76.485,41.81
Laurel Hill State Park,PA,camps,SP,FALSE,-79.218,40.009
Ledgedale Rec Area,PA,camps,UTIL,FALSE,-75.319,41.366
Leonard Harrison State Park,PA,camps,SP,FALSE,-77.45,41.698
Linesville - Pymatuning State Park,PA,camps,SP,FALSE,-80.462,41.657
Little Buffalo State Park,PA,camps,SP,FALSE,-77.19,40.454
Little Pine State Park,PA,camps,SP,FALSE,-77.354,41.353
Locust Lake State Park,PA,camps,SP,FALSE,-76.12,40.785
Loleta Rec Area,PA,camps,NF,FALSE,-79.082,41.4
Lorain Borough Park,PA,camps,CP,FALSE,-78.899,40.294
Lyman Run State Park,PA,camps,SP,FALSE,-77.778,41.723
Mason - Dixon Historical Park,PA,camps,CP,FALSE,-80.116,39.726
Mauch Chunk Lake County Park,PA,camps,CP,FALSE,-75.801,40.846
Mill Creek Campground - Central Park,PA,camps,CP,FALSE,-76.297,40.028
Milton Loop,PA,camps,CP,FALSE,-79.225,40.903
Minister Creek  and Trailhead,PA,camps,NF,FALSE,-79.154,41.621
Moon Lake County Park,PA,camps,CP,FALSE,-76.048,41.255
Muddy Run Rec Park - PPL,PA,camps,UTIL,FALSE,-76.279,39.85
Nanty Glo Municipal Park,PA,camps,CP,FALSE,-78.83,40.466
Ole Bull State Park,PA,camps,SP,FALSE,-77.715,41.536
Otter Creek - PPL,PA,camps,UTIL,FALSE,-76.383,39.877
Outflow - Youghiogheny River Lake,PA,camps,COE,FALSE,-79.367,39.804
Parker Dam State Park,PA,camps,SP,FALSE,-78.509,41.202
Patterson State Park,PA,camps,SP,FALSE,-77.891,41.697
Penn Roosevelt State Park,PA,camps,SP,FALSE,-77.701,40.728
Pequea Creek - PPL,PA,camps,UTIL,FALSE,-76.345,39.898
Pine Grove Furnace State Park,PA,camps,SP,FALSE,-77.276,40.036
Poe Paddy State Park,PA,camps,SP,FALSE,-77.419,40.833
Poe Valley State Park,PA,camps,SP,FALSE,-77.468,40.822
Prince Gallitzin State Park,PA,camps,SP,FALSE,-78.559,40.674
Promised Land State Park,PA,camps,SP,FALSE,-75.21,41.32
Quemahoning Family Rec Area,PA,camps,UTIL,FALSE,-78.965,40.17
Raccoon Creek State Park,PA,camps,SP,FALSE,-80.428,40.507
Ravensburg State Park,PA,camps,SP,FALSE,-77.243,41.11
RB Winter State Park,PA,camps,SP,FALSE,-77.192,40.992
Red Bridge Rec Area,PA,camps,NF,FALSE,-78.888,41.778
Red Mill,PA,camps,NF,FALSE,-78.793,41.49
Redbank Valley Municipal Park,PA,camps,CP,FALSE,-79.292,41.015
Reeds Gap State Park,PA,camps,SP,FALSE,-77.476,40.723
Ricketts Glen State Park,PA,camps,SP,FALSE,-76.296,41.336
Ryerson Station State Park,PA,camps,SP,FALSE,-80.44,39.889
S.B. Elliott State Park,PA,camps,SP,FALSE,-78.531,41.108
Salt Springs State Park,PA,camps,SP,FALSE,-75.871,41.91
Seven Points,PA,camps,COE,FALSE,-78.076,40.374
Shawnee State Park,PA,camps,SP,FALSE,-78.624,40.051
Shenango,PA,camps,COE,FALSE,-80.43,41.298
Sinnemahoning State Park,PA,camps,SP,FALSE,-78.031,41.42
Sizerville State Park,PA,camps,SP,FALSE,-78.181,41.596
Stoevers Dam Park,PA,camps,CP,FALSE,-76.409,40.357
Sunfish Pond County Park,PA,camps,CP,FALSE,-76.698,41.646
Susquehannock - Raystown Lake,PA,camps,COE,FALSE,-78.05,40.388
Tinicum County Park,PA,camps,CP,FALSE,-75.068,40.506
Tionesta Rec Area - Tionesta Lake,PA,camps,COE,FALSE,-79.442,41.479
Tobyhanna State Park,PA,camps,SP,FALSE,-75.397,41.207
Tohickon Valley County Park,PA,camps,CP,FALSE,-75.079,40.441
Tompkins River,PA,camps,COE,FALSE,-77.191,41.979
Tracy Ridge Rec Area,PA,camps,NF,FALSE,-78.876,41.943
Trough Creek State Park,PA,camps,SP,FALSE,-78.129,40.311
Tub Run Rec Area - Youghiogheny River Lake,PA,camps,COE,FALSE,-79.415,39.782
Tuttle - Pymatuning State Park,PA,camps,SP,FALSE,-80.491,41.641
Twin Lakes Rec Area,PA,camps,NF,FALSE,-78.756,41.614
Two Mile Run County Park,PA,camps,CP,FALSE,-79.768,41.476
Warwick County Park,PA,camps,CP,FALSE,-75.723,40.166
Willow Bay Rec Area,PA,camps,NF,FALSE,-78.918,41.989
Wilsonville Rec Area - PPL,PA,camps,UTIL,FALSE,-75.182,41.449
Worlds End State Park,PA,camps,SP,FALSE,-76.57,41.47
Burlingame State Park,RI,camps,SP,FALSE,-71.7,41.37
Carr Point Military - Newport NS,RI,camps,MIL,FALSE,-71.295,41.568
Charlestown Breachway State Park,RI,camps,SP,FALSE,-71.637,41.358
East Beach - Ninigret State Conservation Area,RI,camps,SP,FALSE,-71.692,41.343
Fishermens Memorial State Park,RI,camps,SP,FALSE,-71.488,41.38
Fort Getty Camping and Recreation Area,RI,camps,CP,FALSE,-71.399,41.489
George Washington State Area,RI,camps,SP,FALSE,-71.755,41.92
Melville Ponds,RI,camps,CP,FALSE,-71.275,41.589
Middletown City Campground,RI,camps,CP,FALSE,-71.252,41.487
Allis State Park,VT,camps,SP,FALSE,-72.632,44.052
Big Deer State Park,VT,camps,SP,FALSE,-72.269,44.288
Bomoseen State Park,VT,camps,SP,FALSE,-73.231,43.659
Branbury State Park,VT,camps,SP,FALSE,-73.072,43.906
Brighton State Park,VT,camps,SP,FALSE,-71.857,44.796
Burton Island,VT,camps,SP,FALSE,-73.205,44.772
Button Bay State Park,VT,camps,SP,FALSE,-73.358,44.181
Calvin Coolidge State Park,VT,camps,SP,FALSE,-72.699,43.551
Carmi State Park,VT,camps,SP,FALSE,-72.873,44.958
Chittenden Brook,VT,camps,NF,FALSE,-72.911,43.825
DAR State Park,VT,camps,SP,FALSE,-73.411,44.055
Eden Rec Area,VT,camps,CP,FALSE,-72.511,44.72
Elmore State Park,VT,camps,SP,FALSE,-72.54,44.536
Emerald Lake State Park,VT,camps,SP,FALSE,-73.009,43.278
Fort Dummer State Park,VT,camps,SP,FALSE,-72.567,42.824
Gifford Woods State Park,VT,camps,SP,FALSE,-72.81,43.674
Grand Isle State Park,VT,camps,SP,FALSE,-73.295,44.688
Greendale,VT,camps,NF,FALSE,-72.821,43.351
Grout Pond,VT,camps,NF,FALSE,-72.952,43.046
Half Moon Pond State Park,VT,camps,SP,FALSE,-73.217,43.692
Hapgood Pond,VT,camps,NF,FALSE,-72.892,43.253
Jamaica State Park,VT,camps,SP,FALSE,-72.765,43.112
Little River State Park,VT,camps,SP,FALSE,-72.768,44.39
Maidstone State Park,VT,camps,SP,FALSE,-71.646,44.636
Molly Stark State Park,VT,camps,SP,FALSE,-72.813,42.851
Moosalamoo,VT,camps,NF,FALSE,-73.027,43.919
Mt. Ascutney State Park,VT,camps,SP,FALSE,-72.406,43.438
Mt. Philo State Park,VT,camps,SP,FALSE,-73.221,44.277
New Discovery State Park,VT,camps,SP,FALSE,-72.289,44.32
North Beach,VT,camps,CP,FALSE,-73.234,44.492
Prouty Beach Campground,VT,camps,CP,FALSE,-72.21,44.947
Quechee State Park,VT,camps,SP,FALSE,-72.401,43.637
Red Mill Brook,VT,camps,NF,FALSE,-73.019,42.899
Ricker Pond State Park,VT,camps,SP,FALSE,-72.254,44.246
Silver Lake State Park,VT,camps,SP,FALSE,-72.614,43.733
Smugglers Notch State Park,VT,camps,SP,FALSE,-72.788,44.559
St. Catherine State Park,VT,camps,SP,FALSE,-73.205,43.48
Stillwater State Park,VT,camps,SP,FALSE,-72.273,44.28
Townshend State Park,VT,camps,SP,FALSE,-72.691,43.041
Underhill State Park,VT,camps,SP,FALSE,-72.839,44.53
Wilgus State Park,VT,camps,SP,FALSE,-72.408,43.391
Winhall Brook,VT,camps,COE,FALSE,-72.81,43.163
Woodford State Park,VT,camps,SP,FALSE,-73.039,42.89
Acorn Valley - Saylorville Lake,IA,camps,COE,FALSE,-93.724,41.738
Adair City Park,IA,camps,CP,FALSE,-94.643,41.498
Adolph Munson Park,IA,camps,CP,FALSE,-92.21,43.12
Airport Lake Park,IA,camps,CP,FALSE,-92.348,43.09
Akron City Park,IA,camps,CP,FALSE,-96.556,42.832
Albert the Bull CG,IA,camps,CP,FALSE,-94.926,41.711
Alcock Park,IA,camps,CP,FALSE,-92.313,42.88
Alton Roadside Park,IA,camps,CP,FALSE,-96.005,42.998
Ambrose Call State Park,IA,camps,SP,FALSE,-94.247,43.052
Ames Bandshell City Park,IA,camps,CP,FALSE,-93.609,42.026
Arnolds Park City Park,IA,camps,CP,FALSE,-95.131,43.366
Arrowhead Park,IA,camps,CP,FALSE,-95.59,41.432
Ashton Wildwood Park,IA,camps,CP,FALSE,-93.289,41.814
Austin County Park,IA,camps,CP,FALSE,-91.968,40.768
Backbone State Park,IA,camps,SP,FALSE,-91.56,42.616
Baileys Ford,IA,camps,CP,FALSE,-91.411,42.447
Bankston Park,IA,camps,CP,FALSE,-90.953,42.56
Beaver Meadows Co Park,IA,camps,CP,FALSE,-92.787,42.583
Beeds Lake State Park,IA,camps,SP,FALSE,-93.236,42.768
Bellevue State Park,IA,camps,SP,FALSE,-90.423,42.247
Bells Mills County Park,IA,camps,CP,FALSE,-93.889,42.34
Belva - Deer Rec Area,IA,camps,CP,FALSE,-92.151,41.386
