name,state,place_type,subtype,favorite,lon,lat
Wrights Lake,CA,camps,NF,FALSE,-120.238,38.846
Wyandotte,CA,camps,NF,FALSE,-120.986,39.727
Yellowjacket,CA,camps,NF,FALSE,-120.388,38.89
Yolo County Fair RV,CA,camps,CP,FALSE,-121.765,38.667
Yosemite Creek - Yosemite National Park,CA,camps,NP,FALSE,-119.595,37.828
Yuba Pass,CA,camps,NF,FALSE,-120.491,39.616
Yucaipa Regional Park,CA,camps,CP,FALSE,-117.047,34.052
25 Mile,ID,camps,NF,FALSE,-115.375,46.073
Abbot,ID,camps,NF,FALSE,-115.217,43.609
Agency Creek,ID,camps,BLM,FALSE,-113.542,44.961
Albeni Cove - Oldtown,ID,camps,COE,FALSE,-116.999,48.176
Albert Moser,ID,camps,NF,FALSE,-111.695,42.138
Alturas Inlet,ID,camps,NF,FALSE,-114.878,43.907
Amanita,ID,camps,NF,FALSE,-116.132,44.702
Antelope Annex,ID,camps,NF,FALSE,-116.186,44.335
Apgar,ID,camps,NF,FALSE,-115.536,46.215
Aquarius,ID,camps,NF,FALSE,-115.615,46.841
Arrowrock Reservoir Dispersed,ID,camps,BOR,FALSE,-115.924,43.598
Bad Bear,ID,camps,NF,FALSE,-115.708,43.901
Badger Creek,ID,camps,NF,FALSE,-115.711,43.663
Baker Creek Camping Area,ID,camps,NF,FALSE,-114.564,43.745
Balanced Rock County Park,ID,camps,CP,FALSE,-114.949,42.545
Bald Mountain,ID,camps,NF,FALSE,-115.737,43.749
Banks,ID,camps, ,FALSE,-116.119,44.074
Barneys,ID,camps,NF,FALSE,-115.649,44.326
Basin Creek,ID,camps,NF,FALSE,-114.819,44.263
Baumgartner,ID,camps,NF,FALSE,-115.075,43.606
Bayhorse,ID,camps,BLM,FALSE,-114.261,44.386
Beagle Creek Cua,ID,camps,NF,FALSE,-114.479,44.998
Bear Gulch,ID,camps,NF,FALSE,-114.379,42.227
Bear Lake State Park,ID,camps,SP,FALSE,-111.258,42.032
Bear Valley,ID,camps,NF,FALSE,-115.37,44.411
Beauty Creek,ID,camps,NF,FALSE,-116.668,47.607
Beaver Creek,ID,camps,NF,FALSE,-115.146,44.414
Beaver Creek,ID,camps,NF,FALSE,-116.86,48.735
Beaver Creek,ID,camps,NF,FALSE,-111.529,42.02
Beaver Dick Park,ID,camps,CP,FALSE,-111.906,43.825
Bell Bay,ID,camps,NF,FALSE,-116.844,47.474
Bench Creek C/G,ID,camps,NF,FALSE,-115.235,44.32
Bennett Springs,ID,camps,NF,FALSE,-113.603,42.326
Berlin Flat,ID,camps,NF,FALSE,-115.953,47.793
Big Bayhorse,ID,camps,NF,FALSE,-114.4,44.411
Big Creek,ID,camps,NF,FALSE,-116.12,47.302
Big Eightmile /Trailhead,ID,camps,NF,FALSE,-113.577,44.609
Big Elk,ID,camps,NF,FALSE,-111.118,43.322
Big Flat,ID,camps,NF,FALSE,-116.26,44.501
Big Hank,ID,camps,NF,FALSE,-116.098,47.823
Big Roaring River Lake,ID,camps,NF,FALSE,-115.443,43.619
Big Springs,ID,camps,NF,FALSE,-112.097,42.763
Big Springs,ID,camps,NF,FALSE,-111.256,44.498
Big Trinity Lake,ID,camps,NF,FALSE,-115.431,43.622
Birch Creek,ID,camps,BLM,FALSE,-112.859,44.064
Bird Creek,ID,camps,NF,FALSE,-115.175,43.621
Black Rock,ID,camps,NF,FALSE,-115.589,43.796
Blackfoot Reservoir,ID,camps,BLM,FALSE,-111.604,42.843
Blind Creek,ID,camps,NF,FALSE,-114.732,44.281
Blowout,ID,camps,NF,FALSE,-111.154,43.32
Boiling Springs,ID,camps,NF,FALSE,-115.859,44.36
Bonanza Volunteer Camp,ID,camps,NF,FALSE,-114.753,44.371
Bonneville,ID,camps,NF,FALSE,-115.311,44.151
Bostetter,ID,camps,NF,FALSE,-114.168,42.166
Boulder View,ID,camps,NF,FALSE,-114.544,43.781
Boulder White Clouds,ID,camps,BLM,FALSE,-114.461,44.038
Boundary,ID,camps,NF,FALSE,-114.325,43.722
Boundary Creek /Complex,ID,camps,NF,FALSE,-115.293,44.531
Boville City Park,ID,camps,CP,FALSE,-116.393,46.856
Bowns,ID,camps,NF,FALSE,-114.881,43.607
Box Canyon,ID,camps,NF,FALSE,-111.405,44.379
Boyd Creek,ID,camps,NF,FALSE,-115.443,46.083
Bridge Creek,ID,camps,NF,FALSE,-115.207,45.784
Brownlee,ID,camps,NF,FALSE,-116.811,44.741
Bruneau Dunes State Park,ID,camps,SP,FALSE,-115.693,42.91
Brush Lake,ID,camps,NF,FALSE,-116.332,48.892
Buck Mountain,ID,camps,NF,FALSE,-115.54,44.682
Buckhorn,ID,camps,NF,FALSE,-115.74,44.936
Buffalo,ID,camps,NF,FALSE,-111.369,44.424
Bull Trout Lake,ID,camps,NF,FALSE,-115.259,44.301
Bumblebee,ID,camps,NF,FALSE,-116.282,47.633
Burgdorf,ID,camps,NF,FALSE,-115.913,45.269
Buttermilk,ID,camps,NF,FALSE,-111.425,44.434
Cabin Creek,ID,camps,NF,FALSE,-116.273,44.655
Calamity,ID,camps,NF,FALSE,-111.215,43.328
Camp 3,ID,camps,NF,FALSE,-116.102,47.13
Camp Creek,ID,camps,NF,FALSE,-115.709,44.891
Canyon,ID,camps,NF,FALSE,-114.858,43.628
Canyon,ID,camps,NF,FALSE,-116.116,44.188
Canyon Creek - Dworshak Reservoir,ID,camps,COE,FALSE,-116.234,46.556
Caribou,ID,camps,NF,FALSE,-114.426,43.82
Caribou County Park,ID,camps,CP,FALSE,-111.552,42.821
Cartwright Ridge,ID,camps,NF,FALSE,-116.196,44.327
Casino Creek,ID,camps,NF,FALSE,-114.855,44.256
Castle Creek,ID,camps,NF,FALSE,-115.968,45.829
Cedar Creek,ID,camps,NF,FALSE,-116.289,47.051
Cedars,ID,camps,NF,FALSE,-115.08,46.87
Celebration County Park,ID,camps,CP,FALSE,-116.524,43.299
Chaparral,ID,camps,NF,FALSE,-115.203,43.614
Chinook,ID,camps,NF,FALSE,-115.81,45.213
Chinook Bay,ID,camps,NF,FALSE,-114.906,44.164
City of Rocks National Reserve,ID,camps,NP,FALSE,-113.709,42.069
Cloverleaf,ID,camps,NF,FALSE,-111.532,42.094
Cold Spring,ID,camps,NF,FALSE,-116.441,44.949
Cold Springs,ID,camps,NF,FALSE,-116.113,44.195
Colgate Camp,ID,camps,NF,FALSE,-114.944,46.467
Conrad Crossing,ID,camps,NF,FALSE,-115.416,47.159
Copper Creek,ID,camps,NF,FALSE,-116.169,48.985
Copper Creek,ID,camps,NF,FALSE,-113.929,43.608
Corn Creek /Boat Ramp,ID,camps,NF,FALSE,-114.684,45.369
Corral Creek,ID,camps,NF,FALSE,-116.025,45.682
Cottonwood - C. J. Strike Reservoir,ID,camps,UTIL,FALSE,-115.883,42.91
Cottonwood Rec Site - Salmon River,ID,camps,BLM,FALSE,-114.08,44.668
Cougar Point,ID,camps,NF,FALSE,-114.053,45.083
Cove - C. J. Strike Reservoir,ID,camps,BLM,FALSE,-115.948,42.938
Cozy Cove,ID,camps,NF,FALSE,-115.653,44.291
Crags  Complex,ID,camps,NF,FALSE,-114.523,45.103
Crooked River,ID,camps,NF,FALSE,-115.531,45.794
Curlew,ID,camps,NF,FALSE,-112.691,42.071
Curlew Creek,ID,camps,NF,FALSE,-115.287,43.445
Custer No. 1 C/G,ID,camps,NF,FALSE,-114.662,44.4
Dagger Falls,ID,camps,NF,FALSE,-115.283,44.528
Dam View - Dworshak Reservoir,ID,camps,COE,FALSE,-116.289,46.507
Davis Canyon Overflow,ID,camps,NF,FALSE,-111.488,42.107
Deadman Hole Dispersed,ID,camps,BLM,FALSE,-114.27,44.344
Deadwood,ID,camps,NF,FALSE,-115.659,44.082
Deep Creek,ID,camps,NF,FALSE,-114.708,45.714
Deer Flat,ID,camps,NF,FALSE,-115.553,44.408
Dent Acres - Dworshak Reservoir,ID,camps,COE,FALSE,-116.22,46.625
Devils Elbow,ID,camps,NF,FALSE,-116.031,47.771
Diamond Creek,ID,camps,NF,FALSE,-111.197,42.699
Diamondfield Jack,ID,camps,NF,FALSE,-114.282,42.173
Ditch Creek,ID,camps,NF,FALSE,-115.296,45.747
Dog Creek,ID,camps,NF,FALSE,-115.306,43.528
Dog Creek Camp,ID,camps,NF,FALSE,-115.619,46.868
Donnelly Lakeside City Park,ID,camps,CP,FALSE,-116.093,44.726
Dry Canyon,ID,camps,NF,FALSE,-112.143,42.058
Easley,ID,camps,NF,FALSE,-114.535,43.78
East Fork,ID,camps,BLM,FALSE,-114.329,44.265
Eastside,ID,camps,NF,FALSE,-116.175,44.331
Ebenezer,ID,camps,NF,FALSE,-114.515,45.305
Edna Creek,ID,camps,NF,FALSE,-115.621,43.963
Egin Lakes,ID,camps,BLM,FALSE,-111.855,43.962
Egin Lakes,ID,camps,BLM,FALSE,-111.855,43.962
Eightmile,ID,camps,NF,FALSE,-114.621,44.426
Eightmile Canyon,ID,camps,NF,FALSE,-111.585,42.488
Elk Creek,ID,camps,NF,FALSE,-116.169,46.772
Elk Summit,ID,camps,NF,FALSE,-114.645,46.328
Elks Flat,ID,camps,NF,FALSE,-115.291,43.541
Emerald Creek,ID,camps,NF,FALSE,-116.324,47.008
Emigration,ID,camps,NF,FALSE,-111.557,42.37
Evans Creek,ID,camps,NF,FALSE,-115.416,43.4
Evans Landing,ID,camps,NF,FALSE,-116.533,48.075
Evergreen,ID,camps,NF,FALSE,-116.387,44.893
Fall Creek,ID,camps,NF,FALSE,-115.385,43.426
Falls,ID,camps,NF,FALSE,-111.361,43.433
Farragut State Park,ID,camps,SP,FALSE,-116.546,47.966
Father And Sons,ID,camps,NF,FALSE,-114.187,42.163
Fir Creek,ID,camps,NF,FALSE,-115.284,44.428
Fish Creek,ID,camps,NF,FALSE,-116.081,45.857
Fish Creek Reservoir,ID,camps,BLM,FALSE,-113.824,43.432
Five Mile,ID,camps,NF,FALSE,-115.541,45.717
Five Points,ID,camps,NF,FALSE,-114.818,43.542
Flat Creek Camp,ID,camps,NF,FALSE,-115.292,46.721
Flat Rock,ID,camps,NF,FALSE,-111.341,44.496
Flat Rock C/G,ID,camps,NF,FALSE,-114.717,44.291
Fly Flat,ID,camps,NF,FALSE,-115.39,47.113
Fog Mountain,ID,camps,NF,FALSE,-115.31,46.056
Four Mile,ID,camps,NF,FALSE,-115.691,44.864
Freeman Creek - Dworshak State Park,ID,camps,SP,FALSE,-116.284,46.404
French Creek,ID,camps,NF,FALSE,-116.108,44.525
French Gulch,ID,camps,NF,FALSE,-115.387,45.78
Garden Creek,ID,camps,BLM,FALSE,-114.065,43.976
Garfield Bay,ID,camps,CP,FALSE,-116.435,48.19
Garfield Bay Access Area - IFG,ID,camps,SFW,FALSE,-116.436,48.188
Gedney Creek,ID,camps,NF,FALSE,-115.313,46.057
Giant White Pine,ID,camps,NF,FALSE,-116.675,47.009
Glacier View,ID,camps,NF,FALSE,-114.933,44.2
Glover Creek,ID,camps,NF,FALSE,-115.363,46.069
Gold Flat,ID,camps,NF,FALSE,-115.407,47.137
Golden Gate,ID,camps,NF,FALSE,-115.485,44.936
Goodenough Creek,ID,camps,BLM,FALSE,-112.238,42.636
Gowen Field Military,ID,camps,MIL,FALSE,-116.236,43.561
Graham Bridge,ID,camps,NF,FALSE,-115.275,43.963
Grandad Creek - Dworshak Reservoir,ID,camps,COE,FALSE,-115.913,46.824
Grandjean,ID,camps,NF,FALSE,-115.151,44.149
Grandview,ID,camps,NF,FALSE,-111.314,44.175
Granite Springs,ID,camps,NF,FALSE,-115.128,45.725
Gravel Creek,ID,camps,NF,FALSE,-111.379,42.937
Graves Creek,ID,camps,BLM,FALSE,-111.856,43.037
Grayback Gulch,ID,camps,NF,FALSE,-115.87,43.806
Green Bay,ID,camps,NF,FALSE,-116.408,48.178
Grouse,ID,camps,NF,FALSE,-116.168,45.068
Halfway Gulch Cua,ID,camps,NF,FALSE,-114.338,45.34
Halfway House,ID,camps,NF,FALSE,-115.527,45.509
Hammer Creek,ID,camps,BLM,FALSE,-116.324,45.744
Hardscrabble,ID,camps,NF,FALSE,-115.898,44.24
Harrison City Campground,ID,camps,CP,FALSE,-116.788,47.453
Harrys Hollow,ID,camps,NF,FALSE,-111.507,42.191
Hawkins Reservoir,ID,camps,BLM,FALSE,-112.33,42.512
Hawkins Reservoir Access - IFG,ID,camps,BLM,FALSE,-112.333,42.513
Hawley Creek - Lower,ID,camps,NF,FALSE,-113.19,44.667
Hayfork,ID,camps,NF,FALSE,-115.697,43.909
Hazard Lake,ID,camps,NF,FALSE,-116.143,45.202
Heart Mountain Spring,ID,camps,BLM,FALSE,-111.947,42.323
Helende,ID,camps,NF,FALSE,-115.471,44.097
Heller Creek,ID,camps,NF,FALSE,-115.219,47.065
Hells Canyon Park  - Hells Canyon National Rec Area,ID,camps,NF,FALSE,-116.816,45.045
Hells Gate State Park,ID,camps,SP,FALSE,-117.039,46.391
Henrys Lake State Park,ID,camps,SP,FALSE,-111.373,44.62
Heyburn Riverside RV Park,ID,camps,CP,FALSE,-113.759,42.546
Heyburn State Park,ID,camps,SP,FALSE,-116.762,47.377
Heyburn State Park,ID,camps,SP,FALSE,-116.77,47.355
Heyburn State Park,ID,camps,SP,FALSE,-116.686,47.349
Hidden Creek,ID,camps,NF,FALSE,-115.179,46.832
Hollywood Point,ID,camps,NF,FALSE,-116.178,44.327
Holman Creek,ID,camps,NF,FALSE,-114.53,44.248
Homers,ID,camps,NF,FALSE,-115.648,44.323
Honeysuckle,ID,camps,NF,FALSE,-116.477,47.737
Horse Creek Hot Spring,ID,camps,NF,FALSE,-114.458,45.504
Horsethief Reservoir Public Access - IFG,ID,camps,SFW,FALSE,-115.916,44.518
Horsethief Reservoir State Park,ID,camps,SP,FALSE,-115.92,44.524
Hot Springs,ID,camps,NF,FALSE,-115.911,44.056
Huckleberry,ID,camps,NF,FALSE,-116.088,47.268
Huckleberry,ID,camps,BLM,FALSE,-116.09,47.267
Huckleberry,ID,camps,NF,FALSE,-116.616,45.084
Ice Hole,ID,camps,NF,FALSE,-115.499,44.888
Ice Springs,ID,camps,NF,FALSE,-115.397,43.483
Idaho Falls North Tourist Park,ID,camps,CP,FALSE,-112.015,43.511
Independence Lakes Basin,ID,camps,NF,FALSE,-113.673,42.219
Indian Hill,ID,camps,NF,FALSE,-115.244,46.001
Indian Springs,ID,camps,NF,FALSE,-114.837,44.673
Iron Bog,ID,camps,NF,FALSE,-113.765,43.649
Iron Creek,ID,camps,NF,FALSE,-115.009,44.199
Iron Lake,ID,camps,NF,FALSE,-114.193,44.905
Isabella Landing Camp,ID,camps,NF,FALSE,-115.631,46.85
Island Bar,ID,camps,BLM,FALSE,-116.261,45.418
Jeanette,ID,camps,NF,FALSE,-115.915,45.28
Jefferson County Lake,ID,camps,CP,FALSE,-111.904,43.698
Jerry Johnson,ID,camps,NF,FALSE,-114.904,46.477
Joe T. Fallini - Mackay Reservoir,ID,camps,BLM,FALSE,-113.681,43.961
Johnson Bar,ID,camps,NF,FALSE,-115.56,46.103
Joseph T. Fallini,ID,camps,BLM,FALSE,-113.681,43.961
Josephus Lake,ID,camps,NF,FALSE,-115.143,44.549
Juniper Co Park,ID,camps,CP,FALSE,-111.732,43.576
Juniper Park - Ririe Reservoir,ID,camps,CP,FALSE,-111.735,43.579
Kelly Creek Camp,ID,camps,NF,FALSE,-115.085,46.721
Kelly Forks,ID,camps,NF,FALSE,-115.255,46.717
Kelly Island,ID,camps,BLM,FALSE,-111.645,43.602
Kennally Creek,ID,camps,NF,FALSE,-115.875,44.782
Kilarney Lake,ID,camps,BLM,FALSE,-116.557,47.518
Kirkham,ID,camps,NF,FALSE,-115.543,44.072
Kit Price,ID,camps,NF,FALSE,-116.008,47.74
Knife Edge,ID,camps,NF,FALSE,-115.474,46.227
Lafferty,ID,camps,NF,FALSE,-116.654,44.941
Laird Park,ID,camps,NF,FALSE,-116.646,46.944
Lake Cascade State Park,ID,camps,SP,FALSE,-116.047,44.521
Lake Cleveland,ID,camps,NF,FALSE,-113.648,42.325
Lake Elsie,ID,camps,NF,FALSE,-116.023,47.428
Lake Fork,ID,camps,NF,FALSE,-115.946,44.923
Lake Walcott State Park,ID,camps,SP,FALSE,-113.484,42.675
Last Chance,ID,camps,NF,FALSE,-116.19,44.989
Lava Flow - Craters of the Moon National Mon,ID,camps,NP,FALSE,-113.559,43.46
Lava Point  - Magic Reservoir,ID,camps,BLM,FALSE,-114.39,43.291
Leadore City Park,ID,camps,CP,FALSE,-113.368,44.687
Leggett Creek,ID,camps,NF,FALSE,-115.63,45.826
Lewis and Clark,ID,camps,NF,FALSE,-114.384,46.775
Little Boulder,ID,camps,NF,FALSE,-116.459,46.771
Little Camas Reservoir,ID,camps,NF,FALSE,-115.392,43.348
Little Roaring River Lake,ID,camps,NF,FALSE,-115.444,43.629
Little Wood River - USBR,ID,camps,BOR,FALSE,-114.029,43.435
Locust - C. J. Strike Area,ID,camps,UTIL,FALSE,-115.984,42.945
Lola Creek C/G,ID,camps,NF,FALSE,-115.179,44.408
Lolo Creek,ID,camps,NF,FALSE,-115.751,46.295
Lower Obrien,ID,camps,NF,FALSE,-114.693,44.257
Lower Penstemon,ID,camps,NF,FALSE,-114.283,42.197
Luby Bay,ID,camps,NF,FALSE,-116.924,48.55
Lud Drexler Park - Salmon Reservoir,ID,camps,BLM,FALSE,-114.73,42.21
Mackay Reservoir Access Area - IFG,ID,camps,BLM,FALSE,-113.68,43.96
Mackay Tourist Park,ID,camps,CP,FALSE,-113.621,43.911
Macks Creek,ID,camps,COE,FALSE,-115.938,43.61
Magic Reservoir,ID,camps,BLM,FALSE,-114.358,43.255
Magruder Crossing,ID,camps,NF,FALSE,-114.758,45.736
Mahoney Complex,ID,camps,NF,FALSE,-114.542,44.66
Malad Summit,ID,camps,NF,FALSE,-112.275,42.35
Mammoth Springs,ID,camps,NF,FALSE,-115.629,47.105
Mann Creek Recreation Area,ID,camps,BOR,FALSE,-116.907,44.412
Maple Grove,ID,camps,BLM,FALSE,-111.731,42.285
Massacre Rocks State Park,ID,camps,SP,FALSE,-112.986,42.678
McClendon Spring,ID,camps,BLM,FALSE,-113.408,43.336
McCormick Park,ID,camps,CP,FALSE,-116.897,44.852
McCormick Park - Hells Canyon National Rec Area,ID,camps,NF,FALSE,-116.896,44.852
McCoy Creek,ID,camps,NF,FALSE,-111.101,43.184
McCrea Bridge,ID,camps,NF,FALSE,-111.4,44.454
McCroskey State Park,ID,camps,SP,FALSE,-116.948,47.069
Mcdonald Flat,ID,camps,NF,FALSE,-114.296,45.034
McFarland Recreation Site,ID,camps,BLM,FALSE,-113.566,44.802
McKays Bend,ID,camps,BLM,FALSE,-116.728,46.499
Meadow Creek,ID,camps,NF,FALSE,-116.146,48.819
Meadow Lake,ID,camps,NF,FALSE,-113.317,44.434
Mike Harris,ID,camps,NF,FALSE,-111.07,43.557
Mill Canyon,ID,camps,NF,FALSE,-111.363,42.81
Mill Creek,ID,camps,NF,FALSE,-114.44,44.472
Mill Flat,ID,camps,NF,FALSE,-113.039,42.43
Mokins Bay,ID,camps,NF,FALSE,-116.664,47.784
Montour,ID,camps,BOR,FALSE,-116.327,43.92
Montpelier Canyon,ID,camps,NF,FALSE,-111.231,42.331
Moose Creek,ID,camps,NF,FALSE,-116.419,46.875
Moose Creek Reservoir Access - IFG,ID,camps,SFW,FALSE,-116.42,46.874
Morgan Bar,ID,camps,BLM,FALSE,-113.896,45.233
Morgan Creek,ID,camps,BLM,FALSE,-114.23,44.668
Morgans Bridge,ID,camps,BLM,FALSE,-111.928,43.059
Mormon Bend,ID,camps,NF,FALSE,-114.841,44.262
Mosquito Flat Reservoir,ID,camps,NF,FALSE,-114.433,44.518
Mount Heyburn,ID,camps,NF,FALSE,-114.915,44.135
Mountain Home AFB Military,ID,camps,MIL,FALSE,-115.896,43.072
Mountain View,ID,camps,NF,FALSE,-115.603,44.079
Mountain View,ID,camps,NF,FALSE,-114.905,44.162
Murdock,ID,camps,NF,FALSE,-114.419,43.804
Murtaugh Lake RV Park,ID,camps,CP,FALSE,-114.169,42.462
Myrtle Point  - Magic Reservoir,ID,camps,BLM,FALSE,-114.377,43.266
Navigation,ID,camps,NF,FALSE,-116.909,48.795
Neinmeyer,ID,camps,NF,FALSE,-115.568,43.756
Newsome,ID,camps,NF,FALSE,-115.629,45.895
Noe Creek,ID,camps,NF,FALSE,-115.366,46.685
North - C. J. Strike Area,ID,camps,UTIL,FALSE,-115.971,42.96
North Fork,ID,camps,NF,FALSE,-114.425,43.788
North Fork Overflow,ID,camps,NF,FALSE,-111.533,42.096
North Fork Owyhee,ID,camps,BLM,FALSE,-116.981,42.591
North Fork Slate Creek,ID,camps,NF,FALSE,-116.12,45.639
North Shore Alturas,ID,camps,NF,FALSE,-114.866,43.919
North Slate Creek,ID,camps,BLM,FALSE,-116.303,45.626
Oakley  City RV Park,ID,camps,CP,FALSE,-113.882,42.238
Ohara Bar,ID,camps,NF,FALSE,-115.51,46.085
Orogrande (1-4),ID,camps,NF,FALSE,-115.547,45.698
Orogrande Summit,ID,camps,NF,FALSE,-115.615,45.64
Osprey,ID,camps,NF,FALSE,-116.888,48.506
Outlet,ID,camps,NF,FALSE,-116.892,48.499
Palisades Creek,ID,camps,NF,FALSE,-111.215,43.397
Paradise,ID,camps,NF,FALSE,-114.738,45.861
Paris Springs,ID,camps,NF,FALSE,-111.494,42.207
Park Creek,ID,camps,NF,FALSE,-115.58,44.117
Park Creek,ID,camps,NF,FALSE,-114.258,43.836
Parma City Park - Old Fort Boise,ID,camps,CP,FALSE,-116.934,43.781
Partridge Creek Camp,ID,camps,NF,FALSE,-116.149,46.784
Pen Basin,ID,camps,NF,FALSE,-115.526,44.626
Pettit,ID,camps,NF,FALSE,-114.281,42.183
Pettit Lake,ID,camps,NF,FALSE,-114.866,43.982
Phi Kappa,ID,camps,NF,FALSE,-114.218,43.859
Picnic Point,ID,camps,NF,FALSE,-115.668,44.654
Pine Bar,ID,camps,NF,FALSE,-111.208,42.972
Pine Bar,ID,camps,BLM,FALSE,-116.352,45.894
Pine Creek,ID,camps,NF,FALSE,-111.207,43.573
Pine Flats,ID,camps,NF,FALSE,-115.682,44.064
Pioneer,ID,camps,NF,FALSE,-114.831,43.489
Pipeline,ID,camps,BLM,FALSE,-112.9,42.741
Pittsburg,ID,camps,NF,FALSE,-116.478,45.635
Pittsburg Landing  - Hells Canyon National Rec Area,ID,camps,NF,FALSE,-116.478,45.636
Poet Creek,ID,camps,NF,FALSE,-115.034,45.723
Point,ID,camps,NF,FALSE,-114.925,44.139
Pole Bridge,ID,camps,NF,FALSE,-111.289,44.261
Pole Flat C/G,ID,camps,NF,FALSE,-114.719,44.304
Ponderosa,ID,camps,NF,FALSE,-115.76,45.062
Ponderosa State Park,ID,camps,SP,FALSE,-116.084,44.93
Porcupine,ID,camps,NF,FALSE,-111.518,42.095
Porcupine Lake,ID,camps,NF,FALSE,-116.185,48.244
Porcupine Springs Family,ID,camps,NF,FALSE,-114.262,42.166
Poverty Flat,ID,camps,NF,FALSE,-115.704,44.823
Powell,ID,camps,NF,FALSE,-114.721,46.512
Power Plant,ID,camps,NF,FALSE,-115.104,43.815
Priest Lake State Park,ID,camps,SP,FALSE,-116.83,48.745
Priest Lake State Park,ID,camps,SP,FALSE,-116.832,48.611
Priest Lake State Park,ID,camps,SP,FALSE,-116.901,48.452
Priest River Park,ID,camps,COE,FALSE,-116.89,48.179
Queens River,ID,camps,NF,FALSE,-115.21,43.821
Race Track,ID,camps,NF,FALSE,-115.295,46.046
Rackliff,ID,camps,NF,FALSE,-115.494,46.085
Rainbow Point,ID,camps,NF,FALSE,-116.132,44.704
Rattlesnake,ID,camps,NF,FALSE,-115.88,44.266
Red River,ID,camps,NF,FALSE,-115.272,45.749
Redfish Outlet,ID,camps,NF,FALSE,-114.911,44.143
Redpoint,ID,camps,BLM,FALSE,-111.731,42.285
Reeder Bay,ID,camps,NF,FALSE,-116.891,48.625
Reservoir Lake,ID,camps,NF,FALSE,-113.454,45.121
Riley Creek,ID,camps,COE,FALSE,-116.771,48.16
Riverfront Park - Kamiah,ID,camps,CP,FALSE,-116.018,46.23
Riverside,ID,camps,NF,FALSE,-111.455,44.263
Riverside,ID,camps,NF,FALSE,-114.849,44.267
Riverside,ID,camps,NF,FALSE,-115.13,43.809
Riverside,ID,camps,NF,FALSE,-115.658,44.341
Riverside Park,ID,camps,NF,FALSE,-111.204,43.339
Robinson County Park,ID,camps,CP,FALSE,-116.907,46.754
Robinson Lake,ID,camps,NF,FALSE,-116.216,48.97
Rock Creek Co Park,ID,camps,CP,FALSE,-114.5,42.566
Rocky Ridge,ID,camps,NF,FALSE,-115.491,46.442
Roman Nose,ID,camps,NF,FALSE,-116.569,48.635
Round Lake State Park,ID,camps,SP,FALSE,-116.636,48.166
Sagehen Creek,ID,camps,NF,FALSE,-116.174,44.334
Sagehen Flat,ID,camps,BLM,FALSE,-111.826,43.02
Salmon River,ID,camps,NF,FALSE,-114.869,44.249
Sam Owen,ID,camps,NF,FALSE,-116.288,48.219
Scenic Six Park,ID,camps,CP,FALSE,-116.894,46.92
Schipper,ID,camps,NF,FALSE,-114.267,42.323
Scout - C. J. Strike Area,ID,camps,UTIL,FALSE,-115.977,42.947
Scout Mountain,ID,camps,NF,FALSE,-112.359,42.692
Selway Falls,ID,camps,NF,FALSE,-115.296,46.04
Seven Devils,ID,camps,NF,FALSE,-116.516,45.348
Shadowy St. Joe,ID,camps,NF,FALSE,-116.393,47.325
Shafer Butte,ID,camps,NF,FALSE,-116.085,43.783
Sheep Trail,ID,camps,NF,FALSE,-115.055,44.306
Shiefer,ID,camps,NF,FALSE,-115.533,45.237
Shoreline,ID,camps,NF,FALSE,-115.669,44.657
Shorts Bar,ID,camps,BLM,FALSE,-116.3,45.415
Shoup Bridge,ID,camps,BLM,FALSE,-113.895,45.098
Silver City,ID,camps,BLM,FALSE,-116.731,43.015
Silver Creek,ID,camps,NF,FALSE,-115.783,44.354
Silver Creek Plunge,ID,camps,NF,FALSE,-115.804,44.331
Six Mile,ID,camps,NF,FALSE,-115.641,45.76
Slaughter Gulch,ID,camps, ,FALSE,-116.46,44.972
Smith Lake,ID,camps,NF,FALSE,-116.263,48.778
Smokey Bear,ID,camps,NF,FALSE,-114.861,43.92
Smokey Cubs,ID,camps,BLM,FALSE,-113.294,44.703
Smoky Mountain - Castle Rocks State Park,ID,camps,SP,FALSE,-113.661,42.126
Sockeye,ID,camps,NF,FALSE,-114.917,44.131
Sourdough Saddle,ID,camps,NF,FALSE,-115.807,45.721
South Fork,ID,camps,NF,FALSE,-115.963,45.826
South Fork Salmon River,ID,camps,NF,FALSE,-115.701,44.653
Sportsmans Park,ID,camps,CP,FALSE,-112.777,42.95
Spring Bar,ID,camps,NF,FALSE,-116.152,45.426
Spring Creek,ID,camps,NF,FALSE,-114.255,45.391
Spring Creek,ID,camps,NF,FALSE,-116.947,44.57
Spring Gulch,ID,camps,SP,FALSE,-114.151,44.633
Springy Point,ID,camps,COE,FALSE,-116.584,48.237
Spruce Tree,ID,camps,NF,FALSE,-115.347,47.038
St. Charles,ID,camps,NF,FALSE,-111.448,42.113
Stagger Inn,ID,camps,NF,FALSE,-117.061,48.767
Stanley Lake,ID,camps,NF,FALSE,-115.061,44.249
Star Hope,ID,camps,NF,FALSE,-113.941,43.743
Station Creek Camp,ID,camps,NF,FALSE,-115.508,46.633
Steck,ID,camps,BLM,FALSE,-117.208,44.297
Steck Park,ID,camps,BLM,FALSE,-117.219,44.366
Steer Basin,ID,camps,NF,FALSE,-114.259,42.28
Stoddard Creek,ID,camps,NF,FALSE,-112.213,44.418
Sublet Creek,ID,camps,NF,FALSE,-112.972,42.355
