name,state,lon,lat,website
Lacreek National Wildlife Refuge,SD,-101.538,43.121,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=4998
Long Lake National Wildlife Refuge,ND,-100.110,46.720,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2681
Lower Missouri River channel,SD,-97.648,42.851,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=4992
Chase Lake National Wildlife Refuge,ND,-99.450,47.010,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2673
Sand Lake National Wildlife Refuge,SD,-98.250,45.770,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2704
Spearfish Canyon,SD,-103.930,44.354,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=5001
Lostwood National Wildlife Refuge,ND,-102.450,48.600,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2682
Des Lacs National Wildlife Refuge,ND,-102.120,48.810,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2674
