name,state,lon,lat,website
Ogden Bay UT03,UT,-112.25,41.16667,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2336
Upper Strawberry Watershed UT12,UT,-111.169,40.239,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2369
Farmington Bay UT04,UT,-112.083,41,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2333
Cold Springs National Wildlife Refuge,OR,-119.1556,45.8636,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2476
Boardman Grasslands,OR,-119.6931,45.6857,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2440
Cascade-Siskiyou National Monument,OR,-122.5606,42.0307,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2455
Little Sandy Landscape,WY,-108.86666,42.16667,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2607
Fern Ridge Reservoir Wildlife Area,OR,-123.2932,44.0897,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2484
Siuslaw River Estuary,OR,-124.1021,43.9663,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2527
Bear Canyon,MT,-108.5333,45.0833,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2939
Ladd Marsh Wildlife Area,OR,-118.0346,45.2616,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2496
Green Ridge,OR,-121.6055,44.5362,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2488
Oregon Caves National Monument/Bigelow Lakes,OR,-123.3894,42.0932,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2508
Klamath Marsh National Wildlife Refuge,OR,-121.7221,42.8803,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2495
Oregon Canyon and Trout Creek Mountain Woodlands,OR,-118.1819,42.0914,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2507
Mount Pisgah (Howard Buford Recreation Area),OR,-122.9645,44.0057,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2502
Nestucca Bay NWR,OR,-123.9527,45.1826,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2504
New River,OR,-124.4657,42.9719,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2506
Carson Range,NV,-119.909,39.2625,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2211
Lytle Preserve UT19,UT,-114.022,37.143,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2365
Salmon River Estuary,OR,-123.9875,45.035,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2514
Lake Abert,OR,-120.2333,42.6263,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2497
Siskiyou Crest,OR,-122.7873,42.0648,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2526
South Park Wildlife Habitat Management Area,WY,-110,43,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2695
Steens Mountain,OR,-118.5629,42.6865,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2535
William L. Finley National Wildlife Refuge,OR,-123.3248,44.4096,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2582
Umpqua River Estuary,OR,-124.1543,43.7284,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2567
Upper Klamath Lake NWR,OR,-121.8825,42.3982,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2568
Tillamook Bay,OR,-123.9165,45.5129,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2562
Summer Lake WMA,OR,-120.7467,42.8249,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2536
Table Rocks,OR,-122.9119,42.4766,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2559
Tahkenitch Creek Estuary,OR,-124.1658,43.8073,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2560
Quivira National Wildlife Refuge,KS,-98.3,38.08,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2630
Yaquina Bay,OR,-124.0382,44.6204,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2583
Coos Estuary,OR,-124.2298,43.4293,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2478
Laramie Plains Lakes Complex,WY,-105.55,41,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2605
Salt Plains National Wildlife Refuge,OK,-98.21,36.75,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2632
