"lat","lon","open","sites","elev"
"40.79600","-103.26500","all year","141","4091"
"38.27500","-104.78000"," "," ","4937"
"38.29600","-105.26900"," ","15","7674"
"39.23100","-107.78900","mid may-late nov","39","7998"
"38.42800","-106.14300","mid may-late sep","35","9262"
"37.37700","-107.56000"," ","11","7733"
"40.20800","-105.52300","mid may-mid sep","56","8383"
"38.72800","-106.75900","mid jun-late sep","25","8419"
"38.06100","-105.10700","mid may-mid sep","31","8924"
"39.34900","-105.17700"," ","13","6243"
"39.32000","-105.18800"," ","13","6299"
"39.08400","-105.10500","early jun-late aug","18","7864"
"37.75100","-106.76500"," ","12","8369"
"38.54700","-106.94600"," ","59","7677"
"38.98700","-107.34800","early may-late oct","13","6512"
"37.59200","-106.72900"," ","16","8543"
"39.06800","-106.41000","mid may-mid sep","26","9462"
"40.07900","-105.56900","mid jun-","55","10374"
"40.13100","-105.50600","mid may-mid oct","17","8576"
"39.58400","-106.07100","early jun-late aug","74","9065"
"40.78900","-106.89200","all year","38","8189"
"37.84300","-106.28200"," "," ","7938"
"39.00600","-104.84000"," "," ","6634"
"39.58800","-106.06900","mid may-mid sep","56","9039"
"37.40000","-107.53500","mid may-mid sep","30","7776"
"37.44700","-107.50500"," ","6","7963"
"40.49200","-106.00800"," ","11","9209"
"40.36400","-105.28300","all year","22","6624"
"37.61700","-104.83100","early may-mid oct","82","6404"
"37.74500","-105.50500","all year","88","8278"
"39.21200","-107.81300","mid may-late nov","10","7998"
"40.07900","-106.10300"," ","18","7674"
"40.62600","-103.24600"," "," "," "
"38.61000","-106.50000","mid may-mid sep","22","9377"
"39.29400","-105.20400"," ","10","6375"
"38.08500","-102.95900","early may-late sep","65","3871"
"38.52100","-107.30300"," ","20","7598"
"39.07600","-106.61200"," ","5","10607"
"37.90800","-106.42700"," ","11","8904"
"39.84300","-106.23200","mid may-mid sep","33","8015"
"39.60000","-106.04300","early jun-late aug","107","9140"
"39.99600","-106.49200"," ","14","7507"
"37.25300","-105.11000","early jun-late sep","23","9751"
"37.62900","-107.80700"," ","14","8802"
"38.63800","-106.46900","mid jun-mid sep","10","9875"
"39.17200","-109.02100"," ","8","4590"
"38.86900","-106.14200","early apr-late dec"," ","8039"
"40.01000","-105.57100"," ","16","9993"
"40.08900","-108.78900"," ","23","5217"
"40.50300","-105.97100"," ","32","9237"
"38.32200","-107.22500"," ","7","7831"
"38.47900","-107.23000"," ","7","7592"
"39.20100","-107.22900","early jun-late aug","17","7290"
"39.87800","-105.45000"," ","106","9137"
"38.21400","-107.73600","mid may-late sep","283","7047"
"39.67600","-107.69900","early apr-late dec","18","6532"
"39.63300","-107.75100","early may-late oct","146","5974"
"39.73100","-107.68700"," ","30","7205"
"38.47300","-105.87700","early apr-late dec","10","6791"
"40.09200","-108.21000"," "," ","5778"
"37.76300","-107.01200"," ","4","9200"
"37.89100","-107.17700"," ","35","10249"
"37.73000","-107.23000","early jun-late aug","20","9298"
"38.85800","-106.56900","mid may-mid sep","15","9354"
"38.96000","-105.37500","mid may-late sep","18","8084"
"40.26700","-103.80000"," ","25","4265"
"37.75500","-107.19300"," ","6","9324"
"39.83400","-105.75600"," ","11","9760"
"37.46900","-106.33200"," ","23","9216"
"38.73100","-106.74700","mid jun-late sep","20","8478"
"39.03000","-105.43300","mid may-late sep","15","8528"
"38.75400","-106.07300","early apr-late dec"," ","7689"
"39.12100","-108.73200"," ","80","5771"
"37.66800","-105.73500","mid may-late sep","51","7516"
"40.75800","-107.33100"," ","6","9695"
"40.22800","-106.05700"," ","5","8537"
"40.77400","-106.76800","early jul-late aug","24","8543"
"39.37200","-105.95100","mid may-mid sep","15","10522"
"40.14200","-107.13800","mid jun-mid nov","6","9839"
"37.63400","-107.88400"," ","9","9265"
"39.15800","-106.88400","early jun-late sep","4","8460"
"39.14300","-106.89500","early jun-late sep","14","8524"
"39.26000","-106.35400","early jun-late aug","43","9938"
"38.23600","-107.53800","mid jun-mid sep","60","9137"
"39.13000","-106.90100","early jun-late sep","6","8707"
"37.82800","-107.15600"," ","11","9790"
"40.68300","-105.77400","mid may-mid sep","15","7907"
"37.98500","-107.22500","mid may-mid sep","21","11365"
"38.52100","-106.41500","mid may-mid sep","23","9298"
"37.36300","-108.08000"," ","13","8832"
"38.54700","-107.31600","mid may-mid sep","21","7746"
"40.50900","-105.15400"," "," ","5440"
"40.49500","-107.55400","mid may-late nov","6","6191"
"39.79600","-106.02900"," ","21","8983"
"39.86700","-107.53400","mid may-mid nov","18","7651"
"39.06500","-105.09200","all year","64","7923"
"37.80600","-107.77500"," ","26","9885"
"38.54400","-107.68800","all year","88","8369"
"37.13300","-104.56400","early may-mid oct","10","6241"
"37.98300","-105.05600","early jun-mid oct","8","8560"
"37.16800","-106.43900","mid may-mid sep","24","8789"
"38.90700","-105.46900","mid may-late sep","23","8494"
"38.75000","-106.76700","mid may-mid sep","12","8573"
"38.99800","-105.02200"," ","13","9341"
"38.93000","-105.42900","mid may-late sep","15","8383"
"38.04700","-107.11700","mid jun-mid oct","9","9357"
"39.13800","-105.46200","mid may-mid sep","27","8517"
"39.05000","-108.08300","mid jun-mid sep","16","10010"
"37.98100","-105.06600","mid apr-late aug","15","11565"
"39.92300","-105.86100"," ","17","8888"
"40.16100","-104.99900","early mar-late dec","87","4846"
"40.28500","-106.86600","mid may-late sep","100","7339"
"39.87500","-105.12700","early may-late sep"," ","5530"
"40.81400","-106.96400","early jun-mid sep","178","8107"
"38.48700","-107.09200","early apr-mid dec","54","7546"
"40.18000","-105.88700","mid may-mid oct","129","8343"
"38.01900","-106.67700"," ","5","9500"
"37.95900","-106.43100"," ","11","9400"
"40.68400","-105.39600","mid may-mid oct","9","6099"
"37.37800","-106.57400"," ","10","9882"
"39.78900","-106.02300","mid jun-mid sep","11","9055"
"40.54500","-106.68400"," ","15","10348"
"40.14700","-105.87600","mid may-mid sep","25","8307"
"37.88900","-107.89000","mid may-mid sep","15","9577"
"39.75900","-107.32000"," ","7","10784"
"39.79700","-107.16100","mid jun-mid oct","9","7740"
"40.83600","-109.03900"," ","15","5446"
"39.48000","-106.73400","all year","44","8556"
"39.27500","-106.35600"," ","44","9934"
"37.34100","-108.18700"," ","25","7776"
"38.72700","-106.76600"," ","7","8406"
"37.51000","-107.22900"," ","16","8301"
"40.58500","-106.60500"," ","17","8865"
"37.93500","-107.80600"," ","28","8771"
"40.50200","-105.89000","early jun-late nov","26","9900"
"38.24800","-107.25900"," ","8","8041"
"37.72400","-107.25800","early jun-late aug","49","9344"
"38.00200","-107.69400"," ","9","8583"
"39.76400","-107.69400"," ","4","7651"
"38.97700","-104.98300","mid may-mid oct","21","9242"
"39.52300","-106.42200"," ","9","10056"
"40.37900","-105.85200"," ","100","8999"
"40.57500","-105.58300","mid may-mid oct","10","8983"
"39.11900","-105.17900"," "," ","7894"
"37.46800","-108.20900"," ","12","8924"
"37.46200","-107.68100"," ","25","8504"
"39.99300","-107.24000"," ","35","9777"
"40.24100","-107.09600"," ","6","8199"
"37.04700","-106.44900"," ","50","10171"
"37.49400","-106.76100"," ","16","9741"
"40.67400","-105.85800","mid jul-mid sep","49","8635"
"38.60900","-104.88200"," "," ","6336"
"39.15300","-105.47800","mid may-mid sep","9","8589"
"39.06500","-107.84200"," ","13","10440"
"39.06700","-106.42100"," ","37","9633"
"40.17400","-105.04700"," ","42","4957"
"37.60600","-106.67700"," ","14","8570"
"39.66300","-107.07100"," "," ","6299"
"40.69100","-105.43100","mid may-mid oct","8","6470"
"40.69100","-105.43100","mid may-mid oct","5","6470"
"40.69100","-105.43100","mid may-mid sep","7","6470"
"37.21500","-107.27300"," ","26","6850"
"37.47800","-107.54700","mid may-mid sep","80","7972"
"40.13400","-107.26100"," ","6","9511"
"39.60800","-102.18500"," ","87","3711"
"40.38100","-106.68500"," ","14","9406"
"39.04000","-107.97900","mid jul-mid oct","27","10289"
"39.06600","-107.83100","mid jul-mid sep","12","10505"
"39.12100","-106.72000","mid may-mid sep","11","9455"
"37.40900","-108.26500","all year","9","7842"
"39.67900","-105.65700","mid may-mid sep","16","9669"
"37.66000","-108.27600","mid may-mid sep","18","7785"
"37.44500","-106.90300","mid may-mid sep","28","7900"
"40.79000","-105.56800","mid may-mid sep","36","8261"
"39.07800","-106.13600","mid may-mid sep","14","10302"
"39.74700","-107.30000"," ","6","10719"
"39.09000","-106.36700","early jun-mid sep","66","9291"
"39.48200","-105.69400"," ","5","8900"
"39.24200","-105.26600"," ","10","6624"
"39.05500","-105.25300"," ","9","8878"
"37.92200","-107.33600","mid may-mid sep","23","9239"
"37.49500","-107.22400"," ","67","8196"
"40.00900","-106.21700"," ","24","7864"
"40.14400","-105.95100"," ","35","8228"
"39.88900","-106.30900","mid may-mid sep","35","7950"
"39.70000","-106.67600"," "," ","6974"
"37.44100","-106.88700"," ","26","7890"
"37.88500","-108.05500","mid may-mid oct","41","9455"
"37.97300","-107.28700"," "," ","9018"
"38.73700","-104.94000","mid may-mid sep","21","9790"
"39.50200","-106.67800"," ","24","9081"
"37.60100","-104.83300","early may-mid oct","21","6404"
"22.14700","-159.30500"," "," "," "
"22.22500","-159.45800"," "," "," "
"21.35100","-157.70700"," ","50"," "
"20.81100","-156.62200"," "," "," "
"22.22000","-159.56600"," "," "," "
"21.99400","-159.34200"," ","50"," "
"20.75300","-156.22900"," "," ","6960"
"19.38000","-155.89800"," "," "," "
"20.76800","-156.23800"," "," ","6800"
"19.45800","-154.84200"," "," "," "
"21.54400","-157.88400","all year","10"," "
"20.04300","-155.43300","all year","3","1813"
"20.90000","-156.43800"," ","25"," "
"21.39700","-157.90200","all year","10"," "
"22.11300","-159.56200","all year"," ","3600"
"22.11600","-159.66200","all year"," ","3800"
"19.88200","-155.12000"," ","25"," "
"19.99200","-155.24100"," ","25"," "
"21.95300","-159.66600"," "," "," "
"19.44000","-154.86400","all year","4"," "
"20.18300","-155.90000"," "," "," "
"21.66000","-157.92900","all year","40"," "
"19.11300","-155.82900","all year"," ","1795"
"19.42500","-155.29600"," ","dispersed","4000"
"21.95400","-159.36400"," ","50"," "
"19.73600","-155.03700"," ","25"," "
"21.17300","-157.01200","all year"," "," "
"22.08900","-159.75300","all year","3"," "
"20.67800","-156.32900","all year"," ","6217"
"19.13500","-155.50500"," ","dispersed"," "
"21.90000","-159.60800"," "," "," "
"21.30200","-157.87500","all year","35"," "
"20.02300","-155.82200"," ","25"," "
"22.13000","-159.62200","all year"," ","3600"
"20.78700","-156.00200","all year"," "," "
"19.08800","-155.54900"," "," "," "
"33.41800","-108.44200"," ","6","7963"
"36.13500","-105.52900","mid may-mid oct","44","8415"
"32.37200","-106.56000","all year","57","5568"
"32.87300","-105.81200"," "," ","9188"
"36.56000","-107.87200"," ","6","6260"
"36.10700","-105.48300"," "," ","9052"
"32.96700","-105.72900","mid may-mid sep","24","8934"
"33.83200","-108.62300","all year","20","6440"
"34.09100","-108.56600","all year","5","7904"
"35.79400","-105.80500","all year","10","10249"
"39.78800","-111.73100"," ","6","6647"
"39.78800","-111.73100","mid may-late aug","6","6690"
"33.39700","-108.59300"," ","7","8064"
"34.64000","-93.62500"," ","5"," "
"36.67600","-105.68100"," "," ","7518"
"33.32400","-108.88700"," ","7","4987"
"35.76900","-105.80900"," ","10","9760"
"35.72600","-105.83700","mid apr-mid nov","36","8377"
"33.18500","-108.03300","early may-late sep"," ","6750"
"35.30200","-108.10700","mid may-mid sep","149","7444"
"35.97900","-105.77300"," ","9","8760"
"34.76300","-106.40400"," ","18","8593"
"33.34400","-104.33800","all year","37","3478"
"32.56400","-104.38100","all year","51","3320"
"36.88100","-107.21700","mid may-mid nov","4","7300"
"32.90700","-107.31200","early mar-late sep","135","4275"
"36.74800","-105.49800","mid may-mid sep","9","9160"
"35.93000","-106.70900"," ","5","7999"
"35.98000","-108.93000"," "," ","7513"
"36.54900","-106.34400","mid jun-mid sep","4","9865"
"34.69800","-106.40200","mid may-mid sep","8","9163"
"36.37000","-105.48000","mid may-mid oct","11","7766"
"36.64000","-105.68900"," ","5","7365"
"32.93900","-103.33700"," "," ","3894"
"32.91500","-108.22500"," ","12","6893"
"36.03500","-104.15600"," ","12","5846"
"36.77000","-105.20500"," ","35","9491"
"36.54600","-105.13400","mid may-late aug","88","7549"
"32.59000","-107.97600","all year","55","5272"
"36.57300","-103.30100","early may-late aug","37","5226"
"35.99700","-106.82800"," ","15","8455"
"35.23300","-107.70100","mid may-mid sep","15","7497"
"35.64200","-106.33300","all year","60","5538"
"36.68000","-105.51400","mid may-mid sep","27","7897"
"36.16100","-105.59000","mid may-mid oct","10","8012"
"35.32900","-106.55800"," "," ","5085"
"33.61900","-108.89300"," ","4","5804"
"36.81100","-107.67700"," ","47","5764"
"34.13700","-108.49100"," "," ","7651"
"35.67100","-105.64000","all year","5","8491"
"35.81300","-105.66400"," ","9","8274"
"36.18800","-105.23300","mid may-late aug","64","7776"
"36.56000","-105.53300","mid may-mid sep","3","8248"
"32.29400","-104.34600"," "," ","3472"
"34.15500","-107.85800","all year","22","7444"
"32.94400","-105.74300","mid may-mid sep","20","8793"
"33.42200","-108.49800","mid apr-mid sep","40","7346"
"36.70700","-108.24100"," "," ","5360"
"36.13500","-105.47700","mid may-mid oct","12","8842"
"33.38900","-105.75300"," "," ","8307"
"36.36000","-106.52600","all year","9","6703"
"36.66600","-105.67300"," "," ","7464"
"34.13800","-108.47100"," ","22","7713"
"35.03700","-108.33600"," ","9","7215"
"35.71000","-105.41200"," ","13","7536"
"36.40200","-106.25400"," ","8","7644"
"36.61400","-106.73800","mid may-mid sep","99","6936"
"33.18100","-107.20900","early mar-late sep","132","4508"
"36.70800","-105.44900","mid may-mid sep","22","8556"
"34.12400","-106.89000","all year"," ","4613"
"35.69800","-105.42100"," ","20","7500"
"36.70600","-105.45800","mid may-mid oct","22","8494"
"35.88400","-106.72800","mid may-mid sep","35","7717"
"35.68800","-105.69500"," ","15","7382"
"33.18400","-108.20700"," ","7","5604"
"34.79300","-106.38200","mid apr-mid nov","25","7641"
"32.88700","-107.84400"," ","12","6667"
"32.90000","-107.82300"," ","10","6982"
"36.05100","-107.86000"," ","49","6280"
"35.65200","-105.79900"," ","5","10059"
"36.68900","-105.54100","mid may-mid oct","6","7697"
"33.17900","-108.20600","all year","20","5659"
"32.57000","-103.96900"," "," ","3207"
"32.77000","-103.20800"," ","20","3691"
"33.67400","-104.18300"," "," ","3990"
"33.81800","-108.99100","all year","12","7172"
"36.69400","-106.65700","mid may-mid sep","300","7254"
"32.92100","-107.57000","all year","15","5267"
"36.11400","-105.63900"," ","14","8455"
"32.83100","-106.07300"," ","24","4065"
"35.77300","-105.70100"," ","24","8248"
"35.72100","-106.92200"," "," ","6450"
"32.76200","-105.62500"," "," ","7771"
"36.70400","-106.23700","mid may-mid sep","21","9806"
"35.73400","-105.83600","mid may-mid sep","57","8553"
"35.56700","-107.18300"," "," ","6073"
"32.90900","-107.80400"," ","15","7267"
"35.84000","-105.62000"," ","14","9423"
"34.94200","-106.67600"," ","50","4902"
"36.58600","-105.49600"," "," ","8842"
"35.83900","-105.65500"," ","40","8944"
"34.29900","-108.13400"," "," "," "
"32.09900","-103.19000"," "," ","3009"
"32.90500","-105.50400","mid apr-mid sep","5","6801"
"35.82500","-106.60800"," ","52","8002"
"34.94400","-107.82100","all year","11","6925"
"34.67100","-106.46800"," ","18","6220"
"36.70800","-105.43600","mid may-mid sep","20","8566"
"35.79600","-106.27900"," ","66","6670"
"34.13600","-108.48600"," ","18","7726"
"32.91800","-107.70100"," ","5","6159"
"35.05500","-106.54000"," ","72","5440"
"36.65700","-105.68500"," "," ","7463"
"36.36800","-105.47600","mid may-mid oct","13","7818"
"36.88400","-106.10900"," ","7","9019"
"35.81500","-106.52500"," ","9","8435"
"36.38200","-105.52100","mid may-mid oct","9","7402"
"32.48900","-106.91500","all year","31","3953"
"36.66600","-105.68000"," "," ","7505"
"35.20200","-107.72000","mid may-mid sep","9","7493"
"36.95700","-106.17600","mid jun-mid sep","5","8442"
"36.54900","-105.54800","mid may-mid oct","4","7874"
"32.89900","-105.81300","mid may-mid sep","6","7864"
"36.88500","-106.32300"," ","13","10492"
"34.60300","-106.36100","early apr-mid sep","37","7264"
"36.77800","-105.11800","mid may-mid oct","60","8156"
"35.37100","-108.52300"," ","29","7831"
"32.92500","-108.21400"," ","3","7018"
"33.03400","-108.15900"," ","36","6145"
"33.40800","-103.87000"," "," ","4085"
"36.04800","-104.37700"," ","7","5108"
"35.33900","-103.44600","mid may-late aug"," ","3783"
"35.33900","-103.44600","mid may-late aug"," ","3783"
"33.43200","-105.73000","mid may-mid sep","4","9500"
"36.66800","-105.68000"," "," ","7493"
"35.94200","-105.39800","all year","24","7953"
"34.67100","-106.40900"," ","10","7835"
"32.63200","-108.82700"," "," ","4162"
"35.35600","-103.45300","mid may-late aug"," ","3822"
"35.42600","-104.18600","early may-late aug","145","4255"
"35.98000","-105.91300"," ","25","6368"
"33.39600","-105.74700","mid may-mid sep","30","8369"
"34.25600","-103.34900","all year","23","4078"
"35.50600","-106.83800"," "," ","5997"
"35.15900","-108.10900","mid may-mid nov","15","8858"
"32.74500","-105.91500","all year","44","4308"
"36.29300","-105.77900"," "," ","6066"
"35.96400","-105.91800"," ","25","6368"
"35.70400","-106.62600","mid may-late aug","30","6847"
"31.82500","-107.64100","all year","62","4055"
"35.83000","-105.66400"," ","6","8360"
"32.11000","-104.40700"," "," ","3561"
"32.86900","-107.30600","early mar-late sep","50","4583"
"36.82200","-107.62000","all year","103","6270"
"32.96800","-105.73700","mid may-mid sep","24","8691"
"34.13900","-108.48200","mid may-mid sep","22","7877"
"32.81300","-105.63900"," "," ","8000"
"33.59300","-108.96100"," ","10","6214"
"35.40600","-108.54000","mid may-mid sep","20","7625"
