lon,lat,name,type,open,sites,elev,amenities,state
-123.779,39.331,Russian Gulch State Park,SP,mid may-late dec,30, ,NH ND 24ft FT DW SH RS ,CA
-123.393,40.326,Ruth Lake - Ruth Lake,CP, , ,2699,NULL,CA
-116.155,33.983,Ryan - Joshua Tree National Park,NP, ,31,4311,NH 25ft VT NW NR ,CA
-118.606,37.220,Sabrina,NF,mid may-mid sep,18,8973,NH ND 30ft VT DW NS NR ,CA
-122.712,39.308,Saddle Camp Loop,NF, ,9,4551,NR ,CA
-117.825,34.677,Saddleback Butte State Park,SP,all year,50,2943,NH DP 24ft FT DW NS RS ,CA
-119.271,37.965,Saddlebag Lake,NF, ,20,10194,NH ND 16ft VT NW NS NR ,CA
-118.413,37.130,Sage Flat,NF, ,28,7398,NH ND 36ft VT DW NS NR ,CA
-120.257,39.435,Sagehen Creek,NF, ,11,6535,NH ND VT NW NS NR N$ ,CA
-118.861,37.866,Sagehen Meadows,NF, ,9,8402,NR ,CA
-120.614,39.626,Salmon Creek,NF,early jun-mid oct,32,5837,NH ND 25ft VT DW NS RS ,CA
-123.324,38.569,Salt Point State Park,SP,all year,30, ,NH ND 31ft FT DW NS RS ,CA
-124.218,40.769,Samoa Boat Ramp County RV Park,CP, ,25, ,NH ND DW SH ,CA
-119.155,37.335,Sample Meadow,NF, ,13,7871,NH ND VT NW NS NR N$ ,CA
-122.739,38.024,Samuel Taylor State Park,SP,mid may-late dec,60, ,NH DP 31ft FT DW SH RS ,CA
-120.515,34.803,San Antonio Military - Vandenberg AFB,MIL, , , ,RS ,CA
-117.602,33.407,San Clemente State Beach,SB,all year,160, ,NH DP 30ft FT DW SH RS PA ,CA
-117.284,33.022,San Elijo State Beach,SB,all year,151, ,WES DP 35ft FT DW SH RS ,CA
-116.867,34.174,San Gorgonio,NF,early may-late sep,54,6535,NH ND FT DW SH RS ,CA
-121.153,36.207,San Lorenzo,CP, , , ,E DP FT DW SH ,CA
-121.062,37.084,San Luis Creek - San Luis Reservoir,SRA,all year,53, ,NH DP 35ft FT DW SH RS ,CA
-117.585,33.407,San Mateo  - San Onofre State Beach,SB,all year,159, ,E DP SH RS ,CA
-122.294,37.277,San Mateo Memorial County Park,CP,all year,156, ,NH DP 35ft FT DW SH ,CA
-117.572,33.380,San Onofre Beach Military,MIL, , , ,RS ,CA
-121.121,35.583,San Simeon State Park,SP,mid may-late dec,115, ,NH DP 35ft FT DW SH RS ,CA
-122.064,37.237,Sanborn - Skyline County Park,CP, , , ,E DP 31ft ,CA
-120.155,38.184,Sand Bar Flat,NF, ,10,2825,NH ND 22ft VT DW NS NR L$ ,CA
-119.788,38.404,Sand Flat,NF, ,68,6191,NH ND 40ft VT DW NS NR ,CA
-120.325,38.763,Sand Flat,NF,mid may-mid sep,29,3930,NH ND 40ft VT DW NS NR ,CA
-120.080,38.411,Sand Flat,NF, ,5,5814,NH ND VT NW NS NR ,CA
-121.694,38.149,Sandy Beach County Park,CP, , , ,E DP DW SH ,CA
-118.538,35.581,Sandy Flat,NF,all year,35,2392,NH ND 24ft VT DW NS RS ,CA
-121.998,36.973,Santa Cruz Port District,CP, ,12, ,WES DP NS ,CA
-120.493,35.324,Santa Margarita Lake Regional Park,CP, ,60, ,NH ND ,CA
-120.445,34.941,Santa Maria Fairpark,CP, , , ,E DP NS ,CA
-117.006,32.845,Santee Lakes Regional Park,CP, ,300, ,WES DP FT DW SH ,CA
-123.052,41.788,Sarah Totten,NF,mid may-mid oct,23,1575,NH ND 22ft VT DW NS RS ,CA
-120.615,39.620,Sardine,NF,early jun-mid oct,27,5751,NH ND 28ft VT DW NS RS ,CA
-118.572,34.701,Sawmill,NF, ,8,5213,NH ND 16ft VT NW NS NR L$ ,CA
-119.017,36.970,Sawmill Flat,NF, ,10,6804,NH ND 25ft VT NW NS NR ,CA
-118.676,37.769,Sawmill Meadows,NF, ,12,9163,NR ,CA
-121.617,41.592,Schonichin Springs,NF,mid jul-mid oct,10,6749,NH ND NW NS NR N$ ,CA
-121.121,39.418,Schoolhouse,NF, ,70,2310,NH ND 32ft FTVT DW NS NR ,CA
-123.309,40.366,Scott Flat,NF, ,18,2454,15ft VT NW NR ,CA
-122.698,41.275,Scott Mountain,NF, ,8,5433,NH ND 20ft VT NW NS NR ,CA
-118.085,33.750,Seabreeze at Seal Beach Military,MIL, , , ,RS ,CA
-121.919,36.974,Seacliff State Beach,SB,all year,30, ,NH ND 40ft FT DW SH RS ,CA
-119.841,35.132,Selby,NM, ,6,2421,NH ND VT NW NS NR N$ ,CA
-118.673,36.792,Sentinel - Sequoia and Kings Canyon National Park,NP, ,82,4629,NH DP 30ft FT DW SH NR ,CA
-116.915,34.263,Serrano,NF,all year,108,6831,WES DP 36ft FT DW SH RS PA ,CA
-123.069,41.203,Shadow Creek,NF, ,10,2979,NH ND VT DW NS NR ,CA
-121.981,41.711,Shafter,NF, ,13,4390,NH ND 40ft VT DW NS NR ,CA
-118.670,36.249,Shake Camp - State Forest,SF, ,11,6526,20ft VT DW NR ,CA
-121.269,37.854,Sharpe RV Military,MIL, , , ,RS ,CA
-122.433,40.713,Shasta (OHV),NF, ,23, ,NH 30ft VT DW NR ,CA
-118.679,36.792,Sheep Creek - Kings Canyon National Park,NP, ,111,4685,NH ND 30ft FT DW SH NR ,CA
-123.060,40.470,Sheill Gulch,NF, ,9,2831,NR ,CA
-118.936,37.630,Sherwin Creek,NF,early may-late aug,85,7585,NH ND 30ft FT DW NS RS PA ,CA
-120.786,39.144,Shirttail,NF,mid may-late sep,30,3701,NH DP 35ft VT DW NS RS ,CA
-116.313,35.912,Shoshone - Tecopa - Dispersed,BLM, , ,1700,NH ND NT NW NS NR ,CA
-120.558,39.631,Sierra,NF,early jun-mid oct,16,5748,NH ND 22ft VT NW NS RS ,CA
-120.549,38.726,Sierra  - Sly Park Recreation Area,CP, , ,3480,NH ND NS ,CA
-117.668,35.652,Sierra Vista RV Park - China Lake,MIL,all year, , ,RS ,CA
-121.163,40.500,Silver Bowl,NF, ,18,6532,NH ND 27ft VT DW NS NR ,CA
-119.786,38.588,Silver Creek-Hwy 4,NF,mid jun-late aug,26,6864,NH ND 22ft VT DW NS RS ,CA
-120.201,39.223,Silver Creek-Truckee,NF,mid may-late sep,27,6060,NH ND 25ft VT DW NS RS ,CA
-120.207,38.699,Silver Fork,NF,mid may-mid sep,35,5571,NH ND 40ft VT DW NS NR ,CA
-120.121,38.672,Silver Lake,NF, ,62,8373,NH ND NS NR ,CA
-121.135,39.959,Silver Lake (Family ),NF, ,7,5810,NH ND VT NW NS RS ,CA
-119.126,37.783,Silver Lake - June Lake,NF,early may-mid nov,63,7234,NH ND 42ft FT DW NS RS PA ,CA
-117.143,32.636,Silver Strand State Beach,SP,all year,140, ,NH ND NW NS RS PA ,CA
-119.986,38.481,Silver Valley,NF, ,21,7431,NH ND 27ft FT DW NS NR ,CA
-120.017,38.481,Silvertip,NF, ,23,7569,NH ND FT DW NS NR ,CA
-117.335,34.281,Silverwood Lake State Rec Area,SP,all year,131,3383,WES DP 32ft FT DW SH RS ,CA
-122.359,41.062,Sims Flat,NF, ,19,1745,NH ND 24ft FTVT DW NS NR ,CA
-120.790,39.318,Skillman,NF,mid may-mid sep, ,4484,NH ND NS RS ,CA
-122.246,38.276,Skyline Wilderness County Park,CP, ,59, ,E DP DW SH ,CA
-115.464,33.257,Slab City, ,all year, , ,NH ND 100ft NT NW NS NR ,CA
-123.502,40.668,Slide Creek,NF, ,5, ,NH ND NS NR ,CA
-121.117,39.584,Sly Creek, ,mid may-mid sep,23,3570,NH ND 40ft VT DW NS ,CA
-120.570,38.725,Sly Park,CP, ,191,3501,NH ND VT DW NS RS ,CA
-119.512,37.152,Smalley Cove,NF, , , ,NH ND 30ft NS L$ ,CA
-120.626,39.668,Snag Lake,NF, ,14,6673,NH 16ft VT NW NR ,CA
-121.015,39.975,Snake Lake (Family ),NF, ,7,4065,NH ND VT NW NS NR N$ ,CA
-119.389,37.381,Soda Springs,NF, ,22,4462,NH ND 50ft VT NW NS NR ,CA
-119.077,37.653,Soda Springs,NF, ,29,7733,NR ,CA
-121.586,40.088,Soda Springs, , , ,3740,NH ND NS ,CA
-121.273,40.213,Soldier Meadows,NF, ,10,4770,NH ND 45ft VT NW NS NR ,CA
-122.699,38.425,Sonoma County Fairgrounds RV Park,CP, , , ,E DW SH ,CA
-119.476,38.364,Sonora Bridge,NF, ,23,6709,NH ND 40ft VT DW NS NR ,CA
-119.561,37.404,Soquel,NF,mid may-late sep,14,5325,NH ND 27ft VT NW NS RS ,CA
-120.277,41.309,Soup Springs,NF,mid jun-mid oct,14,6837,NH ND 30ft VT DW NS NR L$ ,CA
-117.319,33.104,South Carlsbad State Beach,SB,all year,220, ,NH DP 35ft FT DW SH RS ,CA
-122.653,39.362,South Fork,NF, ,5,1617,NH ND VT NW NS NR ,CA
-120.046,37.838,South Fork,NF,all year,9,1545,NH ND 22ft VT NW NS NR N$ ,CA
-116.828,34.170,South Fork,NF,mid may-mid oct,24,6319,NH ND 25ft VT DW NS NR ,CA
-118.765,36.350,South Fork - Sequoia National Park,NP, ,10,3658,NH DP 30ft VT NW NS NR L$ ,CA
-118.437,35.659,South Fork Rec,NF, ,100,2641,NR ,CA
-120.244,38.534,South Shore,NF,mid jun-late sep,22,10157,NH ND VT DW NS RS ,CA
-120.935,35.814,South Shore San Antonio,CP, , , ,E DP FT DW SH ,CA
-120.968,39.342,South Yuba,BLM, ,16,3022,NH 27ft VT DW NR L$ ,CA
-117.821,34.395,Southfork,NF, ,21,4760,NH ND VT NW NS NR L$ ,CA
-121.533,40.437,Southwest - Lassen Volcanic National Park,NP, , ,6739,NR ,CA
-120.966,40.030,Spanish Creek (Family ),NF,early jun-late aug,21,3192,NH ND VT DW NS RS PA ,CA
-119.997,38.409,Spicer Meadow,NF, ,43,6555,NH ND 50ft VT DW NS NR ,CA
-122.716,39.309,Spillway - Letts Lake,NF, ,9,4518,NR ,CA
-119.542,37.302,Spring Cove,NF,mid may-mid sep,65,3491,NH DP 30ft FT DW NS RS ,CA
-120.178,39.896,Spring Creek,NF,mid may-late aug,35,5673,NH ND 55ft VT DW NS RS PA ,CA
-122.653,38.448,Spring Lake Regional Park,CP, , , ,NH DP DW SH ,CA
-118.390,34.610,Spunky,NF, ,10,3268,NH ND VT NW NS NR L$ ,CA
-114.477,32.903,Squaw Lake,BLM, ,125, ,NH DP FT DW SH NR ,CA
-123.728,39.878,Standish - Hickey State Rec Area,SRA,mid may-late dec,162, ,NH ND 27ft FT DW SH RS ,CA
-120.046,38.422,Stanislaus River,NF, ,25,6230,NH ND 35ft VT DW NS NR L$ ,CA
-119.083,34.410,Steckel Co Park,CP, , , ,E DP FT DW SH ,CA
-122.915,40.677,Steel Bridge,BLM, ,9,1736,NH ND 20ft PT NW NS NR ,CA
-122.954,40.655,Steiner Flat,BLM, ,8,1594,NH ND VT NW NS NR N$ ,CA
-120.493,39.353,Sterling Lake,NF, ,8,7014,NH ND NS NR ,CA
-120.493,39.353,Sterling lake- dispersed,CP,early jul-late oct, ,7036,NH ND NS L$ ,CA
-123.296,38.548,Stillwater Cove Regional Park,CP, ,23, ,NH DP 20ft FT DW SH ,CA
-122.712,39.310,Stirrup - Letts Lake,NF, ,28,4413,NR ,CA
-116.747,33.785,Stone Creek - San Jacinto Mountain State Park,SP,all year, ,5935,NH ND 24ft VT DW NS RS ,CA
-120.544,38.732,Stonebraker  - Sly Park Recreation Area,CP, , ,3675,NH ND VT DW NS RS ,CA
-122.858,40.848,Stoney Point,NF, ,23,2369,NH ND FT DW NS NR ,CA
-118.834,36.664,Stony Creek,NF,mid may-mid sep,49,6519,NH ND 22ft FT DW NS RS ,CA
-122.525,39.592,Stony Gorge Reservoir,BOR, , , ,NH ND PT NW NS NR ,CA
-120.254,41.562,Stough Reservoir,NF,mid may-mid oct,10,6319,NH ND 22ft VT DW NS NR N$ ,CA
-117.147,36.607,Stove Pipe Wells - Death Valley National Park,NP,early oct-late apr,190, ,NH DP FT DW NS NR L$ ,CA
-121.092,39.588,Strawberry, ,mid may-mid sep,17,3671,NH ND 40ft VT NW NS ,CA
-120.338,38.828,Strawberry Point,NF,mid may-mid oct,10,5489,NH ND 35ft VT NW NS NR ,CA
-118.432,34.550,Streamside,NF, ,9,2362,NH ND VT NW NS NR L$ ,CA
-120.591,38.904,Stumpy Meadows,NF,mid apr-mid oct,40,4465,NH ND 35ft VT DW NS RS ,CA
-120.241,38.547,Sugar Pine Point,NF, ,8,6200,NH VT NW NR ,CA
-120.146,39.041,Sugar Pine Point State Park,SP,mid may-late dec,175,6499,NH DP 32ft FT DW SH RS ,CA
-122.776,39.885,Sugarfoot,NF,mid may-mid nov,5,3789,NH ND VT NW NS NR N$ ,CA
-122.539,38.442,Sugarloaf Ridge State Park,SP,all year,49, ,NH DP 27ft FT DW NS RS ,CA
-123.320,41.660,Sulphur Springs,NF, ,6,2215,NH ND VT NW NS NR N$ ,CA
-119.634,37.492,Summerdale,NF,mid may-late sep,30,4980,NH ND 40ft VT DW NS RS ,CA
-119.199,37.082,Summit,NF, ,5,7093,NH ND NS NR N$ ,CA
-119.693,37.508,Summit Camp,NF, ,10,5597,VT NW NR ,CA
-121.425,40.494,Summit Lake (north and south) - Lassen Volcanic National Park,NP,early jul-mid sep,90,6716,NH ND FTVT DW NS RS PA ,CA
-121.202,39.901,Sundew,NF, ,19,5299,NH ND 22ft VT DW NS NR ,CA
-121.835,37.515,Sunol Regional Wilderness,CP, , , ,NH ND NW NS RS L$ ,CA
-120.403,38.868,Sunset,NF,early jun-late aug,139,4984,NH ND 35ft VT DW SH RS ,CA
-116.863,36.460,Sunset - Death Valley National Park,NP,early oct-late apr,270, ,NH DP FT DW NS NR L$ ,CA
-122.939,39.439,Sunset Point  - Lake Pillsbury,NF, ,54,1942,NH ND 40ft VT DW NS NR ,CA
-121.832,36.899,Sunset State Beach,SB,all year,90, ,NH ND 31ft DW SH RS ,CA
-117.998,33.654,Sunset Vista RV Park,CP,closed summer months, , ,E DP NS RS ,CA
-119.278,37.094,Swanson,NF, ,9,5755,NH ND 40ft VT NW NS NR ,CA
-119.352,37.365,Sweetwater,NF,mid may-late sep,10,3904,NH ND 16ft VT NW NS RS ,CA
-120.002,37.824,Sweetwater,NF, ,12,3064,NH ND 22ft VT DW NS NR ,CA
-117.002,32.683,Sweetwater Summit,CP,all year,112, ,WE DP 45ft FT DW SH RS ,CA
-119.013,34.071,Sycamore - Point Mugu State Park,SP, ,58, ,DP 31ft FT DW SH RS ,CA
-117.823,34.413,Sycamore Flats,NF, ,12,4478,NH ND 18ft VT DW NS NR L$ ,CA
-122.204,40.156,Sycamore Grove,NF,all year,30, ,E ND 40ft DW SH RS ,CA
-118.254,36.754,Symmes Creek,BLM, , ,5138,NH ND NS NR ,CA
-117.690,34.381,Table Mountain,NF,mid may-late oct,111,7218,NH ND 50ft VT DW NS RS PA ,CA
-118.255,36.997,Taboose Creek County Park,CP, ,56,3923,NH ND NS L$ ,CA
-120.135,39.175,Tahoe State Rec Area,SRA,mid may-late dec,27,6270,NH ND 21ft FT DW SH RS ,CA
-120.373,39.188,Talbot,NF, ,12,5623,VT NW NR ,CA
-119.737,37.752,Tamarack Flat - Yosemite National Park,NP, ,63,6247,NH 16ft VT NW NR ,CA
-116.374,33.138,Tamarisk Grove - Anza Borrego Desert State Park,SP,mid may-late dec,27, ,DP 21ft FT DW SH RS ,CA
-122.845,40.835,Tannery Gulch,NF,early may-late sep,86,2497,NH ND 40ft FT DW NS RS ,CA
-118.710,34.323,Tapo Canyon Co Park,CP, ,16, ,WES DP FT DW SH ,CA
-118.733,37.831,Taylor Canyon,NF, ,6,7379,NR ,CA
-120.829,40.075,Taylorsville County Park,CP, ,200,3540,E DP FT DW SH ,CA
-116.233,35.870,Tecopa Hot Springs Park,CP, ,250, ,E DP VT NW SH ,CA
-118.484,35.071,Tehachapi Mountain Park,CP, ,61,5682,NH ND DW SH ,CA
-118.892,36.754,Tenmile,NF, ,13,5879,NH ND 22ft VT NW NS NR ,CA
-116.853,36.459,Texas Spring - Death Valley National Park,NP,early oct-late apr,92, ,NH DP FT DW NS NR ,CA
-120.093,37.819,The Pines,NF, ,11,3314,NH ND 22ft VT DW NS NR ,CA
-119.113,34.626,Thorn Meadows,NF, ,5, ,NH ND 16ft PT NW NS NR ,CA
-117.071,36.237,Thorndike - Death Valley National Park,NP,ealry mar-late nov,6,7470,NH ND VT NW NS NR N$ ,CA
-119.033,34.082,Thornhill Broome - Point Mugu State Park,SP, , , ,NH 31ft PT RS ,CA
-122.790,39.921,Three Prong,NF,mid may-mid dec,6,6030,NH ND VT NW NS NR N$ ,CA
-118.456,35.701,Tillie Creek,NF,all year,159,2641,NH DP 30ft FT DW SH RS ,CA
-118.269,37.052,Tinnemaha,CP, ,47,4331,NH ND VT NW NS L$ ,CA
-119.255,37.928,Tioga Lake,NF, ,13,9682,NH ND 16ft VT NW NS NR ,CA
-123.638,41.023,Tish Tang,RES, , , ,VT DW ,CA
-122.498,41.283,Toad Lake,NF, ,6,6936,VT NW NR ,CA
-119.228,34.861,Toad Springs,NF, ,5,5679,NH ND 16ft VT NW NS NR ,CA
-124.058,40.083,Tolkan,BLM, ,5,1890,NH ND 25ft VT NW NS NR L$ ,CA
-122.829,40.141,Tomhead Saddle,NF, ,17,5686,NH ND VT NW NS NR ,CA
-116.660,33.612,Tool Box Spring,NF, ,6,6125,NH ND VT NW NS NR ,CA
-120.980,39.726,Tooms RV,NF, , , ,NH ND NS NR ,CA
-122.972,41.229,Trail Creek,NF, ,12,4810,NH ND 45ft VT DW NS NR ,CA
-118.984,37.100,Trapper Springs, , , ,8399,NH ND 35ft VT DW NS ,CA
-121.954,38.271,Travis AFB Military,MIL, , , ,RS ,CA
-122.659,41.831,Tree Of Heaven,NF,mid may-late dec,36,2051,NH ND 35ft VT DW NS RS ,CA
-118.289,37.173,Triangle Rest Area,CP, ,30,3956,NH ND NS ,CA
-119.291,36.904,Trimmer Rec Area,COE, , , ,NH NR ,CA
-122.705,41.109,Trinity River,NF, ,7,2608,NH ND 35ft VT NW NS NR ,CA
-123.062,40.748,Trinity River Rec Area, , , , ,NULL,CA
-117.370,35.619,Trona Pinnacles,BLM, , ,1759,NH ND VT NW NS NR ,CA
-123.064,39.377,Trout Creek,UTIL, ,17,1618,NH ND VT DW NS PA ,CA
-121.886,41.445,Trout Creek Meadow,NF, ,25,4931,NH ND 35ft NS NR ,CA
-118.235,36.067,Troy Meadow,NF, ,73,7808,NH ND 24ft VT DW NS NR ,CA
-119.257,38.052,Trumbull Lake,NF,early jul-mid sep,59,9862,NH ND 45ft VT DW NS RS ,CA
-118.668,37.562,Tuff,NF,early may-late oct,34,6972,NH ND 40ft FT DW NS RS ,CA
-118.901,36.080,Tule Rec Area,COE,all year,104, ,E DP 35ft FT DW SH RS ,CA
-121.481,41.951,Tulelake - Butte Valley Fair RV Park,CP, , ,4029,NULL,CA
-122.779,40.774,Tunnel Rock,NF, ,6,1932,NH ND 15ft VT NW NS NR ,CA
-119.359,37.871,Tuolumne Meadows - Yosemite National Park,NP,early jul-late sep,304,8665,NH DP 35ft FT DW NS RS PA ,CA
-120.581,37.630,Turlock Lake State Rec Area,SRA,mid may-late dec,66, ,NH ND 27ft FT DW SH RS ,CA
-119.804,38.722,Turtle Rock Park,CP, ,28,6106,NH ND 34ft VT DW SH L$ ,CA
-118.130,36.564,Tuttle Creek,BLM, ,85,4980,NH DP 35ft VT DW NS NR L$ ,CA
-120.507,37.986,Tuttletown Rec Area - Chamise,BOR,all year,60, ,NH DP DW SH RS PA ,CA
-119.010,37.616,Twin Lakes,NF,early jun-late oct,93,8648,NH ND 40ft FT DW NS RS PA ,CA
-120.744,39.567,Union Flat,NF,mid apr-mid oct,11,3481,NH ND 40ft VT DW NS RS ,CA
-119.955,38.639,Upper Blue Lake,UTIL, ,32,8199,NH ND VT DW NS ,CA
-119.938,38.630,Upper Blue Lake Dam,UTIL, ,25,8192,NH ND VT DW NS ,CA
-119.409,37.502,Upper Chiquito,NF, ,11,7014,NH ND 20ft VT NW NS NR N$ ,CA
-120.244,39.492,Upper Little Truckee,NF,mid apr-mid oct,26,6220,NH ND 35ft VT DW NS RS ,CA
-119.771,34.556,Upper Oso,NF,all year,25, ,NH ND 22ft FT DW NS RS ,CA
-118.725,37.469,Upper Pine Grove,NF,mid may-mid sep,8,9413,NH ND VT DW NS NR ,CA
-119.563,37.735,Upper Pines - Yosemite National Park,NP,mid mar-late dec,238,4065,NH DP 35ft FT DW NS RS PA ,CA
-119.575,37.743,Upper River - Yosemite National Park,NP, , ,4072,NR ,CA
-120.850,41.301,Upper Rush Creek,NF, ,13,5233,NH ND 30ft VT DW NS NR ,CA
-118.421,37.129,Upper Sage,NF,mid may-mid sep,28,7500,NH ND 40ft VT DW NS RS PA ,CA
-117.433,33.607,Upper San Juan,NF,mid jun-mid sep,18,1788,NH ND 32ft VT DW NS NR ,CA
-118.530,34.691,Upper Shake,NF, ,17,4469,NH ND 22ft VT NW NS NR L$ ,CA
-118.829,36.668,Upper Stony Creek,NF,early jun-mid sep,19,6601,NH ND VT DW NS RS ,CA
-123.844,39.837,Usal Beach - Sinkyone Wilderness State Park,SP,all year, , ,NH ND VT NW NS NR ,CA
-121.793,37.085,Uvas Canyon County Park,CP, ,25, ,NH ND FT DW NS L$ ,CA
-119.341,34.878,Valle Vista,NF, ,7,4829,NH ND 22ft PT NW NS NR N$ ,CA
-116.354,32.976,Vallecito,CP, ,44,1555,NH ND 40ft FT DW NS RS ,CA
-123.787,39.279,Van Damme State Park,SP,mid may-late dec,70, ,NH DP 35ft FT DW SH RS ,CA
-123.978,40.489,Van Duzen Park,CP, ,30, ,NH ND DW SH ,CA
-120.552,34.721,Vandenberg AFB Military,MIL, , , ,RS ,CA
-119.010,37.379,Vermillion,NF,early jun-mid sep,32,7697,NH ND VT DW NS RS PA ,CA
-121.911,36.600,Veterans Memorial Park,CP, , , ,NH DP 21ft ,CA
-114.571,34.188,Vidal Junction - Dispersed,BLM, , , ,NH ND NT NW NS NR ,CA
-120.214,38.325,Wa Ka Luu Hep Yoo,NF, ,52,4101,NH ND 50ft FT DW SH NR ,CA
-120.098,34.957,Wagon Flat,NF, ,3, ,NH ND VT NW NS NR L$ ,CA
-117.548,35.573,Wagon Wheel Off Hwy Area,BLM, , ,3229,NH ND VT NW NS NR ,CA
-124.003,40.018,Wailaki,BLM, ,13,1906,NH ND 25ft VT DW NS NR ,CA
-118.041,35.665,Walker Pass,BLM, ,15,5000,NH ND VT NW NS NR N$ ,CA
-118.986,37.302,Ward Lake,NF, ,17,7388,NH ND VT NW NS NR ,CA
-121.309,40.363,Warner Creek,NF, ,13,5082,NH ND VT NW NS ,CA
-121.394,40.442,Warner Valley - Lassen Volcanic National Park,NP, ,18,5738,NH ND VT DW NS NR ,CA
-115.057,32.988,Washes - Imperial Sand Dunes OHV,BLM, , , ,NH ND VT NW NS NR N$ ,CA
-123.496,40.251,Watts Lake,NF, ,12,5039,NR ,CA
-119.679,37.547,Wawona  - Yosemite National Park,NP,mid apr-late dec,93,3940,NH DP 35ft FT DW NS RS PA ,CA
-122.949,39.838,Wells Cabin,NF,mid may-mid nov,25,6342,NH ND VT DW NS NR N$ ,CA
-120.374,38.889,Wench Creek,NF,early jun-mid sep,2,4974,NH ND 40ft FTVT DW NS RS ,CA
-120.323,39.011,Wentworth Springs,NF,mid jun-mid oct,8,6188,NH ND VT NW NS NR ,CA
-123.476,41.932,West Branch,NF, ,18,2218,NH ND 48ft VT DW NS NR N$ ,CA
-121.508,40.034,West Branch,NF, ,15,4925,20ft VT DW NR ,CA
-119.243,37.345,West Kaiser,NF, ,10,5600,NH ND 25ft VT NW NS NR N$ ,CA
-120.440,38.871,West Point,NF, ,8,5007,NH ND VT NW NS NR N$ ,CA
-121.489,38.126,Westgate Landing Regional Park,CP, ,14, ,NH ND NS RS ,CA
-123.791,39.680,Westport State Beach,SB, ,46, ,NH ND DW NS NR ,CA
-123.055,38.323,Westside Regional Park,CP, , , ,NH DP DW SH ,CA
-119.274,34.513,Wheeler Gorge,NF,all year,70,1850,NH ND 32ft PT DW NS RS ,CA
-119.496,37.332,Whiskers,NF, ,8,5351,NH ND 20ft VT NW NS NR ,CA
-119.440,37.286,Whisky Falls,NF, ,18,5869,NH VT NW NR ,CA
-120.847,39.320,White Cloud,NF,mid may-mid sep,46,4419,NH ND 28ft FT DW NS RS ,CA
-121.574,36.326,White Oaks,NF, ,7,4019,NH ND VT NW NS NR ,CA
-118.635,35.844,White River,NF,mid may-late sep,12,4262,NH ND 16ft VT DW NS RS ,CA
-116.016,33.984,White Tank - Joshua Tree National Park,NP,all year,15,3809,NH 25ft VT NW NR L$ ,CA
-119.647,37.873,White Wolf - Yosemite National Park,NP, ,74,7920,NH ND 27ft FT DW NS NR ,CA
-121.142,39.889,Whitehorse,NF, ,20,5295,NH ND 43ft VT DW NS NR ,CA
-122.685,39.920,Whitlock,NF,mid may-mid nov,5,4300,NH ND VT DW NS NR N$ ,CA
-118.230,36.589,Whitney Portal,NF,mid may-mid oct,43,7963,NH ND 16ft VT DW NS RS ,CA
-115.489,33.044,Wiest Lake,CP, , , ,E DP FT DW SH L$ ,CA
-120.601,39.566,Wild Plum,NF,early jun-mid oct,49,4452,NH ND 25ft VT DW NS RS ,CA
-117.342,33.582,Wildomar,NF, ,11,2461,NH ND 22ft VT DW NS NR ,CA
-117.185,36.266,Wildrose - Death Valley National Park,NP,all year,23,4226,NH ND 25ft VT DW NS NR N$ ,CA
-114.888,33.494,Wiley Well,BLM, ,14, ,NH 35ft VT NW NR ,CA
-116.592,33.040,William Heise,CP, ,102,4180,E DP 40ft FT DW SH RS ,CA
-120.158,39.139,William Kent,NF,mid may-mid oct,95,6325,NH DP 24ft FT DW NS RS ,CA
-121.011,35.981,Williams Hill Rec Area,BLM, , ,2264,NH ND VT NW NS NR ,CA
-118.561,37.194,Willow,NF, ,10,9068,NH ND VT NW NS NR ,CA
-120.828,41.013,Willow Creek,NF,mid may-mid oct,8,5059,NH ND 22ft VT DW NS NR L$ ,CA
-118.661,36.189,Wishon,NF,all year,39,4157,NH ND 22ft VT DW NS RS ,CA
-119.535,37.297,Wishon Point,NF,early may-mid sep,47,3468,NH DP 33ft FT DW NS RS ,CA
-118.988,37.010,Wishon Village, , , ,6617,NULL,CA
-119.697,38.578,Wolf Creek,NF,early jun-late aug,45,4931,NH ND 35ft VT DW NS RS ,CA
-120.548,39.485,Woodcamp,NF,mid jun-mid oct,20,6168,NH ND 34ft FTVT DW NS RS ,CA
-120.518,39.333,Woodchuck,NF, ,8,6299,NH ND VT NW NS NR ,CA
-120.008,38.687,Woods Lake,NF,mid jul-mid oct,25,8245,NH ND 16ft VT DW NS NR ,CA
-122.092,39.918,Woodson Bridge State Rec Area,SRA,mid may-late dec,41, ,WES ND 31ft FT DW SH RS ,CA
-120.874,37.843,Woodward Reservoir,CP, ,155, ,E DP FT DW SH ,CA
-123.094,38.400,Wrights Beach - Sonoma Coast State Park,SP,all year,30, ,NH ND 27ft FT DW NS RS ,CA
-120.238,38.846,Wrights Lake,NF,early jul-late sep,70,8930,NH VT DW RS ,CA
-120.986,39.727,Wyandotte,NF,mid may-mid oct,28,5154,NH ND 22ft FT DW NS NR ,CA
-120.388,38.890,Yellowjacket,NF,early jun-late aug,40,4997,NH DP 35ft FTVT DW NS RS ,CA
-121.765,38.667,Yolo County Fair RV,CP, , , ,E DP NS ,CA
-119.595,37.828,Yosemite Creek - Yosemite National Park,NP, ,75,7251,NH VT NW NR ,CA
