lon,lat,name,type,open,sites,elev,amenities,state
-81.607,31.427,Altamaha County Park,CP, ,43, ,WES DW SH ,GA
-84.251,34.554,Amicalola Falls State Park,SP, , ,2750,DP DW SH RS ,GA
-84.134,32.196,Andersonville City Campground,CP, ,25, ,WES DP ,GA
-83.737,34.778,Andrews Cove,NF, ,10,2050,NH NR ,GA
-83.801,32.820,Arrowhead County Park,CP, , , ,E DP DW SH ,GA
-84.087,34.210,Bald Ridge Creek,COE,mid mar-mid nov, , ,WE DP DW SH RS PA ,GA
-81.615,31.481,Barrington County Park,CP, , , ,NH DW SH ,GA
-83.008,31.775,Ben Hill Landing County Park,CP, , , ,E ,GA
-82.513,33.615,Big Hart - Strom Thurmond Lake,COE,early apr-late sep,31, ,WE DP 60ft DW SH RS PA ,GA
-83.402,34.918,Black Rock Mountain State Park,SP, , ,2612,E DP DW SH RS ,GA
-85.095,32.729,Blanton Creek Park,UTIL, ,50, ,E DP SH ,GA
-85.109,32.743,Blanton Creek Park,UTIL, , , ,WE  DP FT DW SH ,GA
-81.546,31.154,Blythe Island Regional Park,CP, , , ,E DW SH ,GA
-82.589,33.979,Bobby Brown State Park,SP,all year, , ,DP NR ,GA
-83.892,34.689,Boggs Creek,NF, ,31,1711,NH ND NS NR ,GA
-83.952,34.339,Bolding Mill,COE,mid apr-late aug, , ,WE DP DW SH RS PA ,GA
-82.627,33.973,Broad River - Strom Thurmond Lake,COE,early mar-late aug, , ,WE DP DW SH RS PA ,GA
-85.083,33.207,Brush Creek County Park,CP, , , ,E DW SH ,GA
-82.263,33.701,Bussey Point Wilderness Area, , , , ,NH ND NS ,GA
-83.618,32.835,Central City Park - State Fairgrounds,CP, , , ,NULL,GA
-84.048,34.248,Charleston County Park,CP, , , ,E DW SH ,GA
-84.972,33.426,Chattahoochee Bend State Park,SP,all year,50, ,WE FT DW RS ,GA
-83.970,34.184,Chestnut Ridge,COE, , , ,WE DP SH NR ,GA
-84.683,34.105,Clark Creek North - Allatoona Lake,COE, , , ,WE DP DW SH NR ,GA
-84.683,34.101,Clark Creek South - Allatoona Lake,COE,mid apr-late aug, , ,WE DP DW SH RS PA ,GA
-82.443,33.665,Clay Hill - Strom Thurmond Lake,COE, , , ,E DP DW SH NR L$ ,GA
-83.776,32.829,Claystone County Park,CP, , , ,DP ,GA
-85.490,34.816,Cloudland Canyon State Park,SP,all year, ,1841,E DP 40ft DW SH RS ,GA
-84.704,33.546,Cochran Mill County Park,CP, , , ,NH ,GA
-85.085,31.308,Coheelee Creek County Park,CP,all year, , ,NH N$ ,GA
-84.068,34.763,Cooper Creek,NF, ,17,2154,NH ND NS NR ,GA
-85.256,34.198,Coosa River County Park,CP, , , ,E DP DW SH ,GA
-85.062,31.675,Cotton Hill,COE,all year, , ,WE DP DW SH RS PA ,GA
-84.639,34.982,Cottonwood Patch,NF, ,9, ,NH ND NS NR ,GA
-81.562,30.841,Crooked River State Park,SP,all year, , ,E DP 50ft DW SH RS ,GA
-83.726,33.019,Dames Ferry County Park,CP, , , ,E DW SH ,GA
-84.140,34.740,Deep Hole,NF, ,18,1985,NH ND NS NR ,GA
-83.912,34.710,Desoto Falls,NF, ,44,2130,NH DW SH NR ,GA
-84.522,33.922,Dobbins Lakeside Military,MIL, , , ,RS ,GA
-83.975,34.674,Dockery Lake,NF, ,18,2384,NH NR ,GA
-84.622,34.610,Doll Mountain,COE,early apr-late oct, , ,WE DP DW SH RS PA ,GA
-83.929,34.312,Duckett Mill,COE,mid apr-late aug, , ,WE DP DW SH RS PA ,GA
-81.550,30.772,Eagle Hammock RV Military - Kings Bay NSB,MIL, , , ,RS ,GA
-84.594,30.901,Earl May Boat Basin,CP, ,10, ,E DP DW SH ,GA
-84.851,30.718,Eastbank - Lake Seminole,COE,all year,40, ,WE DP DW SH RS L$ ,GA
-82.403,33.854,Elijah Clark State Park,SP,all year, , ,E DP DW SH RS ,GA
-84.815,32.839,F.D. Roosevelt State Park,SP,all year, , ,E DP 40ft SH RS ,GA
-84.667,30.788,Faceville Landing - Lake Seminole,COE, ,7, ,NH ND NW NS NR ,GA
-82.371,31.940,Falling Rocks County Park,CP, ,20, ,E DP DW SH ,GA
-85.043,32.090,Florence Marina State Park,SP,all year, , ,E DP DW SH RS ,GA
-81.212,31.886,Fort McAllister State Park,SP,all year, , ,E DP 65ft DW SH RS ,GA
-84.694,34.761,Fort Mountain State Park,SP,all year, ,2641,E DW SH RS ,GA
-83.734,33.985,Fort Yargo State Park,SP,all year, , ,E DP 50ft DW SH RS ,GA
-84.149,34.703,Frank Gross,NF, ,9,2314,NH ND NS NR ,GA
-84.720,34.172,Gatewood County Park,CP, , , ,WE ,GA
-82.756,31.509,General Coffee State Park,SP,all year, , ,E DP DW SH RS ,GA
-82.125,32.545,George L Smith State Park,SP,all year, , ,E DP 40ft DW SH RS ,GA
-83.774,34.967,Georgia Mountain Fair Campground,CP, ,200,1976,WE DP DW SH ,GA
-83.912,31.968,Georgia Veterans State Park,SP,all year, , ,E DP 50ft DW SH RS ,GA
-82.128,32.085,Gordonia-Alatamaha State Park,SP,all year, , ,E DP DW SH RS ,GA
-83.239,30.657,Grassy Pond Military,MIL, , , ,RS ,GA
-84.662,30.847,Hales Landing - Lake Seminole,COE, ,14, ,NH ND DW SH NR ,GA
-82.778,33.207,Hamburg State Park,SP,all year, , ,E DP DW SH NR ,GA
-83.602,33.660,Hard Labor Creek State Park,SP,all year, , ,E DP DW SH RS ,GA
-84.624,34.603,Harris Branch, , , , ,NH DP DW SH ,GA
-82.911,34.377,Hart State Park,SP,all year, , ,E DP DW SH NR ,GA
-82.539,33.937,Hesters Ferry - Strom Thurmond Lake,COE,early apr-late sep, , ,E DP DW SH RS ,GA
-84.672,34.894,Hickory Gap,NF, ,7,1768,NR ,GA
-85.073,34.516,Hidden Creek,NF, , , ,NH NR ,GA
-84.021,33.179,High Falls State Park,SP,all year, , ,E DP DW SH RS ,GA
-81.562,31.913,Holbrook Pond Military - Fort Stewart,MIL, , , ,RS ,GA
-85.192,33.003,Holiday,COE,early mar-mid sep, , ,WE DP DW SH RS PA ,GA
-83.920,33.245,Indian Springs State Park,SP,all year, , ,E DP 50ft DW SH RS ,GA
-84.517,34.863,Jacks River Fields,NF,all year,14,2819,NH ND NS NR L$ ,GA
-85.337,34.440,James H Sloppy Floyd State Park,SP,all year, , ,E DW SH RS ,GA
-83.844,33.989,James Shackleford County Park,CP, , , ,NULL,GA
-81.413,31.106,Jekyll Island County Park,CP, , , ,WES DP FT DW SH ,GA
-85.167,33.602,John Tanner State Park,SP,all year, , ,E DP 40ft DW SH RS ,GA
-84.948,31.468,Kolomoki Mounds State Park,SP,all year, , ,E DP DW SH RS ,GA
-84.716,34.098,Lake Allatoona Military - Fort McPherson,MIL, , , ,RS ,GA
-83.780,34.955,Lake Chatuga,TVA,all year,10,1945,NH N$ ,GA
-84.650,34.861,Lake Conasauga,NF, ,35,3146,NH ND NS NR L$ ,GA
-84.650,34.857,Lake Conasauga Overflow,NF, ,13,3165,NR ,GA
-82.255,33.370,Lake Leitner Military,MIL, , , ,RS ,GA
-83.495,34.494,Lake Russell,NF, ,42, ,NH DP DW SH NR ,GA
-83.395,33.208,Lake Sinclair,NF,all year,61, ,WES DP DW SH RS PA ,GA
-83.970,34.739,Lake Winfield Scott,NF,mid apr-mid nov,44,2924,WES DW SH RS PA ,GA
-83.343,34.680,Lake Yonah County Park,CP, , , ,NULL,GA
-82.214,31.144,Laura S. Walker State Park,SP,all year, , ,E DP DW SH RS ,GA
-83.808,34.353,Laurel Park - Lake Lanier,CP, , , ,NULL,GA
-83.168,33.352,Lawrence Shoals,UTIL, ,63, ,W DP DW SH ,GA
-82.885,32.092,Little Ocmulgee State Park,SP,all year, , ,E DP 40ft DW SH RS ,GA
-81.185,31.988,Lotts Island Army Airfield RV Military - Hunter AAF,MIL, , , ,RS ,GA
-83.783,34.751,Low Gap Creek,NF, ,13,1815,NH NR ,GA
-84.689,34.181,Macedonia, , , , ,NH ND NS ,GA
-81.958,32.874,Magnolia Springs State Park,SP,all year, , ,E DP DW SH RS ,GA
-84.034,31.553,Marine Albany RV Military,MIL, , , ,RS ,GA
-84.952,33.447,McIntosh Reserve Park,CP, , , ,NH ND DW SH ,GA
-84.722,34.192,McKaskey Creek - Allatoona Lake,COE,mid mar-late aug, , ,WE DP DW SH RS PA ,GA
-84.693,34.115,McKinney - Allatoona Lake,COE,all year, , ,WE DP 50ft DW SH RS PA ,GA
-82.867,34.417,Miltown,COE,early may-late aug, , ,NH DP SH RS PA ,GA
-82.385,33.643,Mistletoe State Park,SP,all year, , ,E DW SH RS ,GA
-83.589,34.845,Moccasin Creek State Park,SP,all year, ,1881,E DP DW SH RS ,GA
-84.244,34.869,Morganton Point,NF,mid apr-late oct,82,1734,NH DW SH RS PA ,GA
-84.072,34.762,Mulky,NF, ,11,2197,NH ND NS NR ,GA
-83.826,33.448,Newton Factory Shoals Rec Area,CP, , , ,DW SH ,GA
-83.291,33.721,Oconee River,NF, ,5, ,NH ND NS NR ,GA
-83.200,33.293,Oconee Springs County Park,CP, , , ,WES DP DW SH ,GA
-83.949,34.222,Old Federal,COE,mid mar-mid nov, , ,E DP DW SH RS PA ,GA
-84.713,34.090,Old Hwy 41 - Allatoona Lake,COE,mid apr-late aug, , ,WES DP SH RS PA ,GA
-83.210,33.394,Old Salem,UTIL, ,120, ,WE DP DW SH ,GA
-84.138,31.617,Parks at Chehaw,CP, ,50, ,WE ,GA
-83.267,33.515,Parks Ferry,UTIL, ,85, ,WE DP DW SH ,GA
-83.259,31.701,Paulk City Park,CP, ,25, ,WES DP FT DW SH RS ,GA
-84.619,34.121,Payne - Allatoona Lake,COE,mid mar-late aug, , ,WES DP DW SH RS PA ,GA
-82.967,34.471,Paynes Creek,COE,early may-late aug, , ,WE DP DW SH RS PA ,GA
-82.261,33.660,Petersburg - Strom Thurmond Lake,COE,early mar-late nov, , ,WE DP 45ft DW SH RS PA ,GA
-85.083,34.586,Pocket,NF, ,56, ,NH NR ,GA
-82.315,33.689,Pointes West Military - Fort Gordon,MIL, , , ,RS ,GA
-84.098,34.948,Poteete Creek,CP, , ,1830,E DP DW SH ,GA
-85.156,33.024,Pyne Road Park,CP, ,24, ,E DP ,GA
-85.156,32.922,R Shaefer Heard,COE,early mar-mid oct, , ,WE DP 65ft DW SH RS PA ,GA
-83.474,34.754,Rabun Beach,NF, ,82,1832,E DP DW SH NR ,GA
-82.476,33.629,Raysville - Strom Thurmond Lake,COE,early mar-late sep, , ,E DP DW SH RS ,GA
-84.713,34.148,Red Top Mountain State Park,SP,all year, , ,RS ,GA
-83.540,31.161,Reed Bingham State Park,SP,all year, , ,E DP 50ft DW SH RS ,GA
-82.767,34.181,Richard B. Russell State Park,SP,all year, , ,E DW SH RS ,GA
-82.264,33.677,Ridge Road - Strom Thurmond Lake,COE,early apr-late sep, , ,WE DP DW SH RS ,GA
-84.600,34.650,Ridgeway, , , , ,NH ND NS L$ ,GA
-83.904,34.288,River Forks County Park,CP, ,73, ,WE DP DW SH ,GA
-84.857,30.739,River Junction - Lake Seminole,COE, ,16, ,NH ND DW SH NR ,GA
-84.911,32.245,Riverbend County Park,CP, , , ,NH ,GA
-80.852,32.022,Rivers End City Park,CP, , , ,WE DP DW SH ,GA
-84.759,34.531,Salacoa Creek Park,CP, ,35, ,WE DW SH ,GA
-83.558,34.961,Sandy Bottoms Rec. Area,NF, ,14,2313,NH NR ,GA
-83.264,34.928,Sarahs Creek,NF, ,27,2038,NH ND NS NR ,GA
-84.077,34.180,Sawnee,COE,mid mar-late aug, , ,E DP DW SH RS PA ,GA
-81.549,30.721,Sea Camp - Cumberland Island Natl Seashore,NP, ,16, ,NH ND VT DW SH RS ,GA
-83.501,34.753,Seed Campground,UTIL, , ,1779,NH ,GA
-84.879,30.805,Seminole State Park,SP,all year, , ,E DP DW SH RS ,GA
-84.037,34.210,Shady Grove,COE, , , ,WE DP DW SH NR ,GA
-84.014,34.166,Shoal Creek,COE, , , ,WE DP SH NR ,GA
-81.053,31.948,Skidaway Island State Park,SP,all year, , ,RS ,GA
-84.742,31.172,Spring Creek City Park,CP, ,7, ,WE ,GA
-82.822,34.441,Springfield,COE, , , ,WE NR ,GA
-85.219,33.015,Stateline,COE, , , ,WE NR ,GA
-82.361,30.827,Stephen C. Foster State Park,SP,all year, , ,E DP DW SH RS ,GA
-84.144,33.807,Stone Mountain Park Campground,AUTH,all year,430,1572,WES FT DW RS ,GA
-84.585,34.191,Sweetwater - Allatoona Lake,COE,mid mar-late aug, , ,WES DP DW SH RS PA ,GA
-83.400,34.740,Tallulah Gorge State Park,SP,all year, ,1539,E DW SH RS ,GA
-83.545,34.928,Tallulah River,NF, ,17,1975,NH NR ,GA
-85.262,33.734,Tally Valley County Park,CP, , , ,E DP DW SH ,GA
-83.553,34.954,Tate Branch,NF, ,19,2273,NH NR ,GA
-84.138,31.617,The Parks at Chehaw City,CP, , , ,WE DP DW SH ,GA
-83.358,34.594,Toccoa Falls College RV Park,CP, ,12, ,WES FT DW PA ,GA
-82.507,31.948,Towns Bluff County Park,CP, , , ,E DP DW SH ,GA
-82.005,30.831,Traders Hill County Park,CP, , , ,E DP DW SH ,GA
-83.082,34.502,Tugaloo State Park,SP,all year, , ,E DP 35ft DW SH RS ,GA
-84.959,32.306,Uchee Creek Military,MIL, , , ,RS ,GA
-83.722,34.724,Unicoi State Park,SP,all year, ,1698,RS ,GA
-83.784,34.790,Upper Chattahoochee River,NF, ,34,2214,NH NR ,GA
-84.679,34.203,Upper Stamp Creek - Allatoona Lake,COE,mid apr-late aug, , ,E DP DW SH RS PA ,GA
-85.143,33.811,VFW County Park,CP, , , ,E DP DW SH ,GA
-84.617,34.151,Victoria - Allatoona Lake,COE,mid mar-late sep, , ,WES DP DW SH RS PA ,GA
-83.159,34.299,Victoria Bryant State Park,SP,all year, , ,E DP DW SH RS ,GA
-83.918,34.768,Vogel State Park,SP,all year, ,2316,E DW SH RS ,GA
-83.963,34.335,War Hill, , , , ,NH ,GA
-83.567,32.593,Warner Robins AFB Military,MIL, , , ,RS ,GA
-82.842,34.344,Watsadlers,COE,all year, , ,WE DP DW SH RS PA ,GA
-83.075,34.026,Watson Mill Bridge State Park,SP,all year, , ,E DP DW SH RS ,GA
-85.183,33.022,Whitetail Ridge,COE,mid mar-late nov, , ,WE DP DW SH RS PA ,GA
-84.064,32.349,Whitewater Creek County Park,CP, ,48, ,WE DP DW SH ,GA
-83.619,34.828,Wildcat 1,NF, ,16,2536,NH NR ,GA
-83.626,34.832,Wildcat 2,NF, ,16,2667,NH NR ,GA
-82.289,33.639,Wildwood County Park,CP, ,61, ,E DP ,GA
-82.414,33.646,Winfield - Strom Thurmond Lake,COE,early mar-late sep, , ,WE DP DW SH RS ,GA
-84.641,34.627,Woodring Branch,COE,early apr-late oct, , ,WE DP DW SH RS PA ,GA
-84.721,34.090,World Famous Lake Military - Atlanta NAS,MIL, , , ,RS ,GA
-84.547,36.764,Alum Ford - Big South Fork Area,NP, , , ,NH ND PT NW NS NR ,KY
-86.454,37.624,Axtel - Rough River Lake,COE,mid apr-late oct,160, ,WE DP DW SH RS PA ,KY
-87.982,36.751,Bacon Creek - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-86.096,36.889,Baileys Point - Barren River Lake,COE,mid apr-mid oct,215, ,E DP DW SH RS PA ,KY
-88.204,36.908,Barge Island - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-86.062,36.854,Barren River Lake State Park,SP,early apr-late oct,100, ,WES DP DW SH RS PA L$ ,KY
-86.132,36.895,Barren River Tailwater,COE, ,50, ,WE DP FT DW SH RS ,KY
-86.027,36.930,Beaver Creek - Glasgow, , , , ,NH ND NS L$ ,KY
-84.317,37.029,Bee Rock Rec Area,NF, ,35, ,NH NR ,KY
-84.748,38.889,Big Bone Lick State Park,SP,early apr-late oct,60, ,E 45ft DW SH RS PA ,KY
-89.035,37.181,Big Turner Lake 1 - Ballard WMA,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-88.154,36.922,Birmingham Ferry/Smith Bay - LBL,NF, ,26, ,NH VT NS NR ,KY
-84.519,36.677,Blue Heron - Big South Fork Area,NP,early apr-late oct,50, ,E DP DW SH RS PA ,KY
-83.994,38.430,Blue Licks State Park,SP,early apr-mid nov,50, ,E DP DW SH RS PA ,KY
-84.876,38.499,Boat Ramp - Elmer Davis Lake - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-84.621,38.706,Boltz Lake Ramp - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-82.298,37.293,Breaks Interstate Park,SP, ,120,1715,RS ,KY
-83.012,38.203,Bruin Creek - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-83.470,37.345,Buckhorn  Dam Rec Area - Buckhorn Lake,COE,early may-late sep,33, ,E DP DW SH RS PA L$ ,KY
-84.640,38.799,Bullock Pen Lake Ramp - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-86.026,37.904,Camp Carlson Military - Fort Knox,MIL, , , ,RS ,KY
-88.210,36.996,Canal - Lake Barkley,COE,mid mar-late oct,110, ,WES DP DW SH RS PA ,KY
-83.003,37.231,Carr Creek State Park,SP,early apr-late nov,40, ,E RS PA ,KY
-83.118,38.372,Carter Caves State Park,SP,early apr-late oct,90, ,WES DP DW SH RS PA ,KY
-86.499,37.569,Cave Creek - Rough River Lake,COE,mid may-mid sep,85, ,WE DP NS RS PA L$ ,KY
-83.779,37.120,Clay County Campground,CP, , , ,E DP DW SH ,KY
-83.464,38.059,Clay Lick - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-83.586,38.046,Clear Creek Rec Area,NF, ,23, ,NH NR ,KY
-89.110,36.766,Columbus - Belmont State Park,SP,all year,40, ,WES DW SH RS PA ,KY
-88.048,36.962,Cravens Bay - LBL Lake Access,NF, ,27, ,NH DP FTVT NS NR ,KY
-84.329,36.845,Cumberland Falls State Park,SP,all year,50, ,E DP DW SH RS PA ,KY
-84.835,36.966,Cumberland Point - Lake Cumberland,COE,mid may-mid sep,30, ,WE DP DW SH RS ,KY
-85.284,36.654,Dale Hollow State Park,SP,early apr-late oct,145, ,WES DP DW SH RS PA ,KY
-87.455,36.656,Destiny Parks Military - Fort Campbell,MIL, , , ,RS ,KY
-87.964,36.795,Devils Elbow Recreation Area,COE, , , ,E NR ,KY
-86.131,37.319,Dog Creek - Nolin River Lake,COE,early may-mid sep,70, ,WE DP DW SH RS PA ,KY
-88.023,37.005,Eddy Creek Access - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-88.017,36.855,Energy Lake - LBL,NF, ,48, ,E ND FT DW SH NR ,KY
-88.197,37.023,Eureka - Lake Barkley,COE, ,23, ,WE DP FT DW SH RS ,KY
-84.826,36.951,Fall Creek, , ,10, ,E DP DW SH ,KY
-88.106,36.775,Fenton - LBL Lake Access,NF, ,13, ,E ND VT NS NR ,KY
-88.108,36.774,Fenton Lake Access - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-84.703,37.068,Fishing Creek - Lake Cumberland,CP, ,45, ,WE DP DW SH ,KY
-88.834,37.116,Fishing Pier - West Kentucky WMA,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-84.267,37.900,Fort Boonesborough State Park,SP,all year,165, ,WES DW SH RS PA ,KY
-83.616,38.388,Fox Valley Rec Area,CP, ,85, ,WE DP FT DW SH ,KY
-87.904,36.557,Gatlin Point - LBL,NF, ,19, ,NH ND VT DW NS NR ,KY
-84.602,36.975,General Burnside State Park,SP,early apr-late oct,95, ,E DP DW SH RS PA ,KY
-85.144,38.667,General Butler State Park,SP,all year,110, ,WES 45ft DW SH RS PA ,KY
-82.653,37.685,German Bridge - Dewey Lake,COE, ,40, ,NH DP DW SH NR ,KY
-88.281,37.018,Gilbertsville Ramp - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-82.342,37.438,Grapevine - Fishtrap Lake,COE, ,200, ,WE DP NR L$ ,KY
-83.015,38.212,Grayson Lake State Park,SP,early apr-late oct,70, ,E DP 60ft DW SH RS PA ,KY
-84.727,36.629,Great Meadows,NF, ,18, ,NH DW NR N$ ,KY
-85.337,37.272,Green River Lake State Park,SP,mid mar-mid dec,160, ,E DP DW SH RS PA ,KY
-82.890,38.487,Greenbo Lake State Park,SP,early apr-late oct,100, ,WES DP DW SH RS PA ,KY
-84.217,36.940,Grove Rec Area,NF,early apr-mid oct,53, ,E DP 50ft DW SH RS ,KY
-85.145,38.211,Guist Creek Lake County Park,CP, , , ,E DP DW SH ,KY
-85.131,36.871,Halcombs Landing - DFWR,SFW, , , ,NH ND VT NS NR N$ ,KY
-88.182,36.944,Hillman Ferry - LBL,NF, ,380, ,E DP DW SH NR ,KY
-84.267,36.982,Holly Bay Rec Area,NF,early apr-mid oct,130, ,E DP DW SH RS ,KY
-85.267,37.215,Holmes Bend - Green River Lake,COE,mid apr-mid oct, , ,WE DP DW SH RS PA ,KY
-86.237,37.202,Houchins Ferry  - Mammoth Cave National Park,NP, , , ,NH NR ,KY
-87.975,36.920,Hurricane Creek - Lake Barkley,COE,early may-late oct,50, ,WE DP 40ft DW SH RS PA ,KY
-82.729,37.697,Jenny Wiley State Park,SP,early apr-late oct,115, ,WES DP DW SH RS PA ,KY
-87.552,37.874,John J. Audubon State Park,SP,mid mar-late nov,70, ,E DP DW SH RS PA ,KY
-88.052,36.681,Jones Creek - Lake Access,NF, ,26, ,NR ,KY
-85.148,36.880,Kendall Rec Area - Lake Cumberland,COE,mid mar-late oct,120, ,WE DP FT DW SH RS PA ,KY
-88.148,36.762,Kenlake State Park,SP,early apr-late oct,90, ,E DP DW SH RS PA ,KY
-88.282,37.012,Kentucky Dam Village State Park,SP,early apr-late oct,220, ,E DP 60ft DW SH RS PA ,KY
-84.514,38.141,Kentucky Horse Park Campground,SP, ,270, ,WE DP 55ft DW SH RS PA ,KY
-84.278,38.721,Kincaid Lake State Park,SP,early apr-late oct,85, ,E DW SH RS PA ,KY
-83.633,37.784,Koomer Ridge Rec Area,NF, ,76, ,NH DW SH NR ,KY
-87.915,36.848,Lake Barkley State Park,SP,early apr-late oct,80, ,E DP DW SH RS PA ,KY
-85.062,36.910,Lake Cumberland State Park,SP,early apr-late oct,150, ,E DP DW SH RS PA ,KY
-85.279,38.435,Lake Jericho Recreation Area,UTIL, ,62, ,WES DP ,KY
-87.040,37.074,Lake Malone State Park,SP,all year,125, ,E DW SH RS PA ,KY
-87.856,37.615,Lake Mauzy - Higgins-Henry WMA,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-85.221,38.231,Lake Shelby Campground,CP, ,20, ,E DP DW SH L$ ,KY
-86.459,37.607,Laurel Branch - Rough River Lake,COE,all year,75, ,WE DP NS RS PA ,KY
-84.043,37.079,Levi Jackson Wilderness Road State Park,SP,all year,150, ,WES DP DW SH RS PA ,KY
-82.948,37.237,Littcarr - Carr Creek Lake,COE,early may-mid oct, , ,WES DP FT DW SH RS PA ,KY
-84.617,37.587,Logan-Hubble County Park,CP, , , ,E DW SH ,KY
-86.097,37.184,Mammoth Cave - Mammoth Cave National Park,NP,all year,100, ,NH DP DW SH RS PA ,KY
-83.731,38.642,Maysville River Park Marina,CP,early apr-late oct,43, ,WE DP FT DW SH ,KY
-87.894,36.871,Meschan Bridge Ramp - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-87.847,37.577,Moffitt Rec Area,CP, , , ,E DP DW SH ,KY
-86.234,37.319,Moutardier - Nolin River Lake,COE,mid apr-mid oct, , ,WES DP DW SH RS PA ,KY
-85.451,37.805,My Old Kentucky Home State Park,SP,early apr-late oct,40, ,E DP DW SH RS PA ,KY
-86.066,36.902,Narrows Boat Ramp - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-83.681,37.780,Natural Bridge State Park,SP,early apr-late oct,95, ,E DP DW SH RS PA ,KY
-88.200,36.988,Nickell Branch,NF, ,21, ,NH ND NS NR ,KY
-86.204,37.295,Nolin River State Park,SP,early apr-late oct,50, ,E DP DW SH RS PA ,KY
-83.380,38.062,North Fork - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-86.436,37.631,North Fork - Rough River Lake,COE,early may-mid sep,100, ,WE DP DW SH RS PA ,KY
-82.859,37.833,Paintsville Lake State Park,SP,all year,40, ,WES DP DW SH RS PA ,KY
-83.395,38.048,Paragon,NF, ,9, ,NH ND NS NR ,KY
-87.668,37.139,Pennyrile Forest State Park,SP,early apr-late oct,70, ,E DP FT DW SH RS PA ,KY
-85.322,37.246,Pikes Ridge - Green River Lake,COE,mid apr-mid sep,60, ,WES DP NS RS PA ,KY
-83.702,36.742,Pine Mountain State Park,SP, , , ,NR ,KY
-88.036,36.487,Piney  - LBL,NF, , , ,E DP DW SH NR ,KY
-88.169,36.937,Pisgah Bay - DFWR,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-82.909,36.963,Portal 31 RV Park,CP, ,20,1795,WE DP ,KY
-88.797,37.138,Ramp - West Kentucky WMA,SFW,all year, , ,NH ND VT NS NR N$ ,KY
-88.074,36.713,Redd Hollow - LBL,NF, ,39, ,NH ND VT NW NS NR ,KY
-84.331,37.385,Renfro Valley Boat Dock,CP, ,72, ,WE DP DW SH ,KY
-84.348,36.962,Rockcastle,NF, ,30, ,NH NR ,KY
-86.504,37.619,Rough River State Park,SP,early apr-late oct,65, ,E DP DW SH RS PA ,KY
-88.049,36.670,Rushing Creek - LBL,NF, ,56, ,NH DW SH NR ,KY
-85.169,36.827,Ryans Camp Ramp - DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
-84.073,37.385,S - Tree Rec Area,NF, ,20, ,NH NW NR N$ ,KY
-85.940,37.999,Salt River Rec Area,CP, , , ,NH ND NS L$ ,KY
-84.403,36.771,Sandhill RV Camp,CP, , , ,E DP DW SH ,KY
-88.146,36.897,Smith Bay - LBL,NF, ,16, ,NH ND VT NW NS NR ,KY
-85.301,37.288,Smith Ridge - Green River Lake,COE,mid may-mid sep, , ,WE DP DW SH RS PA ,KY
-88.126,36.856,Sugar Bay - LBL,NF, ,16, ,NH ND VT NW NS NR ,KY
-86.128,36.886,Tailwater Below Dam  - Barren River Lake,COE,early may-late aug,50, ,E DP 65ft DW SH RS PA N$ ,KY
-88.023,36.881,Taylor Bay - LBL,NF, ,35, ,NH ND VT NW NS NR ,KY
-85.230,38.034,Taylorsville Lake State Park,SP,early apr-late oct,40, ,E DP 60ft DW SH RS PA ,KY
-86.053,36.893,The Narrows - Barren River Lake,COE,early may-late aug,90, ,E DP DW SH RS PA ,KY
-83.367,37.271,Trace Branch - Buckhorn Lake,COE,early may-late sep,20, ,E DP DW SH RS PA L$ ,KY
-83.917,37.466,Turkey Foot Rec Area,NF, ,15, ,NH NW NR N$ ,KY
-83.491,38.096,Twin Knobs Rec Area,NF,mid may-late oct,623, ,WES DP 70ft DW SH RS ,KY
-88.198,36.965,Twin Lakes - LBL,NF, ,14, ,NH ND VT NW NS NR ,KY
-87.965,37.541,Union County Fair,CP, , , ,E DP ,KY
-86.791,37.905,Vastwood Co Park,CP,early apr-late oct,21, ,WE DP DW ,KY
-84.640,37.016,Waitsboro - Lake Cumberland,COE,early apr-late oct,25, ,WE DP DW SH RS ,KY
-86.074,36.811,Walnut Creek Marina,CP, ,33, ,WE ,KY
-86.131,37.344,Wax - Nolin River Lake,COE,early may-mid sep, , ,WES DP FT DW SH RS PA ,KY
-88.141,36.612,Wildcat - KY DFWR,SFW,early may-late sep, , ,NH ND VT NS NR N$ ,KY
