place_id,name,states,acres,owner_name,designation,ecoregion,ecoregion_rank,national_rank,rank_top500,in_top500,rank_top1000,in_top1000
7372,White Earth State Forest,MN,6892,Minnesota Department of Natural Resources,State Resource Management Area,Prairie-Forest Border,6,4008,,FALSE,505,TRUE
4034,Dugger Mountain Wilderness - Talladega National Forest,AL,8947,US Forest Service,National Forest,Cumberlands And Southern Ridge And Valley,16,4040,,FALSE,887,TRUE
900017,Apishapa,CO,13422,Colorado Division of Wildlife,State Conservation Area,Central Shortgrass Prairie,6,4041,,FALSE,384,TRUE
6634,Big Lazer Creek Wildlife Management Area,GA,5873,Georgia Department of Natural Resources,State Conservation Area,Piedmont,2,4051,123,TRUE,123,TRUE
2231,Little River Canyon National Preserve,AL,10965,National Park Service,Conservation Area,Cumberlands And Southern Ridge And Valley,17,4069,,FALSE,946,TRUE
6990,Cumberland Gap National Historical Park,"KY, TN, VA",7268,US National Park Service,National Park,Cumberlands And Southern Ridge And Valley,18,4079,,FALSE,974,TRUE
3932,St. Catherine Creek National Wildlife Refuge,"LA, MS",24714,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,5,4086,188,TRUE,188,TRUE
1633,Hillside National Wildlife Refuge,MS,15482,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,6,4094,319,TRUE,319,TRUE
900557,Tate's Hell State Forest,FL,202306,Trustees of the Internal Improvement Trust Fund,State Resource Management Area,East Gulf Coastal Plain,7,4102,,FALSE,632,TRUE
5279,Lynn Camp Creek NF Wilderness Study Area,VA,3227,USDA Forest Service,,Cumberlands And Southern Ridge And Valley,19,4129,,FALSE,918,TRUE
67,Gum Bay IRA - Apalachicola National Forest,FL,11443,US Forest Service,Inventoried Roadless Area,East Gulf Coastal Plain,8,4131,,FALSE,571,TRUE
1925,Kissimmee Prairie Preserve State Park,FL,53738,Trustees of the Internal Improvement Trust Fund,State Conservation Area,Florida Peninsula,6,4138,189,TRUE,189,TRUE
7501,Audubon of Kansas Unknown,NE,4377,Audubon of Kansas,Unknown,Dakota Mixed-Grass Prairie,9,4148,,FALSE,443,TRUE
5922,Big Bend Wildlife Management Area,FL,22595,Trustees of the Internal Improvement Trust Fund,State Conservation Area,East Gulf Coastal Plain,9,4157,,FALSE,506,TRUE
900474,Sabine National Forest,TX,120428,US Forest Service,National Forest,West Gulf Coastal Plain,3,4181,124,TRUE,124,TRUE
900181,Fishing Bay WMA,MD,22613,MD Department of Natural Resources,Wildlife Management Area,Chesapeake Bay Lowlands,7,4186,,FALSE,444,TRUE
5473,Monadnock Reservation,NH,2953,Society for the Protection of NH Forests,Nature,Lower New England / Northern Piedmont,5,4190,,FALSE,445,TRUE
3024,Pillsbury State Park,NH,4253,NH Department of Resources & Economic Development,State Park,Lower New England / Northern Piedmont,6,4195,320,TRUE,320,TRUE
3720,Bay Creek Wilderness - Shawnee National Forest,IL,2757,US Forest Service,National Forest,Interior Low Plateau,12,4213,,FALSE,747,TRUE
5885,Rookery Bay National Estuarine Research Reserve,FL,81039,Trustees of the Internal Improvement Trust Fund,State Conservation Area,Tropical Florida,12,4218,,FALSE,695,TRUE
5777,Calcasieu River,LA,8144,State Fish and Wildlife,State Conservation Area,West Gulf Coastal Plain,7,4231,,FALSE,507,TRUE
7627,Warwick State Forest,MA,3504,DCR - Division of State Parks and Recreation,State Forest,Lower New England / Northern Piedmont,7,4264,,FALSE,385,TRUE
7973,Lost Maples State Natural Area,TX,2876,Texas Parks and Wildlife Department,State Conservation Area,Edwards Plateau,1,4279,63,TRUE,63,TRUE
7163,State Game Land 311,PA,3766,PA Game Commission,State Land,Western Allegheny Plateau,2,4291,190,TRUE,190,TRUE
5796,Coastal Big Bend,FL,3268,The Nature Conservancy,Private Conservation,East Gulf Coastal Plain,10,4299,,FALSE,748,TRUE
2860,Beech Creek - Ouachita National Forest,"AR, OK",7276,US Forest Service,,Ouachita Mountains,9,4304,,FALSE,696,TRUE
1984,Lacassine National Wildlife Refuge,LA,33203,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,3,4330,255,TRUE,255,TRUE
68,Long Bay IRA - Apalachicola National Forest,FL,5726,US Forest Service,Inventoried Roadless Area,East Gulf Coastal Plain,11,4332,,FALSE,790,TRUE
5114,Cedar Bluff Wildlife Area,KS,11336,State Fish and Wildlife,State Conservation Area,Central Mixed-Grass Prairie,7,4333,,FALSE,386,TRUE
6219,City Greenspace,OR,3663,City of Forest Grove,Local Other,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,2,4357,125,TRUE,125,TRUE
2862,Blue Mountain IRA - Ouachita National Forest,AR,9755,US Forest Service,Inventoried Roadless Area,Ouachita Mountains,10,4362,,FALSE,633,TRUE
4069,Tensas River National Wildlife Refuge,LA,73226,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,7,4369,,FALSE,572,TRUE
3073,Pond Creek National Wildlife Refuge,AR,24744,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper West Gulf Coastal Plain,4,4372,256,TRUE,256,TRUE
6637,Hannahatchee Creek Wildlife Mgmt Area,GA,5207,Georgia Department of Natural Resources,State Conservation Area,East Gulf Coastal Plain,12,4381,126,TRUE,126,TRUE
6731,Yellowwood State Forest,IN,8807,"Indiana DNR, Forestry Division",State Conservation Area,Interior Low Plateau,13,4387,,FALSE,855,TRUE
2442,Maxwell National Wildlife Refuge,NM,2747,U.S. Fish & Wildlife Service,National Wildlife Refuge,Southern Shortgrass Prairie,5,4389,127,TRUE,127,TRUE
4307,Trinity River National Wildlife Refuge,TX,12096,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper West Gulf Coastal Plain,5,4394,321,TRUE,321,TRUE
6933,White Earth State Forest,MN,4337,Minnesota Department of Natural Resources,State Resource Management Area,Prairie-Forest Border,7,4399,,FALSE,446,TRUE
2863,Brush Heap IRA - Ouachita National Forest,AR,3805,US Forest Service,Inventoried Roadless Area,Ouachita Mountains,11,4404,,FALSE,749,TRUE
7507,McDonald-Dunn Research Forest,OR,13643,Oregon State University,State Resource Management Area,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,3,4410,257,TRUE,257,TRUE
3405,Sabine National Wildlife Refuge,LA,123071,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,4,4429,323,TRUE,323,TRUE
5532,Lake Greeson Wildlife Management Area,AR,31626,State Department of Natural Resources,State Conservation Area,Ouachita Mountains,12,4432,322,TRUE,322,TRUE
900147,Davy Crockett National Forest,TX,155568,US Forest Service,National Forest,West Gulf Coastal Plain,6,4439,,FALSE,509,TRUE
900400,October Mountain State Forest,MA,9355,DCR - Division of State Parks and Recreation,Area of Critical Environmental Concern,Lower New England / Northern Piedmont,8,4440,,FALSE,508,TRUE
2691,Neches River National Wildlife Refuge,TX,4368,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper West Gulf Coastal Plain,7,4449,,FALSE,387,TRUE
3734,Sheyenne - Sheyenne National Grassland,ND,14415,US Forest Service,Inventoried Roadless Area,Northern Tallgrass Prairie,3,4450,258,TRUE,258,TRUE
6086,State Game Land 331,PA,5260,PA Game Commission,State Land,Western Allegheny Plateau,3,4475,259,TRUE,259,TRUE
900097,Catahoula National Wildlife Refuge,LA,17825,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,8,4479,,FALSE,447,TRUE
2992,Piedmont National Wildlife Refuge,GA,34667,U.S. Fish & Wildlife Service,National Wildlife Refuge,Piedmont,3,4483,260,TRUE,260,TRUE
5576,Bridgestone/Firestone Wildlife Management Area,TN,7731,Tennessee Wildlife Resources Agency,State Conservation Area,Interior Low Plateau,14,4503,,FALSE,791,TRUE
5443,Perdido River Wildlife Management Area,"AL, FL",3464,"ADCNR, State Lands Division",State Conservation Area,East Gulf Coastal Plain,13,4508,,FALSE,697,TRUE
2426,Maplewood State Park,MN,8069,Minnesota Department of Natural Resources,State Park,Prairie-Forest Border,8,4509,261,TRUE,261,TRUE
6353,Centennial Wilderness Wildlife Management Area,TN,5962,Tennessee Wildlife Resources Agency,State Conservation Area,Interior Low Plateau,15,4512,,FALSE,510,TRUE
4088,Tewaukon National Wildlife Refuge,ND,4728,U.S. Fish & Wildlife Service,National Wildlife Refuge,Dakota Mixed-Grass Prairie,10,4526,,FALSE,634,TRUE
5714,Chickasawhatchee Wildlife Mgmt Area,GA,19538,Georgia Department of Natural Resources,State Conservation Area,East Gulf Coastal Plain,14,4530,,FALSE,823,TRUE
7871,Thief Lake State Wildlife Management Area,MN,49048,Minnesota Department of Natural Resources,State Conservation Area,Northern Tallgrass Prairie,4,4533,191,TRUE,191,TRUE
3926,Fort Meade Recreation Area ACEC - South Dakota Field Office,SD,6382,Bureau of Land Management,Area of Critical Environmental Concern,Black Hills,7,4539,,FALSE,573,TRUE
3928,South Mountains State Park Dedicated Nature Preserve - South Mountains State Park,NC,13626,"NC DENR, Division of Parks and Recreation",State Park,Piedmont,4,4565,192,TRUE,192,TRUE
7901,Cardigan Mountain State Forest,NH,5943,NH Department of Resources & Economic Development,State Forest,Lower New England / Northern Piedmont,9,4576,,FALSE,574,TRUE
2786,Alexander Springs Wilderness - Ocala National Forest,FL,7327,US Forest Service,National Forest,Florida Peninsula,7,4578,,FALSE,635,TRUE
2232,Little River National Wildlife Refuge,OK,14180,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper West Gulf Coastal Plain,8,4602,,FALSE,448,TRUE
7396,Quincy Bluff And Wetlands Natural Area,WI,2657,Wisconsin Department of Natural Resources,State Conservation Area,Prairie-Forest Border,9,4605,,FALSE,636,TRUE
6678,Little River Wildlife Management Area,LA,4171,State Fish and Wildlife,State Conservation Area,West Gulf Coastal Plain,8,4615,,FALSE,637,TRUE
2939,Panther Swamp National Wildlife Refuge,MS,33082,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,9,4617,,FALSE,638,TRUE
5951,Apalachicola River Water Management Area,FL,36222,Northwest Florida Water Management District,Watershed Protection Area,East Gulf Coastal Plain,15,4619,,FALSE,856,TRUE
620,Caddo Lake National Wildlife Refuge,TX,7163,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper West Gulf Coastal Plain,9,4641,,FALSE,575,TRUE
4831,Wilson Recreation Area,KS,21035,Unknown,Recreation Area,Central Mixed-Grass Prairie,8,4644,,FALSE,576,TRUE
6164,Sanganois State Fish and Wildlife Area,IL,10904,Other State Land,State Conservation Area,Central Tallgrass Prairie,1,4649,64,TRUE,64,TRUE
6925,State Game Land 074,PA,6568,PA Game Commission,State Land,Western Allegheny Plateau,4,4651,324,TRUE,324,TRUE
3160,Red River National Wildlife Refuge,LA,3098,U.S. Fish & Wildlife Service,National Wildlife Refuge,West Gulf Coastal Plain,9,4654,,FALSE,449,TRUE
3589,Sand Lake National Wildlife Refuge,SD,19485,U.S. Fish & Wildlife Service,National Wildlife Refuge,Dakota Mixed-Grass Prairie,11,4655,,FALSE,750,TRUE
5435,Apishapa,CO,11502,Colorado Division of Wildlife,State Conservation Area,Central Shortgrass Prairie,7,4676,,FALSE,511,TRUE
1641,Mogan Ridge IRA - Hoosier National Forest,IN,8019,US Forest Service,Inventoried Roadless Area,Interior Low Plateau,16,4678,,FALSE,888,TRUE
877,Clarence Cannon National Wildlife Refuge,MO,3734,U.S. Fish & Wildlife Service,National Wildlife Refuge,Central Tallgrass Prairie,2,4682,262,TRUE,262,TRUE
900483,San Bernard National Wildlife Refuge,TX,37663,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,5,4685,,FALSE,388,TRUE
6587,Friendshuh Game Production Area,SD,4544,State Fish and Wildlife,State Conservation Area,Black Hills,8,4688,,FALSE,512,TRUE
900569,Tidal Lands,VA,6847,Commonwealth of Virginia,State Land,Chesapeake Bay Lowlands,8,4689,,FALSE,577,TRUE
7013,Black Hills National Forest - Pactola Reservoir,SD,3515,Bureau of Reclamation & US Forest Service,National Forest,Black Hills,9,4691,,FALSE,450,TRUE
3309,Rocky Flats National Wildlife Refuge,CO,3890,U.S. Fish & Wildlife Service,National Wildlife Refuge,Central Shortgrass Prairie,8,4699,,FALSE,451,TRUE
900482,Sam Houston National Forest,TX,151423,US Forest Service,National Forest,Upper West Gulf Coastal Plain,10,4708,,FALSE,698,TRUE
1114,Des Lacs National Wildlife Refuge,ND,13876,U.S. Fish & Wildlife Service,National Wildlife Refuge,Fescue-Mixed Grass Prairie,3,4714,263,TRUE,263,TRUE
3733,Mcleod - Sheyenne National Grassland,ND,9088,US Forest Service,Inventoried Roadless Area,Northern Tallgrass Prairie,5,4723,,FALSE,452,TRUE
6151,Mockhorn Wildlife Management Area,VA,7341,VA Dept of Wildlife Resources,Wildlife Management Area,Chesapeake Bay Lowlands,9,4730,,FALSE,699,TRUE
7410,Mount Kearsarge State Forest,NH,3893,NH Department of Resources & Economic Development,State Forest,Lower New England / Northern Piedmont,10,4734,,FALSE,751,TRUE
3731,Delamere - Sheyenne National Grassland,ND,5030,US Forest Service,Inventoried Roadless Area,Northern Tallgrass Prairie,6,4737,325,TRUE,325,TRUE
6421,Mount Washington State Forest,"CT, MA, NY",3158,DCR - Division of State Parks and Recreation,Area of Critical Environmental Concern,Lower New England / Northern Piedmont,11,4749,,FALSE,639,TRUE
2592,Morgan Brake National Wildlife Refuge,MS,7423,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,10,4762,,FALSE,700,TRUE
8121,Wild and Scenic Rivers - Recreational - Lewis And Clark Recreation Area,"NE, SD",3143,Unknown,Wild and Scenic River,Dakota Mixed-Grass Prairie,12,4763,,FALSE,701,TRUE
900332,Lower Rio Grande Valley National Wildlife Refuge,TX,40637,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,6,4764,193,TRUE,193,TRUE
1501,Grulla National Wildlife Refuge,NM,3231,U.S. Fish & Wildlife Service,National Wildlife Refuge,Southern Shortgrass Prairie,6,4768,,FALSE,640,TRUE
1079,D 'Arbonne National Wildlife Refuge,LA,17638,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper West Gulf Coastal Plain,11,4772,,FALSE,641,TRUE
6605,Hill Country State Natural Area,TX,5382,Texas Parks and Wildlife Department,State Conservation Area,Edwards Plateau,2,4774,194,TRUE,194,TRUE
900608,Wendell State Forest,MA,6140,DCR - Division of State Parks and Recreation,State Forest,Lower New England / Northern Piedmont,12,4777,,FALSE,702,TRUE
5581,Brasher State Forest,NY,4537,NYS Department of Environmental Conservation,State Forest,St. Lawrence - Champlain Valley,5,4780,,FALSE,389,TRUE
267,Bayou Cocodrie National Wildlife Refuge,LA,13613,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,11,4782,,FALSE,824,TRUE
1444,Glacial Ridge National Wildlife Refuge,MN,7943,U.S. Fish & Wildlife Service,National Wildlife Refuge,Northern Tallgrass Prairie,7,4788,,FALSE,390,TRUE
177,Atchafalaya National Wildlife Refuge,LA,15276,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,12,4792,,FALSE,752,TRUE
197,Balcones Canyonlands National Wildlife Refuge,TX,14164,U.S. Fish & Wildlife Service,National Wildlife Refuge,Edwards Plateau,3,4795,264,TRUE,264,TRUE
2240,Loess Bluffs National Wildlife Refuge,MO,7442,U.S. Fish & Wildlife Service,National Wildlife Refuge,Central Tallgrass Prairie,3,4797,195,TRUE,195,TRUE
711,Cat Island National Wildlife Refuge,LA,10660,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,13,4805,,FALSE,792,TRUE
4032,Blue Mountain IRA - Talladega National Forest,AL,4242,US Forest Service,Inventoried Roadless Area,Piedmont,5,4807,,FALSE,391,TRUE
6467,Cimarron Bluff Wildlife Management Area,OK,3631,Department of Wildlife Conservation,State Conservation Area,Central Mixed-Grass Prairie,9,4811,,FALSE,642,TRUE
3358,Lesser Prairie Chicken Habitat ACEC - Roswell Field Office,NM,48988,Bureau of Land Management,Area of Critical Environmental Concern,Southern Shortgrass Prairie,7,4813,,FALSE,453,TRUE
1591,Haw Creek Preserve State Park,FL,2494,Trustees of the Internal Improvement Trust Fund,State Conservation Area,Florida Peninsula,8,4824,,FALSE,513,TRUE
3735,Venlo - Sheyenne National Grassland,ND,5269,US Forest Service,Inventoried Roadless Area,Northern Tallgrass Prairie,8,4829,,FALSE,578,TRUE
8028,South Mountains Game Land Dedicated Nature Preserve - South Mountains Game Land,NC,18177,NC Wildlife Resources Commission,,Piedmont,6,4837,,FALSE,579,TRUE
320,Big Boggy National Wildlife Refuge,TX,4188,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,7,4844,,FALSE,454,TRUE
1031,Coyote Creek State Park,NM,7306,State Park & Recreation,State Park,Southern Shortgrass Prairie,8,4845,,FALSE,580,TRUE
13,Anahuac National Wildlife Refuge,TX,34911,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,8,4847,,FALSE,514,TRUE
5308,Cimarron Bluff Wildlife Management Area,OK,3075,Department of Wildlife Conservation,State Conservation Area,Central Mixed-Grass Prairie,10,4850,,FALSE,515,TRUE
6898,State Game Land 262,PA,5420,PA Game Commission,State Land,Western Allegheny Plateau,5,4861,,FALSE,455,TRUE
7240,Okaloacoochee Slough State Forest,FL,32033,South Florida Water Management District,State Resource Management Area,Florida Peninsula,9,4862,,FALSE,703,TRUE
6355,Freezout Lake Wildlife Management Area,MT,6449,Unknown,Conservation Area,Fescue-Mixed Grass Prairie,4,4867,196,TRUE,196,TRUE
6285,West Bijou Site - Fee,CO,5711,West Arapahoe Conservation District,Private Conservation,Central Shortgrass Prairie,9,4871,,FALSE,581,TRUE
5667,Rockefeller Wildlife Refuge,LA,85813,State Department of Natural Resources,State Conservation Area,Gulf Coast Prairies And Marshes,9,4881,,FALSE,582,TRUE
3732,Durler - Sheyenne National Grassland,ND,12248,US Forest Service,Inventoried Roadless Area,Northern Tallgrass Prairie,9,4883,,FALSE,704,TRUE
6842,Black River State Forest,WI,3242,Wisconsin Department of Natural Resources,State Conservation Area,Prairie-Forest Border,10,4888,,FALSE,753,TRUE
1924,Saline Bayou W - Kisatchie National Forest,LA,3516,US Forest Service,Wild and Scenic River,Upper West Gulf Coastal Plain,12,4891,,FALSE,754,TRUE
619,Cache River National Wildlife Refuge,AR,2940,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,14,4896,,FALSE,516,TRUE
6837,State Game Land 174,PA,3957,PA Game Commission,State Land,Western Allegheny Plateau,6,4904,,FALSE,583,TRUE
6469,Hulah Wildlife Management Area,"KS, OK",19828,Department of Wildlife Conservation,State Conservation Area,Osage Plains/Flint Hills Prairie,1,4906,65,TRUE,65,TRUE
4446,Upper Mississippi River National Wildlife And Fish Refuge,"IL, MN, WI",29389,U.S. Fish & Wildlife Service,National Wildlife Refuge,Prairie-Forest Border,11,4917,,FALSE,705,TRUE
5698,Marsh Island Wildlife Refuge,LA,70769,State Department of Natural Resources,State Conservation Area,Gulf Coast Prairies And Marshes,10,4921,,FALSE,643,TRUE
618,Cache River National Wildlife Refuge,AR,35156,U.S. Fish & Wildlife Service,National Wildlife Refuge,Mississippi River Alluvial Plain,15,4923,,FALSE,889,TRUE
2668,Muleshoe National Wildlife Refuge,TX,5746,U.S. Fish & Wildlife Service,National Wildlife Refuge,Southern Shortgrass Prairie,9,4939,,FALSE,706,TRUE
6388,Caravelle Ranch Wildlife Management Area,FL,3701,Trustees of the Internal Improvement Trust Fund,State Conservation Area,Florida Peninsula,10,4941,,FALSE,825,TRUE
7305,Big Lake,"AR, MO",10803,State Fish and Wildlife,State Recreation Area,Mississippi River Alluvial Plain,16,4951,,FALSE,857,TRUE
1343,Flint Hills National Wildlife Refuge,KS,18552,U.S. Fish & Wildlife Service,National Wildlife Refuge,Osage Plains/Flint Hills Prairie,2,4972,197,TRUE,197,TRUE
3169,Reelfoot National Wildlife Refuge,TN,3359,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper East Gulf Coastal Plain,2,4977,,FALSE,392,TRUE
6953,Beaches Lake State Wildlife Management Area,MN,28009,Minnesota Department of Natural Resources,State Conservation Area,Northern Tallgrass Prairie,10,4984,,FALSE,644,TRUE
1638,Sandy Creek Rare Ii Area IRA - Homochitto National Forest,MS,2618,US Forest Service,Inventoried Roadless Area,Upper East Gulf Coastal Plain,3,4996,198,TRUE,198,TRUE
6610,Pass A Loutre Wildlife Management Area,LA,115322,State Fish and Wildlife,State Conservation Area,Gulf Coast Prairies And Marshes,11,4997,,FALSE,707,TRUE
6771,Sauvie Island Wildlife Area,OR,11091,Unknown,State Conservation Area,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,4,5001,199,TRUE,199,TRUE
5359,Deal Island WMA,MD,10340,MD Department of Natural Resources,Wildlife Management Area,Chesapeake Bay Lowlands,10,5002,,FALSE,755,TRUE
5218,Cape Cod National Seashore,MA,8874,US Department of the Interior,Area of Critical Environmental Concern,North Atlantic Coast,1,5005,66,TRUE,66,TRUE
3972,St. Sebastian River Preserve State Park,FL,21514,Trustees of the Internal Improvement Trust Fund,State Conservation Area,Florida Peninsula,11,5018,,FALSE,584,TRUE
6094,Pocomoke River State Forest,MD,4281,MD Department of Natural Resources,State Forest,Chesapeake Bay Lowlands,11,5019,,FALSE,517,TRUE
2785,Alexander Springs Creek IRA - Ocala National Forest,FL,2919,US Forest Service,Inventoried Roadless Area,Florida Peninsula,12,5025,,FALSE,890,TRUE
816,Chautauqua National Wildlife Refuge,IL,4805,U.S. Fish & Wildlife Service,National Wildlife Refuge,Central Tallgrass Prairie,4,5028,,FALSE,393,TRUE
651,Cameron Prairie National Wildlife Refuge,LA,23568,U.S. Fish & Wildlife Service,National Wildlife Refuge,Gulf Coast Prairies And Marshes,12,5042,,FALSE,756,TRUE
4603,Waubay National Wildlife Refuge,SD,4631,U.S. Fish & Wildlife Service,National Wildlife Refuge,Northern Tallgrass Prairie,11,5044,,FALSE,518,TRUE
5764,Shanks (Ted) Conservation Area,MO,4027,Unknown,State Conservation Area,Central Tallgrass Prairie,5,5052,326,TRUE,326,TRUE
6682,Camp Beauregard Wildlife Management Area,LA,12606,State Department of Natural Resources,State Conservation Area,West Gulf Coastal Plain,10,5053,,FALSE,708,TRUE
7134,Lake Okeechobee Sanctuaries,FL,17546,Trustees of the Internal Improvement Trust Fund,Private Conservation,Florida Peninsula,13,5062,,FALSE,858,TRUE
2030,Lake Woodruff National Wildlife Refuge,FL,16439,U.S. Fish & Wildlife Service,National Wildlife Refuge,Florida Peninsula,14,5070,,FALSE,456,TRUE
3722,Burke Branch IRA - Shawnee National Forest,IL,6192,US Forest Service,Inventoried Roadless Area,Upper East Gulf Coastal Plain,4,5082,327,TRUE,327,TRUE
3360,Mescalero Sands ACEC - Roswell Field Office,NM,5757,Bureau of Land Management,Area of Critical Environmental Concern,Southern Shortgrass Prairie,10,5104,,FALSE,757,TRUE
2427,Marais Des Cygnes National Wildlife Refuge,"KS, MO",6991,U.S. Fish & Wildlife Service,National Wildlife Refuge,Osage Plains/Flint Hills Prairie,3,5106,128,TRUE,128,TRUE
3361,Roswell Cave Complex - Roswell Field Office,NM,4066,Bureau of Land Management,Area of Critical Environmental Concern,Southern Shortgrass Prairie,11,5107,328,TRUE,328,TRUE
326,Big Stone National Wildlife Refuge,MN,11308,U.S. Fish & Wildlife Service,National Wildlife Refuge,Northern Tallgrass Prairie,12,5123,,FALSE,758,TRUE
900074,Brasher State Forest,NY,11832,NYS Department of Environmental Conservation,State Forest,St. Lawrence - Champlain Valley,6,5125,,FALSE,519,TRUE
5672,Alexander State Forest Wildlife Management Area,LA,8452,State Department of Agriculture,State Conservation Area,West Gulf Coastal Plain,11,5126,,FALSE,585,TRUE
6623,Fish Creek Wma,NY,4558,NYS Department of Environmental Conservation,Wildlife Management Area,St. Lawrence - Champlain Valley,7,5136,,FALSE,457,TRUE
8113,East Lynn Lake Wildlife Management Area,WV,24791,Army Corps of Engineers,Wildlife Management Area,Western Allegheny Plateau,7,5137,,FALSE,709,TRUE
1585,Hatchie National Wildlife Refuge,TN,9437,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper East Gulf Coastal Plain,5,5153,,FALSE,458,TRUE
900198,Freedom Hills Wildlife Management Area,AL,26711,"ADCNR, Division of Wildlife and Freshwater Fisheries / Alabama Forever Wild Land Trust",State Conservation Area,Upper East Gulf Coastal Plain,6,5155,129,TRUE,129,TRUE
6619,Upper And Lower Lakes Wma,NY,8810,NYS Department of Environmental Conservation,Wildlife Management Area,St. Lawrence - Champlain Valley,8,5165,200,TRUE,200,TRUE
900065,Bombay Hook National Wildlife Refuge,DE,12555,US Fish and Wildlife Service,National Wildlife Refuge,North Atlantic Coast,2,5199,130,TRUE,130,TRUE
6204,Prime Hook National Wildlife Refuge,DE,2755,US Fish and Wildlife Service,National Wildlife Refuge,Chesapeake Bay Lowlands,12,5206,,FALSE,645,TRUE
2982,Pee Dee National Wildlife Refuge,NC,7548,U.S. Fish & Wildlife Service,National Wildlife Refuge,Piedmont,8,5218,,FALSE,459,TRUE
5325,Beaver River Wildlife Management Area,OK,18741,Department of Wildlife Conservation,State Conservation Area,Central Shortgrass Prairie,12,5224,,FALSE,646,TRUE
7667,Fishing Creek Wildlife Management Area - J. Strom Thurmond Recreation Area,GA,2730,Unknown & Army Corps of Engineers,State Park,Piedmont,9,5227,,FALSE,520,TRUE
5130,Burnsville Lake Wildlife Management Area,WV,13268,Army Corps of Engineers,Wildlife Management Area,Western Allegheny Plateau,11,5243,,FALSE,647,TRUE
4826,Embro Game Land,NC,3865,NC Wildlife Resources Commission,Conservation Area,Piedmont,10,5246,,FALSE,648,TRUE
2980,Pecos National Historical Park,NM,6026,National Park Service,Historic or Cultural Area,Southern Shortgrass Prairie,12,5248,,FALSE,521,TRUE
3124,Prince Gallitzin State Park,PA,5637,PA Bureau of State Parks,State Park,Western Allegheny Plateau,13,5266,,FALSE,394,TRUE
3216,Ridgefield National Wildlife Refuge,WA,2684,U.S. Fish & Wildlife Service,National Wildlife Refuge,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,5,5270,329,TRUE,329,TRUE
2981,Pedernales Falls State Park,TX,4009,Texas Parks and Wildlife Department,State Park,Edwards Plateau,4,5275,,FALSE,586,TRUE
5133,Lower Wisconsin State Riverway,WI,3693,Wisconsin Department of Natural Resources,State Conservation Area,Prairie-Forest Border,12,5288,,FALSE,395,TRUE
4014,Swan Lake National Wildlife Refuge,MO,9891,U.S. Fish & Wildlife Service,National Wildlife Refuge,Central Tallgrass Prairie,6,5294,,FALSE,522,TRUE
956,Colorado Bend State Park,TX,4749,Texas Parks and Wildlife Department,State Park,Edwards Plateau,5,5298,330,TRUE,330,TRUE
2006,Lake Hope State Park,OH,2622,Ohio Department of Natural Resources,State Park,Western Allegheny Plateau,14,5310,,FALSE,523,TRUE
4986,Deer Ridge Conservation Area,MO,6037,Unknown,State Conservation Area,Central Tallgrass Prairie,7,5344,,FALSE,460,TRUE
5649,Tuttle Creek Recreation Area,KS,33531,Unknown,Recreation Area,Osage Plains/Flint Hills Prairie,4,5345,265,TRUE,265,TRUE
7042,Mason Mountain Wildlife Management Area,TX,5307,Texas Parks and Wildlife Department,State Conservation Area,Edwards Plateau,6,5360,131,TRUE,131,TRUE
