place_id,name,states,acres,owner_name,designation,ecoregion,ecoregion_rank,national_rank,rank_top500,in_top500,rank_top1000,in_top1000
2061,Land Between The Lakes - Land Between the Lakes Other,"KY, TN",168344,US Forest Service,National Recreation Area,Upper East Gulf Coastal Plain,7,5363,,FALSE,524,TRUE
6621,Wilson Hill Wma,NY,4039,NYS Department of Environmental Conservation,Wildlife Management Area,St. Lawrence - Champlain Valley,9,5396,,FALSE,587,TRUE
6297,Truman Reservoir Management Lands - Harry Truman Recreation Area,MO,6706,Unknown & Unknown,,Osage Plains/Flint Hills Prairie,5,5405,331,TRUE,331,TRUE
1896,Kickapoo Cavern State Park,TX,6391,Texas Parks and Wildlife Department,State Park,Edwards Plateau,7,5410,,FALSE,396,TRUE
6036,Rice Lake State Fish and Wildlife Area,IL,7061,Other State Land,State Conservation Area,Central Tallgrass Prairie,8,5417,,FALSE,588,TRUE
7122,Clark Hill Wildlife Management Area - J. Strom Thurmond Recreation Area,GA,17597,Unknown & Army Corps of Engineers,State Park,Piedmont,13,5421,332,TRUE,332,TRUE
7990,Kerr Wildlife Management Area,TX,6514,Texas Parks and Wildlife Department,State Conservation Area,Edwards Plateau,8,5439,,FALSE,461,TRUE
7268,Lake Odessa Wildlife Management Area - Ms Rv Pools 11-22 Recreation Area,IA,3996,Unknown & Army Corps of Engineers,State Conservation Area,Central Tallgrass Prairie,9,5493,,FALSE,649,TRUE
1078,Cypress Creek National Wildlife Refuge,IL,9265,U.S. Fish & Wildlife Service,National Wildlife Refuge,Upper East Gulf Coastal Plain,8,5497,,FALSE,650,TRUE
4894,Skiatook Wildlife Management Area,OK,7263,Department of Wildlife Conservation,State Conservation Area,Osage Plains/Flint Hills Prairie,6,5518,,FALSE,462,TRUE
5749,Peaslee Wildlife Management Area,NJ,2759,New Jersey Department of Environmental Protection,Wildlife Management Area,North Atlantic Coast,3,5529,201,TRUE,201,TRUE
4954,Battle Mountain Game Production Area,SD,3066,State Fish and Wildlife,State Conservation Area,Black Hills,10,5538,,FALSE,651,TRUE
5269,Erie National Wildlife Refuge,PA,9003,US Fish and Wildlife Service,National Wildlife Refuge,Western Allegheny Plateau,19,5542,132,TRUE,132,TRUE
5157,Kaw Wildlife Management Area,OK,3047,Department of Wildlife Conservation,State Conservation Area,Osage Plains/Flint Hills Prairie,7,5561,,FALSE,397,TRUE
5428,Oologah Wildlife Management Area,OK,15918,Department of Wildlife Conservation,State Conservation Area,Osage Plains/Flint Hills Prairie,8,5581,,FALSE,589,TRUE
6024,Perch River Wma,NY,7124,NYS Department of Environmental Conservation,Wildlife Management Area,St. Lawrence - Champlain Valley,10,5652,,FALSE,652,TRUE
900239,Greenwood Forest Wildlife Management Area,NJ,6806,New Jersey Department of Environmental Protection,Wildlife Management Area,North Atlantic Coast,4,5664,,FALSE,590,TRUE
4964,Flat River State Game Area,MI,8614,Michigan Department of Natural Resources,State Conservation Area,North Central Tillplain,1,5666,67,TRUE,67,TRUE
6142,Woodson State Fishing Lake And Wildlife Area,KS,2471,State Fish and Wildlife,State Recreation Area,Osage Plains/Flint Hills Prairie,9,5673,,FALSE,653,TRUE
5545,Lauderdale Wildlife Management Area,AL,4568,Unknown,Conservation Area,Upper East Gulf Coastal Plain,10,5698,,FALSE,591,TRUE
900579,Tuckahoe Wildlife Management Area,NJ,9874,New Jersey Department of Environmental Protection,Wildlife Management Area,North Atlantic Coast,5,5709,,FALSE,398,TRUE
6598,Barry State Game Area,MI,15589,Michigan Department of Natural Resources,State Conservation Area,North Central Tillplain,2,5755,,FALSE,399,TRUE
5070,Kaw Wildlife Management Area,OK,7433,Department of Wildlife Conservation,State Conservation Area,Osage Plains/Flint Hills Prairie,10,5758,,FALSE,525,TRUE
4830,Union Ridge Conservation Area,MO,8208,Unknown,State Conservation Area,Central Tallgrass Prairie,11,5764,133,TRUE,133,TRUE
5924,State-owned Submerged Lands - Millers Ferry Lock Recreation Area,AL,4788,Unknown & State of Alabama,,Upper East Gulf Coastal Plain,11,5779,266,TRUE,266,TRUE
1646,Hugo Lake State Park,OK,6376,Tourism and Recreation Department,State Park,Crosstimbers And Southern Tallgrass Prairie,1,5787,68,TRUE,68,TRUE
7047,Hords Creek Recreation Area,TX,2855,Unknown,Recreation Management Area,Edwards Plateau,9,5795,,FALSE,654,TRUE
4876,Delaware Bayshore,NJ,2634,Wildlife Preserves,Nature,North Atlantic Coast,6,5823,,FALSE,526,TRUE
621,Caddo National Grassland,TX,10772,US Forest Service,,Crosstimbers And Southern Tallgrass Prairie,2,5840,202,TRUE,202,TRUE
5695,Makepeace Lake Wildlife Management Area,NJ,2525,New Jersey Department of Environmental Protection,Wildlife Management Area,North Atlantic Coast,7,5856,,FALSE,655,TRUE
6603,Yankee Springs Recreation Area,MI,4595,Michigan Department of Natural Resources,State Recreation Area,North Central Tillplain,3,5859,333,TRUE,333,TRUE
8011,Myles Standish State Forest,MA,4448,DCR - Division of State Parks and Recreation,State Forest,North Atlantic Coast,8,5871,267,TRUE,267,TRUE
7749,Cross Timbers Wildlife Management Area,OK,8010,Department of Wildlife Conservation,State Conservation Area,Crosstimbers And Southern Tallgrass Prairie,3,5874,268,TRUE,268,TRUE
7551,Tranquility Wildlife Area,OH,4469,Ohio Department of Natural Resources,State Conservation Area,North Central Tillplain,4,5882,203,TRUE,203,TRUE
1091,Deep Fork National Wildlife Refuge,OK,7388,U.S. Fish & Wildlife Service,National Wildlife Refuge,Crosstimbers And Southern Tallgrass Prairie,4,5917,,FALSE,463,TRUE
6190,Milford Neck Preserve,DE,3006,Delaware Wild Lands Inc,Nature,North Atlantic Coast,10,5919,334,TRUE,334,TRUE
2902,Paint Creek State Park - Paint Creek Recreation Area,OH,2490,Unknown & Army Corps of Engineers,State Recreation Area,North Central Tillplain,5,5955,269,TRUE,269,TRUE
7691,Lake Chickasha,OK,5100,City of Chickasha,Local Recreation Area,Crosstimbers And Southern Tallgrass Prairie,5,5987,134,TRUE,134,TRUE
6572,Great Swamp Management Area,RI,2838,RI Department of Environmental Management,State Forest,North Atlantic Coast,12,6052,,FALSE,464,TRUE
5266,Hunting Area - Blue River Public Fishing,OK,3216,Department of Wildlife Conservation,State Conservation Area,Crosstimbers And Southern Tallgrass Prairie,6,6139,,FALSE,400,TRUE
6490,Rogue River State Game Area,MI,5719,Michigan Department of Natural Resources,State Conservation Area,North Central Tillplain,6,6156,,FALSE,527,TRUE
7362,Brookville Recreation Area,IN,16834,Unknown,Recreation Area,North Central Tillplain,7,6157,135,TRUE,135,TRUE
7388,Belton Recreation Area,TX,24797,Unknown,Recreation Management Area,Edwards Plateau,11,6169,,FALSE,528,TRUE
7147,Langston State Game Area,MI,3259,Michigan Department of Natural Resources,State Conservation Area,North Central Tillplain,8,6172,,FALSE,592,TRUE
6900,Proctor Recreation Area,TX,9118,Unknown,Recreation Management Area,Crosstimbers And Southern Tallgrass Prairie,7,6185,,FALSE,529,TRUE
5319,Big Lake Bottom Wildlife Management Area,TX,3845,Texas Parks and Wildlife Department,State Conservation Area,Crosstimbers And Southern Tallgrass Prairie,9,6302,,FALSE,656,TRUE
900461,Richland Creek Wildlife Management Area,TX,14345,Texas Parks and Wildlife Department,State Conservation Area,Crosstimbers And Southern Tallgrass Prairie,11,6323,,FALSE,593,TRUE
7949,Whitney Point Recreation Area,TX,43345,Unknown,Recreation Management Area,Crosstimbers And Southern Tallgrass Prairie,12,6327,335,TRUE,335,TRUE
3076,Potato Creek State Park,IN,3586,"Indiana DNR, State Parks and Reservoirs Division",State Park,North Central Tillplain,10,6331,,FALSE,657,TRUE
6887,Chaparral Wildlife Management Area,TX,15190,Texas Parks and Wildlife Department,State Conservation Area,Tamaulipan Thorn Scrub,2,6345,136,TRUE,136,TRUE
4881,Miller Peninsula,WA,2893,Washington State Parks and Recreation Commission (SPRC),State Park,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,5,6351,336,TRUE,336,TRUE
5410,Killdeer Plains Wildlife Area,OH,8456,Ohio Department of Natural Resources,State Conservation Area,North Central Tillplain,11,6386,,FALSE,465,TRUE
7007,Fern Ridge Wildlife Area,OR,3038,Unknown,State Conservation Area,Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests,8,6400,,FALSE,401,TRUE
6449,Skagit-Snoqualmie Wildlife Area Complex,WA,2498,Washington State Department of Fish & Wildlife (WDFW),State Conservation Area,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,6,6727,270,TRUE,270,TRUE
