"place_id","name","owner","eco_id","eco_name","states","acres","facets","veg","footprint","gap_min","gap_max","national_rank","ecoregion_rank","score_veg","score_facet_pct_eco","score_evt_pct_eco","score_intact","score_mgmt","score_desig","landscape_score","selection_score","landform_diff_min","veg_diff_min","combined_diff_50_50","complementarity_acres","quality_cutoff_rank","candidate_pool_size","weight_complementarity","weight_facets","weight_veg","weight_intact","weight_facet_pct_eco","weight_evt_pct_eco","weight_mgmt","weight_desig","run_id","run_ts","run_label","rank_top1000"
"900404","Olympic National Park","NPS",17041,"Pacific Northwest Coast","WA","896742","173","32","0.009",1,1,"1","1","53.4","100.0","62.8","98.8",100,100,"89.87","89.87",NULL,NULL,NULL,NULL,12,40,"0.20","5","5","30","20","20","15","5","726","2026-03-24 16:58:48.407302","iterative_landform_veg_top_pct_floor_v2","1"
"2778","North Cascades National Park","NPS",17039,"North Cascades","WA","499355","47","40","0.006",1,1,"2","1","67.2","53.1","100.0","99.2",100,100,"85.08","85.08",NULL,NULL,NULL,NULL,12,42,"0.20","5","5","30","20","20","15","5","711","2026-03-24 16:57:43.875336","iterative_landform_veg_top_pct_floor_v2","2"
"900221","Grand Canyon National Park","NPS",17091,"Colorado Plateau","AZ","1157563","101","59","0.006",1,1,"4","1","100.0","42.1","67.1","99.2",100,100,"79.51","79.51",NULL,NULL,NULL,NULL,33,161,"0.20","5","5","30","20","20","15","5","663","2026-03-24 16:54:13.777996","iterative_landform_veg_top_pct_floor_v2","3"
"900209","Glacier National Park","NPS",17030,"Canadian Rocky Mountains","MT","992628","166","27","0.003",1,1,"5","1","44.8","53.5","45.0","99.6",100,100,"76.62","76.62",NULL,NULL,NULL,NULL,39,192,"0.20","5","5","30","20","20","15","5","684","2026-03-24 16:55:48.05942","iterative_landform_veg_top_pct_floor_v2","4"
"900242","Guadalupe Mountains National Park","NPS",17090,"Chihuahuan Desert","TX","87068","89","47","0.005",1,1,"6","1","79.3","47.4","51.9","99.3",100,100,"76.18","76.18",NULL,NULL,NULL,NULL,12,41,"0.20","5","5","30","20","20","15","5","721","2026-03-24 16:58:26.646517","iterative_landform_veg_top_pct_floor_v2","5"
"900516","Sequoia National Park","NPS",17043,"Sierra Nevada","CA","404600","115","28","0.006",1,2,"7","1","46.6","68.7","32.7","99.2",100,100,"75.69","75.69",NULL,NULL,NULL,NULL,28,140,"0.20","5","5","30","20","20","15","5","706","2026-03-24 16:57:22.192493","iterative_landform_veg_top_pct_floor_v2","6"
"900155","Desolation Canyon - Price Field Office","BLM",17047,"Utah High Plateaus","UT","226146","132","34","0.005",1,1,"8","1","56.9","61.6","57.1","99.3",100,0,"75.19","75.19",NULL,NULL,NULL,NULL,27,132,"0.20","5","5","30","20","20","15","5","725","2026-03-24 16:58:44.039322","iterative_landform_veg_top_pct_floor_v2","7"
"900597","Ventana Wilderness - Los Padres National Forest","UFS",17085,"California Central Coast","CA","209884","85","27","0.016",1,1,"9","1","44.8","66.4","56.4","97.8",100,25,"74.83","74.83",NULL,NULL,NULL,NULL,19,91,"0.20","5","5","30","20","20","15","5","730","2026-03-24 16:59:05.665572","iterative_landform_veg_top_pct_floor_v2","8"
"1499","Great Smoky Mountains National Park","NPS",17021,"Southern Blue Ridge","NC, TN","519597","33","17","0.035",2,2,"11","1","27.6","90.1","33.4","95.2",90,100,"74.07","74.07",NULL,NULL,NULL,NULL,20,97,"0.20","5","5","30","20","20","15","5","679","2026-03-24 16:55:26.055803","iterative_landform_veg_top_pct_floor_v2","9"
"40","Anza-Borrego Desert State Park","SPR",17095,"Sonoran Desert","CA","608024","106","35","0.025",3,3,"13","1","58.6","81.5","63.4","96.6",65,0,"73.69","73.69",NULL,NULL,NULL,NULL,24,116,"0.20","5","5","30","20","20","15","5","712","2026-03-24 16:57:48.117797","iterative_landform_veg_top_pct_floor_v2","10"
"900034","Berryessa Snow Mountain - Mendocino National Forest","UFS",17029,"California North Coast","CA","172709","71","36","0.015",1,2,"16","1","60.3","55.8","59.4","97.9",100,0,"72.46","72.46",NULL,NULL,NULL,NULL,13,62,"0.20","5","5","30","20","20","15","5","710","2026-03-24 16:57:39.632356","iterative_landform_veg_top_pct_floor_v2","11"
"900149","Death Valley National Park","NPS",17094,"Mojave Desert","CA, NV","3351098","60","42","0.003",1,1,"17","1","70.7","43.2","42.6","99.6",100,100,"72.29","72.29",NULL,NULL,NULL,NULL,36,176,"0.20","5","5","30","20","20","15","5","671","2026-03-24 16:54:49.683731","iterative_landform_veg_top_pct_floor_v2","12"
"900367","Mount Rainier National Park","NPS",17049,"West Cascades","WA","231488","133","26","0.014",1,1,"20","1","43.1","42.3","34.4","98.1",100,100,"70.76","70.76",NULL,NULL,NULL,NULL,25,122,"0.20","5","5","30","20","20","15","5","666","2026-03-24 16:54:27.211357","iterative_landform_veg_top_pct_floor_v2","13"
"265","Baxter State Park","SPR",17016,"Northern Appalachian / Acadian","ME","175213","42","33","0.002",1,1,"21","1","55.2","61.5","46.8","99.7",100,0,"70.52","70.52",NULL,NULL,NULL,NULL,41,203,"0.20","5","5","30","20","20","15","5","724","2026-03-24 16:58:39.596227","iterative_landform_veg_top_pct_floor_v2","14"
"60","Painted Bluffs IRA - Apache National Forest","UFS",17088,"Apache Highlands","AZ","43056","63","32","0.046",2,2,"22","1","53.4","76.9","44.6","93.7",90,0,"70.38","70.38",NULL,NULL,NULL,NULL,23,115,"0.20","5","5","30","20","20","15","5","708","2026-03-24 16:57:30.954206","iterative_landform_veg_top_pct_floor_v2","15"
"4007","Boundary Waters Canoe Area Wilderness - Superior National Forest","UFS",17023,"Superior Mixed Forest","MN","793697","48","25","0.002",1,1,"25","1","41.4","58.0","44.0","99.7",100,25,"70.00","70.00",NULL,NULL,NULL,NULL,39,192,"0.20","5","5","30","20","20","15","5","677","2026-03-24 16:55:17.361512","iterative_landform_veg_top_pct_floor_v2","16"
"900095","Cascade-Siskiyou National Monument - Medford Ashland Field Office","BLM",17035,"West Cascades","CA, OR","66457","84","43","0.078",1,2,"29","1","72.4","38.1","52.4","89.3",100,75,"69.68","69.68",NULL,NULL,NULL,NULL,23,113,"0.20","5","5","30","20","20","15","5","727","2026-03-24 16:58:52.660618","iterative_landform_veg_top_pct_floor_v2","17"
"4785","Wind Cave National Park","NPS",17028,"Black Hills","SD","33824","30","12","0.031",1,1,"32","1","19.0","59.6","34.7","95.7",100,100,"69.37","69.37",NULL,NULL,NULL,NULL,12,10,"0.20","5","5","30","20","20","15","5","664","2026-03-24 16:54:17.802827","iterative_landform_veg_top_pct_floor_v2","18"
"900175","Everglades National Park","NPS",17101,"Tropical Florida","FL","1534165","11","20","0.037",1,1,"37","1","32.8","41.3","49.3","94.9",100,100,"68.52","68.52",NULL,NULL,NULL,NULL,12,23,"0.20","5","5","30","20","20","15","5","701","2026-03-24 16:57:00.610125","iterative_landform_veg_top_pct_floor_v2","19"
"1432","Gila Wilderness - Gila National Forest","UFS",17027,"Arizona-New Mexico Mountains","NM","559005","78","36","0.002",1,1,"51","1","60.3","40.2","37.1","99.7",100,25,"66.88","66.88",NULL,NULL,NULL,NULL,24,119,"0.20","5","5","30","20","20","15","5","714","2026-03-24 16:57:56.735717","iterative_landform_veg_top_pct_floor_v2","20"
"1150","Dinosaur National Monument","NPS",17048,"Utah-Wyoming Rocky Mountains","CO, UT","172956","85","37","0.003",1,1,"54","1","62.1","23.7","39.1","99.6",100,75,"66.74","66.74",NULL,NULL,NULL,NULL,62,309,"0.20","5","5","30","20","20","15","5","680","2026-03-24 16:55:30.382072","iterative_landform_veg_top_pct_floor_v2","21"
"1563","West Elk Wilderness - Gunnison National Forest","UFS",17045,"Southern Rocky Mountains","CO","176416","67","34","0.003",1,1,"62","1","56.9","35.5","42.3","99.6",100,25,"66.46","66.46",NULL,NULL,NULL,NULL,114,570,"0.20","5","5","30","20","20","15","5","673","2026-03-24 16:54:58.689328","iterative_landform_veg_top_pct_floor_v2","22"
"5817","Shenandoah National Park","FED",17006,"Central Appalachian Forest","VA","113591","55","18","0.106",1,1,"68","1","29.3","62.2","25.3","85.5",100,100,"66.19","66.19",NULL,NULL,NULL,NULL,47,233,"0.20","5","5","30","20","20","15","5","682","2026-03-24 16:55:39.192561","iterative_landform_veg_top_pct_floor_v2","23"
"900166","Eagle Cap Wilderness - Whitman National Forest","UFS",17037,"Middle Rockies - Blue Mountains","OR","134450","82","39","0.004",1,1,"79","1","65.5","22.7","44.4","99.5",100,25,"65.15","65.15",NULL,NULL,NULL,NULL,92,460,"0.20","5","5","30","20","20","15","5","675","2026-03-24 16:55:08.153179","iterative_landform_veg_top_pct_floor_v2","24"
"2819","Pasayten Wilderness - Okanogan National Forest","UFS",17040,"Okanagan","WA","417972","37","32","0.001",1,1,"88","1","53.4","24.7","50.0","99.9",100,25,"64.88","64.88",NULL,NULL,NULL,NULL,12,42,"0.20","5","5","30","20","20","15","5","678","2026-03-24 16:55:21.774463","iterative_landform_veg_top_pct_floor_v2","25"
"900548","Steens Mountain Wilderness - Burns Andrews Field Office","BLM",17092,"Columbia Plateau","OR","155575","99","39","0.003",1,1,"102","1","65.5","25.7","34.4","99.6",100,25,"64.28","64.28",NULL,NULL,NULL,NULL,63,311,"0.20","5","5","30","20","20","15","5","729","2026-03-24 16:59:01.215959","iterative_landform_veg_top_pct_floor_v2","26"
"900543","Split Rock Wild Forest","SDC",17022,"St. Lawrence - Champlain Valley","NY","3067","25","21","0.055",1,1,"107","1","34.5","54.3","39.9","92.5",100,0,"64.02","64.02",NULL,NULL,NULL,NULL,12,10,"0.20","5","5","30","20","20","15","5","704","2026-03-24 16:57:13.63052","iterative_landform_veg_top_pct_floor_v2","27"
"900100","Charles M. Russell National Wildlife Refuge","FWS",17072,"Northern Great Plains Steppe","MT","343798","92","23","0.059",1,2,"133","1","37.9","42.7","25.3","91.9",100,50,"63.21","63.21",NULL,NULL,NULL,NULL,27,133,"0.20","5","5","30","20","20","15","5","674","2026-03-24 16:55:03.724221","iterative_landform_veg_top_pct_floor_v2","28"
"1234","Sawtooth Mountains Wilderness - El Centro Field Office","BLM",17086,"California South Coast","CA","33701","44","26","0.019",1,1,"159","1","43.1","20.3","46.8","97.4",100,25,"62.30","62.30",NULL,NULL,NULL,NULL,25,125,"0.20","5","5","30","20","20","15","5","672","2026-03-24 16:54:54.250259","iterative_landform_veg_top_pct_floor_v2","29"
"900272","Isle Royale National Park","NPS",17009,"Great Lakes","MI","506039","30","26","0.001",1,2,"175","1","43.1","21.1","23.9","99.9",100,100,"61.97","61.97",NULL,NULL,NULL,NULL,44,219,"0.20","5","5","30","20","20","15","5","702","2026-03-24 16:57:04.873235","iterative_landform_veg_top_pct_floor_v2","30"
"5687","Sun River Wildlife Management Area","STA",17071,"Fescue-Mixed Grass Prairie","MT","12047","54","32","0.071",3,3,"193","1","53.4","44.1","59.0","90.3",65,0,"61.67","61.67",NULL,NULL,NULL,NULL,12,4,"0.20","5","5","30","20","20","15","5","685","2026-03-24 16:55:52.485663","iterative_landform_veg_top_pct_floor_v2","31"
"900539","South Pass Historical Landscape ACEC - Lander Field Office","BLM",17097,"Wyoming Basins","WY","117780","48","35","0.060",1,2,"194","1","58.6","20.2","47.5","91.8",100,25,"61.63","61.63",NULL,NULL,NULL,NULL,20,97,"0.20","5","5","30","20","20","15","5","692","2026-03-24 16:56:22.245868","iterative_landform_veg_top_pct_floor_v2","32"
"900186","Fort Niobrara National Wildlife Refuge","FWS",17069,"Dakota Mixed-Grass Prairie","NE","17572","23","17","0.108",1,2,"223","1","27.6","44.4","35.8","85.2",100,50,"61.12","61.12",NULL,NULL,NULL,NULL,12,14,"0.20","5","5","30","20","20","15","5","699","2026-03-24 16:56:52.009498","iterative_landform_veg_top_pct_floor_v2","33"
"900376","New River Gorge National Park and Preserve","FED",17008,"Cumberlands And Southern Ridge And Valley","WV","70999","45","21","0.158",2,2,"270","1","34.5","49.6","27.1","78.3",90,100,"60.34","60.34",NULL,NULL,NULL,NULL,19,94,"0.20","5","5","30","20","20","15","5","709","2026-03-24 16:57:35.2992","iterative_landform_veg_top_pct_floor_v2","34"
"1494","Great Basin National Park","NPS",17093,"Great Basin","NV","76983","47","29","0.032",1,1,"275","1","48.3","11.7","27.4","95.6",100,100,"60.25","60.25",NULL,NULL,NULL,NULL,69,343,"0.20","5","5","30","20","20","15","5","665","2026-03-24 16:54:22.308765","iterative_landform_veg_top_pct_floor_v2","35"
"4619","Glacier Peak Wilderness - Wenatchee National Forest","UFS",17031,"East Cascades - Modoc Plateau","WA","288906","53","35","0.002",1,1,"313","1","58.6","14.2","32.0","99.7",100,25,"59.84","59.84",NULL,NULL,NULL,NULL,23,113,"0.20","5","5","30","20","20","15","5","695","2026-03-24 16:56:35.033286","iterative_landform_veg_top_pct_floor_v2","36"
"7450","Slide Mountain Wilderness","SDC",17010,"High Allegheny Plateau","NY","50721","16","31","0.109",1,1,"352","1","51.7","23.8","49.2","85.0",100,25,"59.37","59.37",NULL,NULL,NULL,NULL,33,163,"0.20","5","5","30","20","20","15","5","713","2026-03-24 16:57:52.441447","iterative_landform_veg_top_pct_floor_v2","37"
"900455","Red Dirt - Kisatchie National Forest","UFS",17050,"West Gulf Coastal Plain","LA","40450","23","17","0.073",1,3,"434","1","27.6","45.6","35.0","90.0",90,0,"58.64","58.64",NULL,NULL,NULL,NULL,12,13,"0.20","5","5","30","20","20","15","5","693","2026-03-24 16:56:26.546643","iterative_landform_veg_top_pct_floor_v2","38"
"900402","Okefenokee National Wildlife Refuge","FWS",17044,"South Atlantic Coastal Plain","FL, GA","405259","16","22","0.005",1,2,"445","1","36.2","17.2","28.0","99.3",100,50,"58.58","58.58",NULL,NULL,NULL,NULL,13,61,"0.20","5","5","30","20","20","15","5","720","2026-03-24 16:58:22.322634","iterative_landform_veg_top_pct_floor_v2","39"
"2151","Ishi Wilderness - Lassen National Forest","UFS",17087,"Great Central Valley","CA","40846","21","24","0.009",1,1,"455","1","39.7","13.6","36.5","98.8",100,25,"58.48","58.48",NULL,NULL,NULL,NULL,12,60,"0.20","5","5","30","20","20","15","5","697","2026-03-24 16:56:43.573277","iterative_landform_veg_top_pct_floor_v2","40"
"5419","San Juan Islands National Monument - Moran","SPR",17051,"Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests","WA","5609","19","16","0.149",2,2,"507","1","25.9","19.5","55.7","79.6",90,75,"57.99","57.99",NULL,NULL,NULL,NULL,12,5,"0.20","5","5","30","20","20","15","5","667","2026-03-24 16:54:31.785521","iterative_landform_veg_top_pct_floor_v2","41"
"12","Amistad National Recreation Area","NPS",17096,"Tamaulipan Thorn Scrub","TX","58829","36","39","0.087",3,3,"532","1","65.5","39.6","47.4","88.1",65,0,"57.87","57.87",NULL,NULL,NULL,NULL,12,2,"0.20","5","5","30","20","20","15","5","698","2026-03-24 16:56:47.77485","iterative_landform_veg_top_pct_floor_v2","42"
"900545","St. Marks National Wildlife Refuge","FWS",17032,"East Gulf Coastal Plain","FL","71241","25","25","0.080",1,2,"554","1","41.4","24.9","29.1","89.0",100,50,"57.77","57.77",NULL,NULL,NULL,NULL,15,75,"0.20","5","5","30","20","20","15","5","681","2026-03-24 16:55:34.954815","iterative_landform_veg_top_pct_floor_v2","43"
"900190","Francis Marion National Forest","UFS",17036,"Mid-Atlantic Coastal Plain","SC","49607","21","19","0.070",1,2,"700","1","31.0","37.8","25.9","90.4",100,0,"56.99","56.99",NULL,NULL,NULL,NULL,16,79,"0.20","5","5","30","20","20","15","5","690","2026-03-24 16:56:13.813486","iterative_landform_veg_top_pct_floor_v2","44"
"4868","JE Canyon Ranch - Lower Purgatoire Conservation Area","NGO",17066,"Central Shortgrass Prairie","CO","19035","17","26","0.048",1,1,"730","1","43.1","11.9","44.1","93.4",100,0,"56.84","56.84",NULL,NULL,NULL,NULL,12,26,"0.20","5","5","30","20","20","15","5","683","2026-03-24 16:55:43.757302","iterative_landform_veg_top_pct_floor_v2","45"
"542","Buffalo National River Wilderness","NPS",17018,"Ozarks","AR","30705","17","15","0.082",1,1,"735","1","24.1","25.6","23.1","88.8",100,75,"56.80","56.80",NULL,NULL,NULL,NULL,23,113,"0.20","5","5","30","20","20","15","5","728","2026-03-24 16:58:56.934729","iterative_landform_veg_top_pct_floor_v2","46"
"5977","Assateague Island National Seashore","FED",17007,"Chesapeake Bay Lowlands","MD, VA","6139","5","16","0.014",2,2,"833","1","25.9","16.8","24.3","98.1",90,75,"56.31","56.31",NULL,NULL,NULL,NULL,12,23,"0.20","5","5","30","20","20","15","5","691","2026-03-24 16:56:17.971564","iterative_landform_veg_top_pct_floor_v2","47"
"2380","Mammoth Cave National Park","NPS",17011,"Interior Low Plateau","KY","49414","16","11","0.080",1,1,"888","1","17.2","23.0","17.5","89.0",100,100,"56.10","56.10",NULL,NULL,NULL,NULL,16,76,"0.20","5","5","30","20","20","15","5","670","2026-03-24 16:54:45.235236","iterative_landform_veg_top_pct_floor_v2","48"
"1081","Dale Bumpers White River National Wildlife Refuge","FWS",17013,"Mississippi River Alluvial Plain","AR","149285","34","9","0.040",2,2,"1406","1","13.8","33.9","6.8","94.5",90,50,"54.14","54.14",NULL,NULL,NULL,NULL,16,80,"0.20","5","5","30","20","20","15","5","696","2026-03-24 16:56:39.375975","iterative_landform_veg_top_pct_floor_v2","49"
"900056","Black River State Forest","SNR",17020,"Prairie-Forest Border","WI","62422","13","30","0.123",2,2,"1536","1","50.0","13.9","48.4","83.1",90,0,"53.74","53.74",NULL,NULL,NULL,NULL,12,49,"0.20","5","5","30","20","20","15","5","717","2026-03-24 16:58:09.531143","iterative_landform_veg_top_pct_floor_v2","50"
"2864","Caney Creek Wilderness - Ouachita National Forest","UFS",17017,"Ouachita Mountains","AR","13901","17","10","0.022",1,1,"1597","1","15.5","20.0","14.9","97.0",100,25,"53.57","53.57",NULL,NULL,NULL,NULL,12,45,"0.20","5","5","30","20","20","15","5","705","2026-03-24 16:57:17.908154","iterative_landform_veg_top_pct_floor_v2","51"
"900125","Coosa Wildlife Management Area","STA",17019,"Piedmont","AL","9598","57","7","0.056",3,3,"1687","1","10.3","62.9","6.0","92.3",65,0,"53.37","53.37",NULL,NULL,NULL,NULL,14,66,"0.20","5","5","30","20","20","15","5","718","2026-03-24 16:58:13.775311","iterative_landform_veg_top_pct_floor_v2","52"
"900593","Upper Ouachita National Wildlife Refuge","FWS",17046,"Upper West Gulf Coastal Plain","LA","53589","16","20","0.091",2,2,"1954","1","32.8","15.6","26.5","87.5",90,50,"52.75","52.75",NULL,NULL,NULL,NULL,12,27,"0.20","5","5","30","20","20","15","5","687","2026-03-24 16:56:01.016136","iterative_landform_veg_top_pct_floor_v2","53"
"1985","Lacreek National Wildlife Refuge","FWS",17065,"Central Mixed-Grass Prairie","SD","16519","16","17","0.118",2,2,"2037","1","27.6","19.2","28.9","83.8",90,50,"52.58","52.58",NULL,NULL,NULL,NULL,12,25,"0.20","5","5","30","20","20","15","5","700","2026-03-24 16:56:56.284024","iterative_landform_veg_top_pct_floor_v2","54"
"4045","Sabinoso Wilderness - Taos Field Office","BLM",17075,"Southern Shortgrass Prairie","NM","17926","17","16","0.021",1,1,"2483","1","25.9","9.2","13.7","97.1",100,25,"51.72","51.72",NULL,NULL,NULL,NULL,12,26,"0.20","5","5","30","20","20","15","5","688","2026-03-24 16:56:05.283776","iterative_landform_veg_top_pct_floor_v2","55"
"2788","Juniper Prairie Wilderness - Ocala National Forest","UFS",17033,"Florida Peninsula","FL","14293","8","16","0.060",1,1,"2605","1","25.9","9.5","21.3","91.8",100,25,"51.45","51.45",NULL,NULL,NULL,NULL,23,112,"0.20","5","5","30","20","20","15","5","669","2026-03-24 16:54:40.747955","iterative_landform_veg_top_pct_floor_v2","56"
"3471","Sam D. Hamilton Noxubee National Wildlife Refuge","FWS",17024,"Upper East Gulf Coastal Plain","MS","47171","26","17","0.104",2,2,"2707","1","27.6","18.1","19.1","85.7",90,50,"51.26","51.26",NULL,NULL,NULL,NULL,12,41,"0.20","5","5","30","20","20","15","5","716","2026-03-24 16:58:05.280335","iterative_landform_veg_top_pct_floor_v2","57"
"6840","State Game Land 087","SFW",17025,"Western Allegheny Plateau","PA","17318","32","17","0.100",3,3,"2957","1","27.6","37.9","26.3","86.3",65,0,"50.76","50.76",NULL,NULL,NULL,NULL,20,100,"0.20","5","5","30","20","20","15","5","694","2026-03-24 16:56:30.764363","iterative_landform_veg_top_pct_floor_v2","58"
"900006","Agassiz National Wildlife Refuge","FWS",17073,"Northern Tallgrass Prairie","MN","60093","12","10","0.052",1,3,"2961","1","15.5","15.7","13.2","92.9",90,50,"50.75","50.75",NULL,NULL,NULL,NULL,12,31,"0.20","5","5","30","20","20","15","5","715","2026-03-24 16:58:01.054619","iterative_landform_veg_top_pct_floor_v2","59"
"900441","Quabbin Reservoir Watershed","STA",17012,"Lower New England / Northern Piedmont","MA","40645","32","39","0.149",3,3,"3198","1","65.5","25.3","36.9","79.6",65,0,"50.25","50.25",NULL,NULL,NULL,NULL,12,60,"0.20","5","5","30","20","20","15","5","676","2026-03-24 16:55:12.99412","iterative_landform_veg_top_pct_floor_v2","60"
"4784","William L. Finley National Wildlife Refuge","FWS",17026,"Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests","OR","4734","14","12","0.281",2,2,"3637","1","19.0","28.5","38.5","61.5",90,50,"49.18","49.18",NULL,NULL,NULL,NULL,12,6,"0.20","5","5","30","20","20","15","5","686","2026-03-24 16:55:56.757487","iterative_landform_veg_top_pct_floor_v2","61"
"81","Aransas National Wildlife Refuge","FWS",17063,"Gulf Coast Prairies And Marshes","TX","88877","8","14","0.066",2,2,"3970","1","22.4","8.0","10.6","90.9",90,50,"48.32","48.32",NULL,NULL,NULL,NULL,12,35,"0.20","5","5","30","20","20","15","5","703","2026-03-24 16:57:09.313182","iterative_landform_veg_top_pct_floor_v2","62"
"7973","Lost Maples State Natural Area","SPR",17070,"Edwards Plateau","TX","2876","23","5","0.067",2,2,"4279","1","6.9","21.5","6.4","90.8",90,0,"47.31","47.31",NULL,NULL,NULL,NULL,12,18,"0.20","5","5","30","20","20","15","5","707","2026-03-24 16:57:26.578205","iterative_landform_veg_top_pct_floor_v2","63"
"6164","Sanganois State Fish and Wildlife Area","STA",17067,"Central Tallgrass Prairie","IL","10904","13","10","0.042",3,3,"4649","1","15.5","19.1","14.4","94.2",65,0,"45.84","45.84",NULL,NULL,NULL,NULL,14,70,"0.20","5","5","30","20","20","15","5","689","2026-03-24 16:56:09.566506","iterative_landform_veg_top_pct_floor_v2","64"
"6469","Hulah Wildlife Management Area","SDC",17074,"Osage Plains/Flint Hills Prairie","KS, OK","19828","20","9","0.159",3,3,"4906","1","13.8","35.1","15.6","78.2",65,0,"44.59","44.59",NULL,NULL,NULL,NULL,12,32,"0.20","5","5","30","20","20","15","5","668","2026-03-24 16:54:36.246178","iterative_landform_veg_top_pct_floor_v2","65"
"5218","Cape Cod National Seashore","FED",17014,"North Atlantic Coast","MA","8874","9","16","0.279",2,2,"5005","1","25.9","17.0","16.9","61.7",90,75,"44.07","44.07",NULL,NULL,NULL,NULL,12,22,"0.20","5","5","30","20","20","15","5","719","2026-03-24 16:58:17.999844","iterative_landform_veg_top_pct_floor_v2","66"
"4964","Flat River State Game Area","SNR",17015,"North Central Tillplain","MI","8614","9","34","0.358",3,3,"5666","1","56.9","10.3","53.2","50.9",65,0,"40.80","40.80",NULL,NULL,NULL,NULL,12,33,"0.20","5","5","30","20","20","15","5","722","2026-03-24 16:58:30.965063","iterative_landform_veg_top_pct_floor_v2","67"
"1646","Hugo Lake State Park","SPR",17068,"Crosstimbers And Southern Tallgrass Prairie","OK","6376","30","22","0.259",3,3,"5787","1","36.2","22.9","18.6","64.5",65,0,"40.06","40.06",NULL,NULL,NULL,NULL,12,36,"0.20","5","5","30","20","20","15","5","723","2026-03-24 16:58:35.28413","iterative_landform_veg_top_pct_floor_v2","68"
"2621","Glacier Peak Wilderness - Mt. Baker National Forest","UFS",17039,"North Cascades","WA","274961","72","33","0.004",1,1,"3","2","55.2","81.5","82.3","99.5",100,25,"83.69","85.41","3.8","13.4","8.6","8.6",12,42,"0.20","5","5","30","20","20","15","5","711","2026-03-24 16:57:43.875336","iterative_landform_veg_top_pct_floor_v2","69"
"900290","Kings Canyon National Park","NPS",17043,"Sierra Nevada","CA","453324","104","27","0.003",1,2,"12","2","44.8","62.1","31.5","99.6",100,100,"73.84","75.88","4.0","16.3","10.2","10.2",28,140,"0.20","5","5","30","20","20","15","5","706","2026-03-24 16:57:22.192493","iterative_landform_veg_top_pct_floor_v2","70"
"900628","Zion National Park","NPS",17047,"Utah High Plateaus","UT","125166","69","37","0.024",1,1,"15","2","62.1","32.1","62.2","96.7",100,100,"72.95","74.21","4.3","8.2","6.3","6.3",27,132,"0.20","5","5","30","20","20","15","5","725","2026-03-24 16:58:44.039322","iterative_landform_veg_top_pct_floor_v2","71"
"2827","Buckhorn Wilderness - Olympic National Forest","UFS",17041,"Pacific Northwest Coast","WA","36325","97","25","0.003",1,1,"19","2","41.4","56.0","48.8","99.6",100,25,"71.95","72.49","3.3","2.0","2.7","2.7",12,40,"0.20","5","5","30","20","20","15","5","726","2026-03-24 16:58:48.407302","iterative_landform_veg_top_pct_floor_v2","72"
"900036","Berryessa Snow Mountain National Monument - Ukiah Field Office","BLM",17029,"Great Central Valley","CA","94776","66","26","0.036",1,2,"23","2","43.1","51.8","42.5","95.1",100,75,"70.19","73.77","9.4","26.3","17.9","17.9",13,62,"0.20","5","5","30","20","20","15","5","710","2026-03-24 16:57:39.632356","iterative_landform_veg_top_pct_floor_v2","73"
"1909","Upper Burro Creek (East) - Kingman Field Office","BLM",17088,"Apache Highlands","AZ","18458","61","24","0.010",1,1,"28","2","39.7","74.5","33.1","98.6",100,0,"69.83","75.97","27.3","34.1","30.7","30.7",23,115,"0.20","5","5","30","20","20","15","5","708","2026-03-24 16:57:30.954206","iterative_landform_veg_top_pct_floor_v2","74"
"900256","High Peaks Wilderness","SDC",17016,"Northern Appalachian / Acadian","NY","275359","36","36","0.037",1,1,"31","2","60.3","52.7","51.1","94.9",100,25,"69.51","71.45","18.2","1.2","9.7","9.7",41,203,"0.20","5","5","30","20","20","15","5","724","2026-03-24 16:58:39.596227","iterative_landform_veg_top_pct_floor_v2","75"
"900135","Crater Lake National Park","NPS",17049,"West Cascades","OR","177605","60","38","0.008",1,1,"36","2","63.8","19.0","50.9","98.9",100,100,"68.56","73.56","41.4","8.5","25.0","25.0",25,122,"0.20","5","5","30","20","20","15","5","666","2026-03-24 16:54:27.211357","iterative_landform_veg_top_pct_floor_v2","76"
"4552","Voyageurs National Park","NPS",17023,"Superior Mixed Forest","MN","122355","35","24","0.006",2,2,"39","2","39.7","42.3","42.2","99.2",90,100,"68.14","68.92","6.6","1.1","3.9","3.9",39,192,"0.20","5","5","30","20","20","15","5","677","2026-03-24 16:55:17.361512","iterative_landform_veg_top_pct_floor_v2","77"
"835","Citico Creek Wilderness - Cherokee National Forest","UFS",17021,"Southern Blue Ridge","NC, TN","16209","30","11","0.018",1,1,"41","2","17.2","81.9","21.1","97.5",100,25,"67.81","68.51","5.9","1.1","3.5","3.5",20,97,"0.20","5","5","30","20","20","15","5","679","2026-03-24 16:55:26.055803","iterative_landform_veg_top_pct_floor_v2","78"
"900063","Bob Marshall Wilderness - Flathead National Forest","UFS",17030,"Canadian Rocky Mountains","MT","711461","76","32","0.001",1,1,"57","2","53.4","24.4","53.6","99.9",100,25,"66.67","68.91","5.9","16.5","11.2","11.2",39,192,"0.20","5","5","30","20","20","15","5","684","2026-03-24 16:55:48.05942","iterative_landform_veg_top_pct_floor_v2","79"
