"place_id","name","owner","eco_id","eco_name","states","acres","facets","veg","footprint","gap_min","gap_max","national_rank","ecoregion_rank","score_veg","score_facet_pct_eco","score_evt_pct_eco","score_intact","score_mgmt","score_desig","landscape_score","selection_score","landform_diff_min","veg_diff_min","combined_diff_50_50","complementarity_acres","quality_cutoff_rank","candidate_pool_size","weight_complementarity","weight_facets","weight_veg","weight_intact","weight_facet_pct_eco","weight_evt_pct_eco","weight_mgmt","weight_desig","run_id","run_ts","run_label","rank_top1000"
"5711","Chincoteague National Wildlife Refuge","FED",17007,"Chesapeake Bay Lowlands","MD, VA","8322","7","16","0.077",2,2,"1496","3","25.9","23.6","24.3","89.4",90,50,"53.87","56.05","11.3","10.4","10.9","10.9",12,23,"0.20","5","5","30","20","20","15","5","691","2026-03-24 16:56:17.971564","iterative_landform_veg_top_pct_floor_v2","173"
"5342","Bow and Arrow Ranch - Prairie Canyonlands","NGO",17066,"Central Shortgrass Prairie","CO","28635","15","20","0.057",1,1,"1626","3","32.8","10.4","33.6","92.2",100,0,"53.51","59.43","29.0","30.1","29.6","29.6",12,26,"0.20","5","5","30","20","20","15","5","683","2026-03-24 16:55:43.757302","iterative_landform_veg_top_pct_floor_v2","174"
"2836","Mt. Zion IRA - Olympic National Forest","UFS",17051,"Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests","WA","3544","17","9","0.033",2,2,"1877","3","13.8","17.5","30.7","95.5",90,0,"52.95","55.39","23.6","0.8","12.2","12.2",12,5,"0.20","5","5","30","20","20","15","5","667","2026-03-24 16:54:31.785521","iterative_landform_veg_top_pct_floor_v2","175"
"2866","Flatside Wilderness - Ouachita National Forest","UFS",17017,"Ouachita Mountains","AR","9393","17","8","0.019",1,1,"1909","3","12.1","20.0","11.6","97.4",100,25,"52.86","54.82","19.6","0.0","9.8","9.8",12,45,"0.20","5","5","30","20","20","15","5","705","2026-03-24 16:57:17.908154","iterative_landform_veg_top_pct_floor_v2","176"
"65","Bradwell Bay Wilderness - Apalachicola National Forest","UFS",17032,"East Gulf Coastal Plain","FL","24222","14","12","0.003",1,1,"1906","2","19.0","13.8","13.2","99.6",100,25,"52.86","58.20","8.6","44.8","26.7","26.7",15,75,"0.20","5","5","30","20","20","15","5","681","2026-03-24 16:55:34.954815","iterative_landform_veg_top_pct_floor_v2","177"
"2690","Necedah Wildlife Management Area","FWS",17020,"Prairie-Forest Border","WI","50188","8","28","0.111",2,2,"2237","3","46.6","8.5","45.1","84.8",90,0,"52.20","54.32","4.0","17.2","10.6","10.6",12,49,"0.20","5","5","30","20","20","15","5","717","2026-03-24 16:58:09.531143","iterative_landform_veg_top_pct_floor_v2","178"
"7324","OSSABAW ISLAND WMA - Ossabaw Island Wildlife Management Area","SNR",17044,"South Atlantic Coastal Plain","GA","27439","9","21","0.014",2,2,"2258","4","34.5","9.6","26.7","98.1",90,0,"52.15","54.35","15.9","6.1","11.0","11.0",13,61,"0.20","5","5","30","20","20","15","5","720","2026-03-24 16:58:22.322634","iterative_landform_veg_top_pct_floor_v2","179"
"6450","Clinch Mountain Wildlife Management Area","SFW",17008,"Cumberlands And Southern Ridge And Valley","VA","22256","29","20","0.133",2,2,"2319","4","32.8","31.9","25.7","81.8",90,0,"52.02","53.70","14.9","1.9","8.4","8.4",19,94,"0.20","5","5","30","20","20","15","5","709","2026-03-24 16:57:35.2992","iterative_landform_veg_top_pct_floor_v2","180"
"692","Carolina Sandhills National Wildlife Refuge","FWS",17036,"Mid-Atlantic Coastal Plain","SC","45801","13","13","0.088",2,2,"2387","10","20.7","23.3","17.3","87.9",90,50,"51.88","57.64","57.3","0.3","28.8","28.8",16,79,"0.20","5","5","30","20","20","15","5","690","2026-03-24 16:56:13.813486","iterative_landform_veg_top_pct_floor_v2","181"
"900138","Crescent Lake National Wildlife Refuge","FWS",17065,"Central Mixed-Grass Prairie","NE","45828","12","12","0.093",1,2,"2451","3","19.0","14.3","20.0","87.2",100,50,"51.79","55.67","38.4","0.4","19.4","19.4",12,25,"0.20","5","5","30","20","20","15","5","700","2026-03-24 16:56:56.284024","iterative_landform_veg_top_pct_floor_v2","182"
"1274","Felsenthal National Wildlife Refuge","FWS",17046,"Upper West Gulf Coastal Plain","AR","64250","8","16","0.051",2,2,"2768","2","25.9","7.7","20.9","93.0",90,50,"51.12","52.16","2.3","8.1","5.2","5.2",12,27,"0.20","5","5","30","20","20","15","5","687","2026-03-24 16:56:01.016136","iterative_landform_veg_top_pct_floor_v2","183"
"1809","J. Clark Salyer National Wildlife Refuge","FWS",17069,"Dakota Mixed-Grass Prairie","ND","53908","9","11","0.121",2,2,"3258","4","17.2","17.2","22.7","83.4",90,50,"50.10","53.24","25.6","5.8","15.7","15.7",12,14,"0.20","5","5","30","20","20","15","5","699","2026-03-24 16:56:52.009498","iterative_landform_veg_top_pct_floor_v2","184"
"900146","Dale Hollow Recreation Area","UNK",17011,"Interior Low Plateau","KY, TN","51056","46","10","0.208",3,3,"3378","7","15.5","66.7","15.8","71.5",65,0,"49.79","57.41","26.5","49.6","38.1","38.1",16,76,"0.20","5","5","30","20","20","15","5","670","2026-03-24 16:54:45.235236","iterative_landform_veg_top_pct_floor_v2","185"
"3054","Pisgah State Park - Critria 1 lands","STA",17012,"Lower New England / Northern Piedmont","NH","4594","15","31","0.160",1,1,"3468","2","51.7","11.7","29.1","78.1",100,0,"49.58","51.46","14.5","4.3","9.4","9.4",12,60,"0.20","5","5","30","20","20","15","5","676","2026-03-24 16:55:12.99412","iterative_landform_veg_top_pct_floor_v2","186"
"3263","Rio Mora National Wildlife Refuge And Conservation Area","FWS",17075,"Southern Shortgrass Prairie","NM","4230","15","15","0.069",2,2,"3734","4","24.1","8.1","12.8","90.5",90,50,"48.94","59.34","55.1","48.9","52.0","52.0",12,26,"0.20","5","5","30","20","20","15","5","688","2026-03-24 16:56:05.283776","iterative_landform_veg_top_pct_floor_v2","187"
"3932","St. Catherine Creek National Wildlife Refuge","FWS",17013,"Mississippi River Alluvial Plain","LA, MS","24714","11","15","0.101",2,2,"4086","5","24.1","10.8","12.3","86.1",90,50,"47.95","51.89","4.6","34.7","19.7","19.7",16,80,"0.20","5","5","30","20","20","15","5","696","2026-03-24 16:56:39.375975","iterative_landform_veg_top_pct_floor_v2","188"
"1925","Kissimmee Prairie Preserve State Park","STL",17033,"Florida Peninsula","FL","53738","9","17","0.134",1,1,"4138","6","27.6","10.8","22.7","81.6",100,0,"47.80","54.44","9.1","57.2","33.2","33.2",23,112,"0.20","5","5","30","20","20","15","5","669","2026-03-24 16:54:40.747955","iterative_landform_veg_top_pct_floor_v2","189"
"7163","State Game Land 311","SFW",17025,"Western Allegheny Plateau","PA","3766","17","15","0.067",3,3,"4291","2","24.1","20.0","23.1","90.8",65,0,"47.28","48.02","6.5","0.9","3.7","3.7",20,100,"0.20","5","5","30","20","20","15","5","694","2026-03-24 16:56:30.764363","iterative_landform_veg_top_pct_floor_v2","190"
"7871","Thief Lake State Wildlife Management Area","SNR",17073,"Northern Tallgrass Prairie","MN","49048","7","21","0.073",3,3,"4533","4","34.5","9.1","29.2","90.0",65,0,"46.31","50.05","0.4","36.9","18.7","18.7",12,31,"0.20","5","5","30","20","20","15","5","715","2026-03-24 16:58:01.054619","iterative_landform_veg_top_pct_floor_v2","191"
"3928","South Mountains State Park Dedicated Nature Preserve - South Mountains State Park","SPR",17019,"Piedmont","NC","13626","17","8","0.122",1,1,"4565","4","12.1","18.6","7.1","83.3",100,0,"46.20","51.84","53.5","2.9","28.2","28.2",14,66,"0.20","5","5","30","20","20","15","5","718","2026-03-24 16:58:13.775311","iterative_landform_veg_top_pct_floor_v2","192"
"900332","Lower Rio Grande Valley National Wildlife Refuge","FWS",17063,"Gulf Coast Prairies And Marshes","TX","40637","11","26","0.232",2,2,"4764","6","43.1","11.0","20.9","68.2",90,50,"45.29","47.97","2.7","24.1","13.4","13.4",12,35,"0.20","5","5","30","20","20","15","5","703","2026-03-24 16:57:09.313182","iterative_landform_veg_top_pct_floor_v2","193"
"6605","Hill Country State Natural Area","SPR",17070,"Edwards Plateau","TX","5382","15","9","0.114",2,2,"4774","2","13.8","13.9","12.6","84.4",90,0,"45.22","51.12","40.1","18.9","29.5","29.5",12,18,"0.20","5","5","30","20","20","15","5","707","2026-03-24 16:57:26.578205","iterative_landform_veg_top_pct_floor_v2","194"
"2240","Loess Bluffs National Wildlife Refuge","FWS",17067,"Central Tallgrass Prairie","MO","7442","13","9","0.202",2,2,"4797","3","13.8","19.1","12.8","72.3",90,50,"45.11","48.91","10.0","27.9","19.0","19.0",14,70,"0.20","5","5","30","20","20","15","5","689","2026-03-24 16:56:09.566506","iterative_landform_veg_top_pct_floor_v2","195"
"6355","Freezout Lake Wildlife Management Area","UNK",17071,"Fescue-Mixed Grass Prairie","MT","6449","10","13","0.060",3,3,"4867","4","20.7","8.0","23.1","91.8",65,0,"44.81","55.91","91.4","19.6","55.5","55.5",12,4,"0.20","5","5","30","20","20","15","5","685","2026-03-24 16:55:52.485663","iterative_landform_veg_top_pct_floor_v2","196"
"1343","Flint Hills National Wildlife Refuge","FWS",17074,"Osage Plains/Flint Hills Prairie","KS","18552","9","10","0.228",2,2,"4972","2","15.5","15.7","17.5","68.7",90,50,"44.26","49.58","40.5","12.6","26.6","26.6",12,32,"0.20","5","5","30","20","20","15","5","668","2026-03-24 16:54:36.246178","iterative_landform_veg_top_pct_floor_v2","197"
"1638","Sandy Creek Rare Ii Area IRA - Homochitto National Forest","UFS",17024,"Upper East Gulf Coastal Plain","MS","2618","9","6","0.059",2,2,"4996","3","8.6","6.1","5.8","91.9",90,0,"44.12","48.56","44.2","0.1","22.2","22.2",12,41,"0.20","5","5","30","20","20","15","5","716","2026-03-24 16:58:05.280335","iterative_landform_veg_top_pct_floor_v2","198"
"6771","Sauvie Island Wildlife Area","STA",17026,"Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests","OR","11091","16","9","0.310",2,2,"5001","4","13.8","32.6","28.5","57.5",90,0,"44.10","51.56","28.2","46.3","37.3","37.3",12,6,"0.20","5","5","30","20","20","15","5","686","2026-03-24 16:55:56.757487","iterative_landform_veg_top_pct_floor_v2","199"
"6619","Upper And Lower Lakes Wma","SDC",17022,"St. Lawrence - Champlain Valley","NY","8810","14","19","0.282",3,3,"5165","8","31.0","30.3","35.9","61.3",65,0,"43.31","53.83","65.7","39.5","52.6","52.6",12,10,"0.20","5","5","30","20","20","15","5","704","2026-03-24 16:57:13.63052","iterative_landform_veg_top_pct_floor_v2","200"
"5749","Peaslee Wildlife Management Area","STA",17014,"North Atlantic Coast","NJ","2759","10","8","0.202",2,2,"5529","3","12.1","18.9","7.8","72.3",90,0,"41.40","50.34","1.0","88.4","44.7","44.7",12,22,"0.20","5","5","30","20","20","15","5","719","2026-03-24 16:58:17.999844","iterative_landform_veg_top_pct_floor_v2","201"
"621","Caddo National Grassland","UFS",17068,"Crosstimbers And Southern Tallgrass Prairie","TX","10772","24","5","0.160",3,3,"5840","2","6.9","18.3","3.1","78.1",65,25,"39.73","42.53","19.2","8.7","14.0","14.0",12,36,"0.20","5","5","30","20","20","15","5","723","2026-03-24 16:58:35.28413","iterative_landform_veg_top_pct_floor_v2","202"
"7551","Tranquility Wildlife Area","SNR",17015,"North Central Tillplain","OH","4469","13","12","0.199",3,3,"5882","4","19.0","15.0","17.9","72.7",65,0,"39.44","44.22","42.6","5.2","23.9","23.9",12,33,"0.20","5","5","30","20","20","15","5","722","2026-03-24 16:58:30.965063","iterative_landform_veg_top_pct_floor_v2","203"
"900216","Golden Trout Wilderness - Inyo National Forest","UFS",17043,"Sierra Nevada","CA","191653","110","35","0.002",1,1,"14","3","58.6","65.7","41.3","99.7",100,25,"73.66","75.00","7.1","6.2","6.7","6.7",28,140,"0.20","5","5","30","20","20","15","5","706","2026-03-24 16:57:22.192493","iterative_landform_veg_top_pct_floor_v2","204"
"2628","Mount Baker Wilderness - Mt. Baker National Forest","UFS",17039,"North Cascades","WA","115839","48","25","0.016",1,1,"18","4","41.4","54.2","62.0","97.8",100,25,"72.27","72.81","1.5","3.8","2.7","2.7",12,42,"0.20","5","5","30","20","20","15","5","711","2026-03-24 16:57:43.875336","iterative_landform_veg_top_pct_floor_v2","205"
"1316","Pavant IRA - Fishlake National Forest","UFS",17047,"Utah High Plateaus","UT","42517","87","34","0.012",2,2,"40","3","56.9","40.5","57.1","98.4",90,0,"67.89","70.87","7.9","21.9","14.9","14.9",27,132,"0.20","5","5","30","20","20","15","5","725","2026-03-24 16:58:44.039322","iterative_landform_veg_top_pct_floor_v2","206"
"63","Sunset IRA - Apache National Forest","UFS",17088,"Apache Highlands","AZ","28925","60","27","0.053",2,2,"46","4","44.8","73.3","37.4","92.7",90,0,"67.41","70.71","25.9","7.0","16.5","16.5",23,115,"0.20","5","5","30","20","20","15","5","708","2026-03-24 16:57:30.954206","iterative_landform_veg_top_pct_floor_v2","207"
"3178","Mt. Ellen-Blue Hills WSA - Richfield Field Office","BLM",17091,"Colorado Plateau","UT","81405","104","36","0.011",1,1,"48","3","60.3","43.4","40.4","98.5",100,0,"67.32","70.04","11.3","15.8","13.6","13.6",33,161,"0.20","5","5","30","20","20","15","5","663","2026-03-24 16:54:13.777996","iterative_landform_veg_top_pct_floor_v2","208"
"900286","Katahdin Woods and Waters National Monument","FED",17016,"Northern Appalachian / Acadian","ME","68707","26","28","0.026",2,2,"91","4","46.6","38.0","39.5","96.4",90,75,"64.73","66.91","18.7","3.1","10.9","10.9",41,203,"0.20","5","5","30","20","20","15","5","724","2026-03-24 16:58:39.596227","iterative_landform_veg_top_pct_floor_v2","209"
"2294","Fox Mountain IRA - Los Padres National Forest","UFS",17085,"California Central Coast","CA","51716","59","25","0.061",2,2,"101","3","41.4","46.0","52.1","91.6",90,0,"64.36","66.40","15.5","4.8","10.2","10.2",19,91,"0.20","5","5","30","20","20","15","5","730","2026-03-24 16:59:05.665572","iterative_landform_veg_top_pct_floor_v2","210"
"4772","Three Sisters Wilderness - Willamette National Forest","UFS",17049,"West Cascades","OR","185313","64","34","0.003",1,1,"110","4","56.9","20.2","45.4","99.6",100,25,"63.93","66.61","23.7","3.0","13.4","13.4",25,122,"0.20","5","5","30","20","20","15","5","666","2026-03-24 16:54:27.211357","iterative_landform_veg_top_pct_floor_v2","211"
"4366","Northern California Chapparral - Ukiah Field Office","BLM",17029,"California North Coast","CA","10367","55","24","0.029",1,1,"114","4","39.7","43.1","39.1","96.0",100,0,"63.80","65.54","5.7","11.6","8.7","8.7",13,62,"0.20","5","5","30","20","20","15","5","710","2026-03-24 16:57:39.632356","iterative_landform_veg_top_pct_floor_v2","212"
"3045","Linville Gorge Wilderness - Pisgah National Forest","UFS",17021,"Southern Blue Ridge","NC","11537","24","13","0.059",1,1,"117","5","20.7","65.5","25.2","91.9",100,25,"63.67","64.67","9.0","0.9","5.0","5.0",20,97,"0.20","5","5","30","20","20","15","5","679","2026-03-24 16:55:26.055803","iterative_landform_veg_top_pct_floor_v2","213"
"900054","Black Canyon of the Gunnison National Park","NPS",17045,"Southern Rocky Mountains","CO","27183","37","28","0.015",1,2,"123","5","46.6","19.5","34.6","97.9",100,100,"63.57","67.23","9.9","26.7","18.3","18.3",114,570,"0.20","5","5","30","20","20","15","5","673","2026-03-24 16:54:58.689328","iterative_landform_veg_top_pct_floor_v2","214"
"900195","Frank Church-River Of No Return Wilderness - Payette National Forest","UFS",17037,"Middle Rockies - Blue Mountains","ID","783681","88","29","0.000",1,1,"150","3","48.3","24.4","32.7","100.0",100,25,"62.62","64.58","3.7","15.9","9.8","9.8",92,460,"0.20","5","5","30","20","20","15","5","675","2026-03-24 16:55:08.153179","iterative_landform_veg_top_pct_floor_v2","215"
"2840","The Brothers Wilderness - Olympic National Forest","UFS",17041,"Pacific Northwest Coast","WA","16152","29","26","0.005",1,1,"154","3","43.1","16.6","50.8","99.3",100,25,"62.49","63.71","11.1","1.0","6.1","6.1",12,40,"0.20","5","5","30","20","20","15","5","726","2026-03-24 16:58:48.407302","iterative_landform_veg_top_pct_floor_v2","216"
"900002","Absaroka-Beartooth Wilderness - Custer National Forest","UFS",17048,"Utah-Wyoming Rocky Mountains","MT, WY","329177","81","32","0.004",1,1,"158","5","53.4","22.6","33.6","99.5",100,25,"62.34","67.90","11.9","43.7","27.8","27.8",62,309,"0.20","5","5","30","20","20","15","5","680","2026-03-24 16:55:30.382072","iterative_landform_veg_top_pct_floor_v2","217"
"1327","Bmss Ra 1485 IRA - Flathead National Forest","UFS",17030,"Canadian Rocky Mountains","MT","308591","93","28","0.045",2,2,"173","4","46.6","29.9","46.8","93.8",90,0,"61.99","63.19","10.1","1.9","6.0","6.0",39,192,"0.20","5","5","30","20","20","15","5","684","2026-03-24 16:55:48.05942","iterative_landform_veg_top_pct_floor_v2","218"
"900407","Organ Mountains - Desert Peaks National Monument - Las Cruces District Office","BLM",17090,"Chihuahuan Desert","NM","424418","58","27","0.068",1,2,"182","3","44.8","30.8","29.2","90.7",100,75,"61.86","65.64","24.6","13.1","18.9","18.9",12,41,"0.20","5","5","30","20","20","15","5","721","2026-03-24 16:58:26.646517","iterative_landform_veg_top_pct_floor_v2","219"
"137","Paiute Wilderness - AZ Strip Field Office","BLM",17094,"Mojave Desert","AZ","51853","38","31","0.008",1,1,"218","5","51.7","27.2","31.0","98.9",100,25,"61.22","68.24","33.9","36.2","35.1","35.1",36,176,"0.20","5","5","30","20","20","15","5","671","2026-03-24 16:54:49.683731","iterative_landform_veg_top_pct_floor_v2","220"
"2856","Wild and Scenic Rivers - Recreational - Ottawa National Forest","UFS",17023,"Superior Mixed Forest","MI, WI","34958","27","26","0.038",2,2,"257","3","43.1","32.5","45.8","94.8",90,0,"60.51","62.51","17.3","2.7","10.0","10.0",39,192,"0.20","5","5","30","20","20","15","5","677","2026-03-24 16:55:17.361512","iterative_landform_veg_top_pct_floor_v2","221"
"900507","Sawtooth IRA - Okanogan National Forest","UFS",17040,"Okanagan","WA","90621","38","32","0.045",2,2,"259","3","53.4","25.4","50.0","93.8",90,0,"60.47","61.61","4.7","6.6","5.7","5.7",12,42,"0.20","5","5","30","20","20","15","5","678","2026-03-24 16:55:21.774463","iterative_landform_veg_top_pct_floor_v2","222"
"900375","Neola Wildlife Management Area - Monongahela NF","FED",17006,"Central Appalachian Forest","VA, WV","72677","68","22","0.115",3,3,"264","3","36.2","77.0","31.2","84.2",65,0,"60.41","61.77","13.1","0.5","6.8","6.8",47,233,"0.20","5","5","30","20","20","15","5","682","2026-03-24 16:55:39.192561","iterative_landform_veg_top_pct_floor_v2","223"
"900591","Upper Missouri River Break National Monument","BLM",17072,"Northern Great Plains Steppe","MT","268451","67","20","0.060",1,2,"266","2","32.8","31.0","21.8","91.8",100,75,"60.41","63.57","13.8","17.8","15.8","15.8",27,133,"0.20","5","5","30","20","20","15","5","674","2026-03-24 16:55:03.724221","iterative_landform_veg_top_pct_floor_v2","224"
"3193","Inyo Mountains Wilderness - Ridgecrest Field Office","BLM",17093,"Great Basin","CA","77955","54","35","0.000",1,1,"292","2","58.6","13.4","33.3","100.0",100,25,"60.06","66.72","3.3","63.2","33.3","33.3",69,343,"0.20","5","5","30","20","20","15","5","665","2026-03-24 16:54:22.308765","iterative_landform_veg_top_pct_floor_v2","225"
"1694","Jarbidge Wilderness - Humboldt National Forest","UFS",17092,"Columbia Plateau","NV","105742","78","30","0.006",1,1,"295","4","50.0","20.2","26.1","99.2",100,25,"60.01","64.41","23.2","20.8","22.0","22.0",63,311,"0.20","5","5","30","20","20","15","5","729","2026-03-24 16:59:01.215959","iterative_landform_veg_top_pct_floor_v2","226"
"1945","Trinity Alps Wilderness - Klamath National Forest","UFS",17035,"Klamath Mountains","CA","75787","42","25","0.005",1,1,"384","4","41.4","18.9","29.9","99.3",100,25,"59.06","62.58","20.6","14.6","17.6","17.6",23,113,"0.20","5","5","30","20","20","15","5","727","2026-03-24 16:58:52.660618","iterative_landform_veg_top_pct_floor_v2","227"
"7462","Big Indian Wilderness","SDC",17010,"High Allegheny Plateau","NY","33873","17","23","0.052",1,1,"415","3","37.9","25.3","36.1","92.9",100,25,"58.76","59.16","3.9","0.0","2.0","2.0",33,163,"0.20","5","5","30","20","20","15","5","713","2026-03-24 16:57:52.441447","iterative_landform_veg_top_pct_floor_v2","228"
"900492","Sand To Snow - San Bernardino National Forest","UFS",17086,"California South Coast","CA","61903","82","19","0.111",1,2,"422","7","31.0","38.0","33.8","84.8",100,0,"58.71","61.59","12.7","16.1","14.4","14.4",25,125,"0.20","5","5","30","20","20","15","5","672","2026-03-24 16:54:54.250259","iterative_landform_veg_top_pct_floor_v2","229"
"1260","Fakahatchee Strand Preserve State Park","STL",17101,"Tropical Florida","FL","76840","7","18","0.053",1,1,"451","3","29.3","26.2","44.2","92.7",100,0,"58.53","61.09","10.1","15.5","12.8","12.8",12,23,"0.20","5","5","30","20","20","15","5","701","2026-03-24 16:57:00.610125","iterative_landform_veg_top_pct_floor_v2","230"
"399","Sand Creek IRA - Black Hills National Forest","UFS",17028,"Black Hills","WY","7947","22","11","0.059",2,2,"581","4","17.2","43.6","31.7","91.9",90,0,"57.60","59.94","9.2","14.1","11.7","11.7",12,10,"0.20","5","5","30","20","20","15","5","664","2026-03-24 16:54:17.802827","iterative_landform_veg_top_pct_floor_v2","231"
"515","Browns Park National Wildlife Refuge","FWS",17097,"Wyoming Basins","CO, UT","11902","45","24","0.046",2,2,"582","10","39.7","19.0","32.1","93.7",90,50,"57.60","63.06","24.3","30.2","27.3","27.3",20,97,"0.20","5","5","30","20","20","15","5","692","2026-03-24 16:56:22.245868","iterative_landform_veg_top_pct_floor_v2","232"
"3669","Channell IRA - Sequoia National Forest","UFS",17087,"Great Central Valley","CA","45385","58","25","0.119",2,2,"590","3","41.4","38.0","38.1","83.7",90,0,"57.56","60.32","13.6","14.0","13.8","13.8",12,60,"0.20","5","5","30","20","20","15","5","697","2026-03-24 16:56:43.573277","iterative_landform_veg_top_pct_floor_v2","233"
"3883","Sleeping Bear Dunes Wilderness","NPS",17009,"Great Lakes","MI","26582","30","28","0.045",1,1,"706","3","46.6","21.1","25.8","93.8",100,25,"56.95","61.71","31.8","15.7","23.8","23.8",44,219,"0.20","5","5","30","20","20","15","5","702","2026-03-24 16:57:04.873235","iterative_landform_veg_top_pct_floor_v2","234"
"1222","Little Picacho Wilderness - El Centro Field Office","BLM",17095,"Sonoran Desert","CA","35456","33","10","0.004",1,1,"846","11","15.5","25.2","17.1","99.5",100,25,"56.27","61.83","46.4","9.2","27.8","27.8",24,116,"0.20","5","5","30","20","20","15","5","712","2026-03-24 16:57:48.117797","iterative_landform_veg_top_pct_floor_v2","235"
"1241","El Malpais National Mounument","NPS",17027,"Arizona-New Mexico Mountains","NM","93815","38","22","0.002",1,1,"884","24","36.2","19.5","22.1","99.7",100,0,"56.12","68.04","49.0","70.2","59.6","59.6",24,119,"0.20","5","5","30","20","20","15","5","714","2026-03-24 16:57:56.735717","iterative_landform_veg_top_pct_floor_v2","236"
"1372","Gearhart Mountain Wilderness - Fremont National Forest","UFS",17031,"East Cascades - Modoc Plateau","OR","21688","30","27","0.006",1,1,"1023","11","44.8","7.9","24.3","99.2",100,25,"55.54","63.08","36.5","38.9","37.7","37.7",23,113,"0.20","5","5","30","20","20","15","5","695","2026-03-24 16:56:35.033286","iterative_landform_veg_top_pct_floor_v2","237"
"3069","Pocosin Lakes National Wildlife Refuge","FWS",17036,"Mid-Atlantic Coastal Plain","NC","106898","16","13","0.040",2,2,"1130","3","20.7","28.8","17.3","94.5",90,50,"55.04","57.04","7.8","12.2","10.0","10.0",16,79,"0.20","5","5","30","20","20","15","5","690","2026-03-24 16:56:13.813486","iterative_landform_veg_top_pct_floor_v2","238"
"3723","Clear Springs Wilderness - Shawnee National Forest","UFS",17018,"Ozarks","IL","4730","24","8","0.063",1,1,"1278","3","12.1","36.2","11.6","91.4",100,25,"54.51","55.87","13.4","0.1","6.8","6.8",23,113,"0.20","5","5","30","20","20","15","5","728","2026-03-24 16:58:56.934729","iterative_landform_veg_top_pct_floor_v2","239"
"900015","Angelina National Forest","UFS",17050,"West Gulf Coastal Plain","TX","144219","11","23","0.125",1,3,"1297","3","37.9","21.7","47.8","82.9",90,0,"54.46","57.30","18.9","9.5","14.2","14.2",12,13,"0.20","5","5","30","20","20","15","5","693","2026-03-24 16:56:26.546643","iterative_landform_veg_top_pct_floor_v2","240"
"1640","Charles C. Deam Wilderness - Hoosier National Forest","UFS",17011,"Interior Low Plateau","IN","11595","26","7","0.071",1,1,"1381","3","10.3","37.6","10.6","90.3",100,25,"54.22","55.84","15.4","0.7","8.1","8.1",16,76,"0.20","5","5","30","20","20","15","5","670","2026-03-24 16:54:45.235236","iterative_landform_veg_top_pct_floor_v2","241"
"5516","Blackwater National Wildlife Refuge","FED",17007,"Chesapeake Bay Lowlands","MD","17484","8","12","0.048",2,2,"1404","2","19.0","27.0","17.9","93.4",90,50,"54.16","55.52","9.1","4.5","6.8","6.8",12,23,"0.20","5","5","30","20","20","15","5","691","2026-03-24 16:56:17.971564","iterative_landform_veg_top_pct_floor_v2","242"
"4874","JE Canyon Ranch - Lower Purgatoire Conservation Area","NGO",17066,"Central Shortgrass Prairie","CO","3031","14","19","0.047",1,1,"1704","4","31.0","9.7","31.9","93.6",100,0,"53.33","56.55","29.1","3.0","16.1","16.1",12,26,"0.20","5","5","30","20","20","15","5","683","2026-03-24 16:55:43.757302","iterative_landform_veg_top_pct_floor_v2","243"
"2870","Upper Kiamichi River Wilderness - Ouachita National Forest","UFS",17017,"Ouachita Mountains","AR, OK","10372","17","10","0.031",1,1,"1781","2","15.5","20.0","14.9","95.7",100,25,"53.18","54.08","9.0","0.0","4.5","4.5",12,45,"0.20","5","5","30","20","20","15","5","705","2026-03-24 16:57:17.908154","iterative_landform_veg_top_pct_floor_v2","244"
"900595","Valentine National Wildlife Refuge","FWS",17065,"Central Mixed-Grass Prairie","NE","71728","11","14","0.098",1,2,"2223","2","22.4","13.1","23.6","86.6",100,50,"52.23","52.93","6.4","0.6","3.5","3.5",12,25,"0.20","5","5","30","20","20","15","5","700","2026-03-24 16:56:56.284024","iterative_landform_veg_top_pct_floor_v2","245"
"5261","Beartown NF Wilderness Area","FED",17008,"Cumberlands And Southern Ridge And Valley","VA","5610","17","17","0.096",1,1,"2239","3","27.6","18.6","21.7","86.8",100,25,"52.20","53.52","9.8","3.4","6.6","6.6",19,94,"0.20","5","5","30","20","20","15","5","709","2026-03-24 16:57:35.2992","iterative_landform_veg_top_pct_floor_v2","246"
"2346","Lower Suwannee National Wildlife Refuge","FWS",17032,"East Gulf Coastal Plain","FL","43719","14","21","0.100",2,2,"2536","3","34.5","13.8","24.2","86.3",90,50,"51.60","53.22","1.3","14.9","8.1","8.1",15,75,"0.20","5","5","30","20","20","15","5","681","2026-03-24 16:55:34.954815","iterative_landform_veg_top_pct_floor_v2","247"
"2875","Overflow National Wildlife Refuge","FWS",17013,"Mississippi River Alluvial Plain","AR, LA","13106","18","19","0.081",2,2,"2592","3","31.0","17.8","16.0","88.9",90,50,"51.48","51.86","2.0","1.8","1.9","1.9",16,80,"0.20","5","5","30","20","20","15","5","696","2026-03-24 16:56:39.375975","iterative_landform_veg_top_pct_floor_v2","248"
"7905","Francis Case Recreation Area","UNK",17069,"Dakota Mixed-Grass Prairie","SD","98652","15","20","0.129",3,3,"2970","2","32.8","28.8","42.4","82.3",65,0,"50.73","52.87","17.3","4.1","10.7","10.7",12,14,"0.20","5","5","30","20","20","15","5","699","2026-03-24 16:56:52.009498","iterative_landform_veg_top_pct_floor_v2","249"
